frequency_hz,measured_real_ohm,measured_imag_ohm,measured_magnitude_ohm,measured_phase_deg,model_real_ohm,model_imag_ohm,model_magnitude_ohm,model_phase_deg,magnitude_error_db,phase_error_deg
807306.307656607,22.9647293973153,-434.646121044464,435.252374301727,-86.9755631486781,37.3669221900766,-478.351295902334,479.808554702187,-85.5333496203063,0.846536760836566,1.44221352837173
815523.134993099,22.5477697902242,-430.408535447063,430.998734694429,-87.0011929019483,36.8353097756648,-473.474392718196,474.905085892048,-85.5514696086254,0.842616508141273,1.44972329332285
823823.593846945,22.2218089550374,-426.145488159719,426.724484734728,-87.0149544393351,36.3122469663711,-468.645193341229,470.049887268984,-85.5693778004213,0.839927804008383,1.44557663891376
832208.535426329,22.2260572999153,-421.814230044817,422.399387181612,-86.9837843246016,35.7975858567647,-463.863223326641,465.242471307332,-85.5870756579107,0.839121490524547,1.3967086666909
840678.819603103,21.7820472411286,-417.67759487394,418.245180297029,-87.014707427953,35.2911812491626,-459.128012530111,460.482355105829,-85.6045646159072,0.835640968356847,1.41014281204584
849235.31500096,21.6422674963627,-413.49823280833,414.064217577414,-87.0039046273186,34.7928906031555,-454.43909507365,455.769060345128,-85.6218460817733,0.833542770600598,1.38205854554531
857878.899084516,21.1945683078091,-409.402333351047,409.950582728011,-87.0364697681597,34.302573986074,-449.796009311514,451.102113245586,-85.6389214353653,0.830867070598218,1.39754833279439
866610.458249289,21.0776062465897,-405.271587720977,405.819325930848,-87.0228093499094,33.820094024379,-445.198297796165,446.48104452532,-85.6557920289696,0.829406007207702,1.3670173209398
875430.887912601,20.7918984200428,-401.290239326652,401.828519668217,-87.0340078039023,33.3453158559592,-440.645507244302,441.905389358539,-85.6724591872332,0.825770813909977,1.36154861666909
884341.092605403,20.6040014037526,-397.350738429407,397.884573971197,-87.0316754026285,32.8781070833184,-436.137188502943,437.374687334137,-85.6889242070849,0.82193086398651,1.3427511955436
893341.986065032,20.269416256384,-393.361100777738,393.882983689888,-87.0502274954107,32.4183377276391,-431.672896515602,432.888482414574,-85.7051883576492,0.820176238066818,1.34503913776147
902434.491328917,20.0573449423802,-389.565479875867,390.081478920818,-87.0526460131243,31.9658801837042,-427.252190288529,428.44632289502,-85.7212528801521,0.814821787978858,1.33139313297224
911619.540829236,19.8422820892287,-385.587245758964,386.09744916341,-87.0541632476089,31.5206091756629,-422.874632857037,424.047761362773,-85.7371189878181,0.81435684893308,1.31704425979079
920898.076488532,19.4389742063359,-381.69454634643,382.189220712466,-87.0845542121711,31.0824017136251,-418.539791251931,419.692354656952,-85.7527878657589,0.813052478318926,1.33176634641213
930271.049816313,19.3754502766253,-377.960225675347,378.456523613983,-87.0654038755385,30.6511370510686,-414.247236466012,415.379663828468,-85.7682606708528,0.808584695232434,1.29714320468572
939739.422006624,19.134059890452,-374.142378917194,374.631328040926,-87.0723802616634,30.2266966430457,-409.996543420701,411.109254100261,-85.7835385316151,0.807063220842974,1.28884173004831
949304.164036619,18.8882958214412,-370.494426474352,370.975589180201,-87.0815121156117,29.8089641051744,-405.787290932753,406.880694827816,-85.7986225480598,0.802435024580376,1.28288956755192
958966.256766137,18.6402613475914,-366.70124253369,367.174700406848,-87.0900293728125,29.3978251733985,-401.619061681088,402.693559459949,-85.8135137915505,0.802038690489231,1.27651558126199
968726.691038281,18.4814737203795,-363.018053108803,363.488200295116,-87.0855526489267,28.9931676645056,-397.491442173732,398.547425499871,-85.8282133046419,0.799793817664929,1.25733934428473
978586.467781038,18.2473407893459,-359.492750778048,359.955557406536,-87.094241498489,28.5948814373854,-393.404022714871,394.441874466519,-85.8427221009116,0.79468261800647,1.25151939757747
988546.598109916,18.0122350414837,-355.901883537758,356.357392678913,-87.1027260335362,28.2028583550188,-389.356397372037,390.376491856162,-85.8570411647802,0.791957684275592,1.24568486875599
998608.103431637,17.8058387075494,-352.223825136091,352.673603896831,-87.1060115667835,27.8169922471814,-385.348163943402,386.350867104282,-85.8711714513219,0.792178709590873,1.23484011546164
1008772.01554888,17.6389346161886,-348.718775929704,349.164598291845,-87.1043259570158,27.4371788738498,-381.378923925217,382.364593547718,-85.8851138860628,0.7889493222889,1.219212070953
1019039.3767661,17.2864113950062,-345.228133999353,345.660649371016,-87.1334552340852,27.0633158892982,-377.448282479366,378.41726838709,-85.8988693647685,0.786420098635176,1.23458586931665
1029411.23999641,17.1961568944988,-341.834438924584,342.266696374078,-87.1201340734514,26.6953028068715,-373.555848401064,374.508492649485,-85.9124387532197,0.781940551519984,1.2076953202317
1039888.66886953,16.9404672013676,-338.306652569946,338.730528004316,-87.1333486015926,26.3330409644231,-369.701234086687,370.637871151415,-85.9258228869749,0.781909072723151,1.20752571461769
1050472.73784092,16.7646771837761,-334.931800716504,335.351107844117,-87.1345083839985,25.9764334904061,-365.884055501741,366.805012462047,-85.939022571122,0.778710327425813,1.19548581287645
1061164.53230192,16.5262838671598,-331.632679639895,332.044202273726,-87.1471337787133,25.6253852706043,-362.103932148974,363.009528866689,-85.9520385800153,0.774442474070899,1.19509519869796
1071965.14869106,16.2718700221252,-328.265546415786,328.668591011785,-87.1622151156977,25.2798029154926,-358.36048703663,359.251036330553,-85.9648716570004,0.772796532112122,1.1973434586973
