frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_HOT_real_A,I_HOT_imag_A,I_RTN_real_A,I_RTN_imag_A,I_NM_real_A,I_NM_imag_A,I_HOT_phase_deg,I_RTN_phase_deg,I_NM_phase_deg
2.238721138568337774e+05,1.218351358399598198e-04,1.218351358399598198e-04,1.218351358399598198e-04,4.171545103702042923e+01,4.171545103702042923e+01,4.171545103702042923e+01,1.218284021122626631e-04,-1.280923071185155507e-06,-1.218284021122626631e-04,1.280923071185155507e-06,1.218284021122626631e-04,-1.280923071185155507e-06,-6.023946826129097376e-01,1.793976053173871037e+02,-6.023946826129097376e-01
2.264644307593061822e+05,1.162066688141873735e-04,1.162066688141873735e-04,1.162066688141873735e-04,4.130462103717868416e+01,4.130462103717868416e+01,4.130462103717868416e+01,1.161910595290293832e-04,-1.904616079890184758e-06,-1.161910595290293832e-04,1.904616079890184758e-06,1.161910595290293832e-04,-1.904616079890184758e-06,-9.391143419652001612e-01,1.790608856580348061e+02,-9.391143419652001612e-01
2.290867652767770051e+05,1.108357810290847820e-04,1.108357810290847820e-04,1.108357810290847820e-04,4.089359971956581319e+01,4.089359971956581319e+01,4.089359971956581319e+01,1.108083083309639104e-04,-2.467622571882598721e-06,-1.108083083309639104e-04,2.467622571882598721e-06,1.108083083309639104e-04,-2.467622571882598721e-06,-1.275725584478317298e+00,1.787242744155216769e+02,-1.275725584478317298e+00
2.317394649968479644e+05,1.057107275912526714e-04,1.057107275912526714e-04,1.057107275912526714e-04,4.048238124043072617e+01,4.048238124043072617e+01,4.048238124043072617e+01,1.056688784314801355e-04,-2.974232490088701453e-06,-1.056688784314801355e-04,2.974232490088701453e-06,1.056688784314801355e-04,-2.974232490088701453e-06,-1.612262672508845585e+00,1.783877373274911520e+02,-1.612262672508845585e+00
2.344228815319922578e+05,1.008202997772294753e-04,1.008202997772294753e-04,1.008202997772294753e-04,4.007095968854591206e+01,4.007095968854591206e+01,4.007095968854591206e+01,1.007619891945225378e-04,-3.428466236284330960e-06,-1.007619891945225378e-04,3.428466236284330960e-06,1.007619891945225378e-04,-3.428466236284330960e-06,-1.948759577246111929e+00,1.780512404227538923e+02,-1.948759577246111929e+00
2.371373705661655404e+05,9.615380041200277596e-05,9.615380041200277596e-05,9.615380041200277596e-05,3.965932908201394014e+01,3.965932908201394014e+01,3.965932908201394014e+01,9.607732865912799755e-05,-3.834090687133862599e-06,-9.607732865912799755e-05,3.834090687133862599e-06,9.607732865912799755e-05,-3.834090687133862599e-06,-2.285249976058642218e+00,1.777147500239413773e+02,-2.285249976058642218e+00
2.398832919019489782e+05,9.170102039174503664e-05,9.170102039174503664e-05,9.170102039174503664e-05,3.924748336509914992e+01,3.924748336509914992e+01,3.924748336509914992e+01,9.160503361769215458e-05,-4.194634285456723765e-06,-9.160503361769215458e-05,4.194634285456723765e-06,9.160503361769215458e-05,-4.194634285456723765e-06,-2.621767249471899319e+00,1.773782327505280989e+02,-2.621767249471899319e+00
2.426610095082414337e+05,8.745221629644759254e-05,8.745221629644759254e-05,8.745221629644759254e-05,3.883541640508080661e+01,3.883541640508080661e+01,3.883541640508080661e+01,8.733567051458533204e-05,-4.513401259409932047e-06,-8.733567051458533204e-05,4.513401259409932047e-06,8.733567051458533204e-05,-4.513401259409932047e-06,-2.958344477784660143e+00,1.770416555222153363e+02,-2.958344477784660143e+00
2.454708915685033426e+05,8.339808904082548395e-05,8.339808904082548395e-05,8.339808904082548395e-05,3.842312198912579646e+01,3.842312198912579646e+01,3.842312198912579646e+01,8.326021713298284389e-05,-4.793485019273965086e-06,-8.326021713298284389e-05,4.793485019273965086e-06,8.326021713298284389e-05,-4.793485019273965086e-06,-3.295014437328817714e+00,1.767049855626711690e+02,-3.295014437328817714e+00
2.483133105295567948e+05,7.952976351438886945e-05,7.952976351438886945e-05,7.952976351438886945e-05,3.801059382117918517e+01,3.801059382117918517e+01,3.801059382117918517e+01,7.937004503892086964e-05,-5.037780778705164047e-06,-7.937004503892086964e-05,5.037780778705164047e-06,7.937004503892086964e-05,-5.037780778705164047e-06,-3.631809596377526539e+00,1.763681904036224921e+02,-3.631809596377526539e+00
2.511886431509582035e+05,7.583876916396476689e-05,7.583876916396476689e-05,7.583876916396476689e-05,3.759782551886920032e+01,3.759782551886920032e+01,3.759782551886920032e+01,7.565690275269755581e-05,-5.248997444655535418e-06,-7.565690275269755581e-05,5.248997444655535418e-06,7.565690275269755581e-05,-5.248997444655535418e-06,-3.968762110707095392e+00,1.760312378892928962e+02,-3.968762110707095392e+00
2.540972705549306411e+05,7.231702147426344036e-05,7.231702147426344036e-05,7.231702147426344036e-05,3.718481061042740521e+01,3.718481061042740521e+01,3.718481061042740521e+01,7.211289961885968892e-05,-5.429668817648669416e-06,-7.211289961885968892e-05,5.429668817648669416e-06,7.211289961885968892e-05,-5.429668817648669416e-06,-4.305903818814575068e+00,1.756940961811854436e+02,-4.305903818814575068e+00
2.570395782768864592e+05,6.895680430418853993e-05,6.895680430418853993e-05,6.895680430418853993e-05,3.677154253161860709e+01,3.677154253161860709e+01,3.677154253161860709e+01,6.873049034701302160e-05,-5.582164141737830010e-06,-6.873049034701302160e-05,5.582164141737830010e-06,6.873049034701302160e-05,-5.582164141737830010e-06,-4.643266236797370716e+00,1.753567337632026408e+02,-4.643266236797370716e+00
2.600159563165272120e+05,6.575075303869686841e-05,6.575075303869686841e-05,6.575075303869686841e-05,3.635801462268166517e+01,3.635801462268166517e+01,3.635801462268166517e+01,6.550246019677173268e-05,-5.708698041238533861e-06,-6.550246019677173268e-05,5.708698041238533861e-06,6.550246019677173268e-05,-5.708698041238533861e-06,-4.980880552896262969e+00,1.750191194471037193e+02,-4.980880552896262969e+00
2.630267991895381710e+05,6.269183851791790155e-05,6.269183851791790155e-05,6.269183851791790155e-05,3.594422012527769539e+01,3.594422012527769539e+01,3.594422012527769539e+01,6.242191078110963351e-05,-5.811339879226075722e-06,-6.242191078110963351e-05,5.811339879226075722e-06,6.242191078110963351e-05,-5.811339879226075722e-06,-5.318777621705744529e+00,1.746812223782942510e+02,-5.318777621705744529e+00
2.660725059798813891e+05,5.977335170710935068e-05,5.977335170710935068e-05,5.977335170710935068e-05,3.553015217944447102e+01,3.553015217944447102e+01,3.553015217944447102e+01,5.948224646335169145e-05,-5.892022570805232725e-06,-5.948224646335169145e-05,5.892022570805232725e-06,5.948224646335169145e-05,-5.892022570805232725e-06,-5.656987958054536136e+00,1.743430120419454852e+02,-5.656987958054536136e+00
2.691534803926913883e+05,5.698888907277609747e-05,5.698888907277609747e-05,5.698888907277609747e-05,3.511580382055551297e+01,3.511580382055551297e+01,3.511580382055551297e+01,5.667716132396670393e-05,-5.952550882288321437e-06,-5.667716132396670393e-05,5.952550882288321437e-06,5.667716132396670393e-05,-5.952550882288321437e-06,-5.995541730558298532e+00,1.740044582694417272e+02,-5.995541730558298532e+00
2.722701308077915455e+05,5.433233863193342853e-05,5.433233863193342853e-05,5.433233863193342853e-05,3.470116797628093508e+01,3.470116797628093508e+01,3.470116797628093508e+01,5.400062667420623910e-05,-5.994609245654905265e-06,-5.400062667420623910e-05,5.994609245654905265e-06,5.400062667420623910e-05,-5.994609245654905265e-06,-6.334468754848414207e+00,1.736655312451515840e+02,-6.334468754848414207e+00
2.754228703338163323e+05,5.179786664310751670e-05,5.179786664310751670e-05,5.179786664310751670e-05,3.428623746355111734e+01,3.428623746355111734e+01,3.428623746355111734e+01,5.144687909452998100e-05,-6.019769116001373610e-06,-5.144687909452998100e-05,6.019769116001373610e-06,5.144687909452998100e-05,-6.019769116001373610e-06,-6.673798486476296254e+00,1.733262015135236993e+02,-6.673798486476296254e+00
2.786121168629772146e+05,4.937990490912218575e-05,4.937990490912218575e-05,4.937990490912218575e-05,3.387100498551759387e+01,3.387100498551759387e+01,3.387100498551759387e+01,4.901040897654789267e-05,-6.029495898121409238e-06,-4.901040897654789267e-05,6.029495898121409238e-06,4.901040897654789267e-05,-6.029495898121409238e-06,-7.013560013499217760e+00,1.729864399865007840e+02,-7.013560013499217760e+00
2.818382931264454965e+05,4.707313866320566822e-05,4.707313866320566822e-05,4.707313866320566822e-05,3.345546312851412551e+01,3.345546312851412551e+01,3.345546312851412551e+01,4.668594954807455273e-05,-6.025155466876018791e-06,-4.668594954807455273e-05,6.025155466876018791e-06,4.668594954807455273e-05,-6.025155466876018791e-06,-7.353782048745411970e+00,1.726462179512545845e+02,-7.353782048745411970e+00
2.851018267503909883e+05,4.487249501125380923e-05,4.487249501125380923e-05,4.487249501125380923e-05,3.303960435901218773e+01,3.303960435901218773e+01,3.303960435901218773e+01,4.446846636161747750e-05,-6.008020304617273433e-06,-4.446846636161747750e-05,6.008020304617273433e-06,4.446846636161747750e-05,-6.008020304617273433e-06,-7.694492921764160442e+00,1.723055070782358484e+02,-7.694492921764160442e+00
2.884031503126605530e+05,4.277313190442070027e-05,4.277313190442070027e-05,4.277313190442070027e-05,3.262342102057221638e+01,3.262342102057221638e+01,3.262342102057221638e+01,4.235314722742001289e-05,-5.979275277611540500e-06,-4.235314722742001289e-05,5.979275277611540500e-06,4.235314722742001289e-05,-5.979275277611540500e-06,-8.035720570460080481e+00,1.719642794295399426e+02,-8.035720570460080481e+00
2.917427014001166099e+05,4.077042761740703054e-05,4.077042761740703054e-05,4.077042761740703054e-05,3.220690533078771267e+01,3.220690533078771267e+01,3.220690533078771267e+01,4.033539257288026273e-05,-5.940023072165743736e-06,-4.033539257288026273e-05,5.940023072165743736e-06,4.033539257288026273e-05,-5.940023072165743736e-06,-8.377492532414752446e+00,1.716225074675852511e+02,-8.377492532414752446e+00
2.951209226666390314e+05,3.885997070899547954e-05,3.885997070899547954e-05,3.885997070899547954e-05,3.179004937822101340e+01,3.179004937822101340e+01,3.179004937822101340e+01,3.841080621088305324e-05,-5.891289309987676736e-06,-3.841080621088305324e-05,5.891289309987676736e-06,3.841080621088305324e-05,-5.891289309987676736e-06,-8.719835935897192414e+00,1.712801640641027916e+02,-8.719835935897192414e+00
2.985382618917957298e+05,3.703755044248951273e-05,3.703755044248951273e-05,3.703755044248951273e-05,3.137284511932944042e+01,3.137284511932944042e+01,3.137284511932944042e+01,3.657518650025815682e-05,-5.834027361204998073e-06,-3.657518650025815682e-05,5.834027361204998073e-06,3.657518650025815682e-05,-5.834027361204998073e-06,-9.062777490564641880e+00,1.709372225094353439e+02,-9.062777490564641880e+00
3.019951720402018982e+05,3.529914764476045364e-05,3.529914764476045364e-05,3.529914764476045364e-05,3.095528437537892330e+01,3.095528437537892330e+01,3.095528437537892330e+01,3.482451788222591080e-05,-5.769122872423947953e-06,-3.482451788222591080e-05,5.769122872423947953e-06,3.482451788222591080e-05,-5.769122872423947953e-06,-9.406343477856994539e+00,1.705936565221430214e+02,-9.406343477856994539e+00
3.054921113215509104e+05,3.364092598363001377e-05,3.364092598363001377e-05,3.364092598363001377e-05,3.053735882934633139e+01,3.053735882934633139e+01,3.053735882934633139e+01,3.315496277734076999e-05,-5.697398026223976802e-06,-3.315496277734076999e-05,5.697398026223976802e-06,3.315496277734076999e-05,-5.697398026223976802e-06,-9.750559741084046550e+00,1.702494402589159392e+02,-9.750559741084046550e+00
3.090295432513591950e+05,3.205922364424060420e-05,3.205922364424060420e-05,3.205922364424060420e-05,3.011906002280498029e+01,3.011906002280498029e+01,3.011906002280498029e+01,3.156285382802250612e-05,-5.619615547554919359e-06,-3.156285382802250612e-05,5.619615547554919359e-06,3.156285382802250612e-05,-5.619615547554919359e-06,-1.009545167521136477e+01,1.699045483247886352e+02,-1.009545167521136477e+01
3.126079367123955744e+05,3.055054538601040503e-05,3.055054538601040503e-05,3.055054538601040503e-05,2.970037935279609442e+01,2.970037935279609442e+01,2.970037935279609442e+01,3.004468647238720390e-05,-5.536482471627168498e-06,-3.004468647238720390e-05,5.536482471627168498e-06,3.004468647238720390e-05,-5.536482471627168498e-06,-1.044104421634296997e+01,1.695589557836570407e+02,-1.044104421634296997e+01
3.162277660168379080e+05,2.911155496259889547e-05,2.911155496259889547e-05,2.911155496259889547e-05,2.928130806868031755e+01,2.928130806868031755e+01,2.928130806868031755e+01,2.859711183561970796e-05,-5.448653687056599857e-06,-2.859711183561970796e-05,5.448653687056599857e-06,2.859711183561970796e-05,-5.448653687056599857e-06,-1.078736183090647138e+01,1.692126381690935375e+02,-1.078736183090647138e+01
3.198895109691396938e+05,2.773906788816152968e-05,2.773906788816152968e-05,2.773906788816152968e-05,2.886183726897077406e+01,2.886183726897077406e+01,2.886183726897077406e+01,2.721692992570376777e-05,-5.356735267246752581e-06,-2.721692992570376777e-05,5.356735267246752581e-06,2.721692992570376777e-05,-5.356735267246752581e-06,-1.113442850454085864e+01,1.688655714954591360e+02,-1.113442850454085864e+01
3.235936569296281086e+05,2.643004453393644392e-05,2.643004453393644392e-05,2.643004453393644392e-05,2.844195789814428110e+01,2.844195789814428110e+01,2.844195789814428110e+01,2.590108312083195559e-05,-5.261287602252665323e-06,-2.590108312083195559e-05,5.261287602252665323e-06,2.590108312083195559e-05,-5.261287602252665323e-06,-1.148226773069049855e+01,1.685177322693095050e+02,-1.148226773069049855e+01
3.273406948788386071e+05,2.518158353996005438e-05,2.518158353996005438e-05,2.518158353996005438e-05,2.802166074342925128e+01,2.802166074342925128e+01,2.802166074342925128e+01,2.464664993633104963e-05,-5.162828342676102164e-06,-2.464664993633104963e-05,5.162828342676102164e-06,2.464664993633104963e-05,-5.162828342676102164e-06,-1.183090249890776668e+01,1.681690975010922386e+02,-1.183090249890776668e+01
3.311311214825907955e+05,2.399091552741727069e-05,2.399091552741727069e-05,2.399091552741727069e-05,2.760093643156887211e+01,2.760093643156887211e+01,2.760093643156887211e+01,2.345083905942385648e-05,-5.061835166485717759e-06,-2.345083905942385648e-05,5.061835166485717759e-06,2.345083905942385648e-05,-5.061835166485717759e-06,-1.218035528286716129e+01,1.678196447171328600e+02,-1.218035528286716129e+01
3.349654391578279319e+05,2.285539709780376027e-05,2.285539709780376027e-05,2.285539709780376027e-05,2.717977542555601644e+01,2.717977542555601644e+01,2.717977542555601644e+01,2.231098364061306156e-05,-4.958748379036085198e-06,-2.231098364061306156e-05,4.958748379036085198e-06,2.231098364061306156e-05,-4.958748379036085198e-06,-1.253064802809492129e+01,1.674693519719050983e+02,-1.253064802809492129e+01
3.388441561392027652e+05,2.177250510573253326e-05,2.177250510573253326e-05,2.177250510573253326e-05,2.675816802134078642e+01,2.675816802134078642e+01,2.675816802134078642e+01,2.122453583093449883e-05,-4.853973355976194925e-06,-2.122453583093449883e-05,4.853973355976194925e-06,2.122453583093449883e-05,-4.853973355976194925e-06,-1.288180213941530994e+01,1.671181978605847007e+02,-1.288180213941530994e+01
3.427677865464504575e+05,2.073983119281334444e-05,2.073983119281334444e-05,2.073983119281334444e-05,2.633610434450497451e+01,2.633610434450497451e+01,2.633610434450497451e+01,2.018906155474444163e-05,-4.747882838185187342e-06,-2.018906155474444163e-05,4.747882838185187342e-06,2.018906155474444163e-05,-4.747882838185187342e-06,-1.323383846811983489e+01,1.667661615318801864e+02,-1.323383846811983489e+01
3.467368504525316530e+05,1.975507657063386302e-05,1.975507657063386302e-05,1.975507657063386302e-05,2.591357434690391059e+01,2.591357434690391059e+01,2.591357434690391059e+01,1.920223550813956074e-05,-4.640819087354222394e-06,-1.920223550813956074e-05,4.640819087354222394e-06,1.920223550813956074e-05,-4.640819087354222394e-06,-1.358677729886120034e+01,1.664132227011388068e+02,-1.358677729886120034e+01
3.507518739525679266e+05,1.881604704141739983e-05,1.881604704141739983e-05,1.881604704141739983e-05,2.549056780327214256e+01,2.549056780327214256e+01,2.549056780327214256e+01,1.826183637349977477e-05,-4.533095910341310702e-06,-1.826183637349977477e-05,4.533095910341310702e-06,1.826183637349977477e-05,-4.533095910341310702e-06,-1.394063833627655491e+01,1.660593616637234504e+02,-1.394063833627655491e+01
3.548133892335760174e+05,1.792064824546500879e-05,1.792064824546500879e-05,1.792064824546500879e-05,2.506707430779044898e+01,2.506707430779044898e+01,2.506707430779044898e+01,1.736574224103348135e-05,-4.425000559963074768e-06,-1.736574224103348135e-05,4.425000559963074768e-06,1.736574224103348135e-05,-4.425000559963074768e-06,-1.429544069134469630e+01,1.657045593086553197e+02,-1.429544069134469630e+01
3.589219346450049779e+05,1.706688112499609862e-05,1.706688112499609862e-05,1.706688112499609862e-05,2.464308327061230486e+01,2.464308327061230486e+01,2.464308327061230486e+01,1.651192622857804927e-05,-4.316795519450084780e-06,-1.651192622857804927e-05,4.316795519450084780e-06,1.651192622857804927e-05,-4.316795519450084780e-06,-1.465120286748064693e+01,1.653487971325193655e+02,-1.465120286748064693e+01
3.630780547701017349e+05,1.625283759447708311e-05,1.625283759447708311e-05,1.625283759447708311e-05,2.421858391434517443e+01,2.421858391434517443e+01,2.421858391434517443e+01,1.569845229126002511e-05,-4.208720177379392691e-06,-1.569845229126002511e-05,4.208720177379392691e-06,1.569845229126002511e-05,-4.208720177379392691e-06,-1.500794274637418724e+01,1.649920572536258021e+02,-1.500794274637418724e+01
3.672823004980842234e+05,1.547669640799623079e-05,1.547669640799623079e-05,1.547669640799623079e-05,2.379356527048685876e+01,2.379356527048685876e+01,2.379356527048685876e+01,1.492347121297346754e-05,-4.100992399509610866e-06,-1.492347121297346754e-05,4.100992399509610866e-06,1.492347121297346754e-05,-4.100992399509610866e-06,-1.536567757357434516e+01,1.646343224264256548e+02,-1.536567757357434516e+01
3.715352290971727925e+05,1.473671921466463997e-05,1.473671921466463997e-05,1.473671921466463997e-05,2.336801617580955082e+01,2.336801617580955082e+01,2.336801617580955082e+01,1.418521677195002379e-05,-3.993810003574758188e-06,-1.418521677195002379e-05,3.993810003574758188e-06,1.418521677195002379e-05,-3.993810003574758188e-06,-1.572442394382864883e+01,1.642755760561713601e+02,-1.572442394382864883e+01
3.758374042884443188e+05,1.403124679345630028e-05,1.403124679345630028e-05,1.403124679345630028e-05,2.294192526869281679e+01,2.294192526869281679e+01,2.294192526869281679e+01,1.348200207302854760e-05,-3.887352142748542152e-06,-1.348200207302854760e-05,3.887352142748542152e-06,1.348200207302854760e-05,-3.887352142748542152e-06,-1.608419778617875551e+01,1.639158022138212516e+02,-1.608419778617875551e+01
3.801893963205612381e+05,1.335869545928048420e-05,1.335869545928048420e-05,1.335869545928048420e-05,2.251528098539771960e+01,2.251528098539771960e+01,2.251528098539771960e+01,1.281221603952076281e-05,-3.781780603161411012e-06,-1.281221603952076281e-05,3.781780603161411012e-06,1.281221603952076281e-05,-3.781780603161411012e-06,-1.644501434882133140e+01,1.635549856511786686e+02,-1.644501434882133140e+01
3.845917820453535533e+05,1.271755363247101929e-05,1.271755363247101929e-05,1.271755363247101929e-05,2.208807155628148777e+01,2.208807155628148777e+01,2.208807155628148777e+01,1.217432005787551938e-05,-3.677241020546061666e-06,-1.217432005787551938e-05,3.677241020546061666e-06,1.217432005787551938e-05,-3.677241020546061666e-06,-1.680688818373782922e+01,1.631931118162621601e+02,-1.680688818373782922e+01
3.890451449942804757e+05,1.210637856422880519e-05,1.210637856422880519e-05,1.210637856422880519e-05,2.166028500194711626e+01,2.166028500194711626e+01,2.166028500194711626e+01,1.156684476861732664e-05,-3.573864020794392522e-06,-1.156684476861732664e-05,3.573864020794392522e-06,1.156684476861732664e-05,-3.573864020794392522e-06,-1.716983313109978937e+01,1.628301668689001929e+02,-1.716983313109978937e+01
3.935500754557780456e+05,1.152379321090071645e-05,1.152379321090071645e-05,1.152379321090071645e-05,2.123190912932386354e+01,2.123190912932386354e+01,2.123190912932386354e+01,1.098838699730840793e-05,-3.471766288934921986e-06,-1.098838699730840793e-05,3.471766288934921986e-06,1.098838699730840793e-05,-3.471766288934921986e-06,-1.753386230345630636e+01,1.624661376965437114e+02,-1.753386230345630636e+01
3.981071705534969224e+05,1.096848325030608140e-05,1.096848325030608140e-05,1.096848325030608140e-05,2.080293152767497133e+01,2.080293152767497133e+01,2.080293152767497133e+01,1.043760681954369191e-05,-3.371051570780261848e-06,-1.043760681954369191e-05,3.371051570780261848e-06,1.043760681954369191e-05,-3.371051570780261848e-06,-1.789898806970864698e+01,1.621010119302913495e+02,-1.789898806970864698e+01
4.027170343254595064e+05,1.043919423362997618e-05,1.043919423362997618e-05,1.043919423362997618e-05,2.037333956452563299e+01,2.037333956452563299e+01,2.037333956452563299e+01,9.913224754233532937e-06,-3.271811611249164099e-06,-9.913224754233532937e-06,3.271811611249164099e-06,9.913224754233532937e-06,-3.271811611249164099e-06,-1.826522203888052331e+01,1.617347779611194767e+02,-1.826522203888052331e+01
4.073802778041121783e+05,9.934728866707996127e-06,9.934728866707996127e-06,9.934728866707996127e-06,1.994312038150979305e+01,1.994312038150979305e+01,1.994312038150979305e+01,9.414019079675939341e-06,-3.174127033138170494e-06,-9.414019079675939341e-06,3.174127033138170494e-06,9.414019079675939341e-06,-3.174127033138170494e-06,-1.863257504368717576e+01,1.613674249563128171e+02,-1.863257504368717576e+01
4.120975190973303979e+05,9.453944414799594643e-06,9.453944414799594643e-06,9.453944414799594643e-06,1.951226089012534004e+01,1.951226089012534004e+01,1.951226089012534004e+01,8.938823267138752983e-06,-3.078068159898233150e-06,-8.938823267138752983e-06,3.078068159898233150e-06,8.938823267138752983e-06,-3.078068159898233150e-06,-1.900105712391412638e+01,1.609989428760858630e+02,-1.900105712391412638e+01
4.168693834703355096e+05,8.995750225230674690e-06,8.995750225230674690e-06,8.995750225230674690e-06,1.908074776739731604e+01,1.908074776739731604e+01,1.908074776739731604e+01,8.486523526905725534e-06,-2.983695785768605504e-06,-8.486523526905725534e-06,2.983695785768605504e-06,8.486523526905725534e-06,-2.983695785768605504e-06,-1.937067750960705936e+01,1.606293224903929513e+02,-1.937067750960705936e+01
4.216965034285822767e+05,8.559105362531508623e-06,8.559105362531508623e-06,8.559105362531508623e-06,1.864856745143801220e+01,1.864856745143801220e+01,1.864856745143801220e+01,8.056056461939596042e-06,-2.891061896424371974e-06,-8.056056461939596042e-06,2.891061896424371974e-06,8.056056461939596042e-06,-2.891061896424371974e-06,-1.974144460408416535e+01,1.602585553959158347e+02,-1.974144460408416535e+01
4.265795188015925814e+05,8.143016350952050656e-06,8.143016350952050656e-06,8.143016350952050656e-06,1.821570613690088081e+01,1.821570613690088081e+01,1.821570613690088081e+01,7.646406824528481164e-06,-2.800210343112944464e-06,-7.646406824528481164e-06,2.800210343112944464e-06,7.646406824528481164e-06,-2.800210343112944464e-06,-2.011336596677349675e+01,1.598866340332265281e+02,-2.011336596677349675e+01
4.315190768277650350e+05,7.746535019465239144e-06,7.746535019465239144e-06,7.746535019465239144e-06,1.778214977031955968e+01,1.778214977031955968e+01,1.778214977031955968e+01,7.256605371470660009e-06,-2.711177473081477688e-06,-7.256605371470660009e-06,2.711177473081477688e-06,7.256605371470660009e-06,-2.711177473081477688e-06,-2.048644829588365113e+01,1.595135517041163666e+02,-2.048644829588365113e+01
4.365158322401665500e+05,7.368756444594939472e-06,7.368756444594939472e-06,7.368756444594939472e-06,1.734788404532488926e+01,1.734788404532488926e+01,1.734788404532488926e+01,6.885726813542365947e-06,-2.623992718934856969e-06,-6.885726813542365947e-06,2.623992718934856969e-06,6.885726813542365947e-06,-2.623992718934856969e-06,-2.086069741091304053e+01,1.591393025890869524e+02,-2.086069741091304053e+01
4.415704473533120472e+05,7.008816986618805129e-06,7.008816986618805129e-06,7.008816986618805129e-06,1.691289439773261449e+01,1.691289439773261449e+01,1.691289439773261449e+01,6.532887855172748396e-06,-2.538679149410715691e-06,-6.532887855172748396e-06,2.538679149410715691e-06,6.532887855172748396e-06,-2.538679149410715691e-06,-2.123611823500309370e+01,1.587638817649969099e+02,-2.123611823500309370e+01
4.466835921509634936e+05,6.665892414897651428e-06,6.665892414897651428e-06,6.665892414897651428e-06,1.647716600049162139e+01,1.647716600049162139e+01,1.647716600049162139e+01,6.197245320420257732e-06,-2.455253983912716185e-06,-6.197245320420257732e-06,2.455253983912716185e-06,6.197245320420257732e-06,-2.455253983912716185e-06,-2.161271477714213063e+01,1.583872852228578836e+02,-2.161271477714213063e+01
4.518559443749226048e+05,6.339196118281423216e-06,6.339196118281423216e-06,6.339196118281423216e-06,1.604068375848697414e+01,1.604068375848697414e+01,1.604068375848697414e+01,5.877994361514041920e-06,-2.373729073007994442e-06,-5.877994361514041920e-06,2.373729073007994442e-06,5.877994361514041920e-06,-2.373729073007994442e-06,-2.199049011422228617e+01,1.580095098857777316e+02,-2.199049011422228617e+01
4.570881896148751839e+05,6.027977396720812637e-06,6.027977396720812637e-06,6.027977396720812637e-06,1.560343230318423835e+01,1.560343230318423835e+01,1.560343230318423835e+01,5.574366746376307742e-06,-2.294111346964449136e-06,-5.574366746376307742e-06,2.294111346964449136e-06,5.574366746376307742e-06,-2.294111346964449136e-06,-2.236944637295694349e+01,1.576305536270430707e+02,-2.236944637295694349e+01
4.623810213992603240e+05,5.731519830396502296e-06,5.731519830396502296e-06,5.731519830396502296e-06,1.516539598710853554e+01,1.516539598710853554e+01,1.516539598710853554e+01,5.285629221699591473e-06,-2.216403234283807018e-06,-5.285629221699591473e-06,2.216403234283807018e-06,5.285629221699591473e-06,-2.216403234283807018e-06,-2.274958471165958684e+01,1.572504152883404061e+02,-2.274958471165958684e+01
4.677351412871981156e+05,5.449139722841953231e-06,5.449139722841953231e-06,5.449139722841953231e-06,1.472655887814561027e+01,1.472655887814561027e+01,1.472655887814561027e+01,5.011081948294086797e-06,-2.140603052070892367e-06,-5.011081948294086797e-06,2.140603052070892367e-06,5.011081948294086797e-06,-2.140603052070892367e-06,-2.313090530188918947e+01,1.568690946981108425e+02,-2.313090530188918947e+01
4.731512589614812750e+05,5.180184614698559358e-06,5.180184614698559358e-06,5.180184614698559358e-06,1.428690475365424994e+01,1.428690475365424994e+01,1.428690475365424994e+01,4.750057005561973591e-06,-2.066705369972044784e-06,-4.750057005561973591e-06,2.066705369972044784e-06,4.750057005561973591e-06,-2.066705369972044784e-06,-2.351340730996293615e+01,1.564865926900370710e+02,-2.351340730996293615e+01
4.786300923226380255e+05,4.924031864895043793e-06,4.924031864895043793e-06,4.924031864895043793e-06,1.384641709437853407e+01,1.384641709437853407e+01,1.384641709437853407e+01,4.501916962089210733e-06,-1.994701349314030541e-06,-4.501916962089210733e-06,1.994701349314030541e-06,4.501916962089210733e-06,-1.994701349314030541e-06,-2.389708887833819517e+01,1.561029111216618048e+02,-2.389708887833819517e+01
4.841723675840998767e+05,4.680087296187871021e-06,4.680087296187871021e-06,4.680087296187871021e-06,1.340507907814529709e+01,1.340507907814529709e+01,1.340507907814529709e+01,4.266053509472350813e-06,-1.924579058978283048e-06,-4.266053509472350813e-06,1.924579058978283048e-06,4.266053509472350813e-06,-1.924579058978283048e-06,-2.428194710686438285e+01,1.557180528931356207e+02,-2.428194710686438285e+01
4.897788193684456637e+05,4.447783902142181522e-06,4.447783902142181522e-06,4.447783902142181522e-06,1.296287357333684298e+01,1.296287357333684298e+01,1.296287357333684298e+01,4.041886156623918086e-06,-1.856323769455927186e-06,-4.041886156623918086e-06,1.856323769455927186e-06,4.041886156623918086e-06,-1.856323769455927186e-06,-2.466797803390167587e+01,1.553320219660983241e+02,-2.466797803390167587e+01
4.954501908047905308e+05,4.226580612761236856e-06,4.226580612761236856e-06,4.226580612761236856e-06,1.251978313212010185e+01,1.251978313212010185e+01,1.251978313212010185e+01,3.828860981913372257e-06,-1.789918226442348822e-06,-3.828860981913372257e-06,1.789918226442348822e-06,3.828860981913372257e-06,-1.789918226442348822e-06,-2.505517661730736734e+01,1.549448233826926469e+02,-2.505517661730736734e+01
