frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_HOT_real_A,I_HOT_imag_A,I_RTN_real_A,I_RTN_imag_A,I_NM_real_A,I_NM_imag_A,I_HOT_phase_deg,I_RTN_phase_deg,I_NM_phase_deg
7.852356346100717928e+03,1.879640923225375904e+00,1.879640923225375904e+00,1.879640923225375904e+00,1.254814978368021627e+02,1.254814978368021627e+02,1.254814978368021627e+02,1.038522387719517548e+00,-1.566691179035899273e+00,-1.038522387719517548e+00,1.566691179035899273e+00,1.038522387719517548e+00,-1.566691179035899273e+00,-5.646054709833445884e+01,1.235394529016655412e+02,-5.646054709833445884e+01
7.943282347242821743e+03,1.890188993403073558e+00,1.890188993403073558e+00,1.890188993403073558e+00,1.255301045986876147e+02,1.255301045986876147e+02,1.255301045986876147e+02,9.962681325908148144e-01,-1.606320092250027143e+00,-9.962681325908148144e-01,1.606320092250027143e+00,9.962681325908148144e-01,-1.606320092250027143e+00,-5.819207869227489027e+01,1.218079213077251097e+02,-5.819207869227489027e+01
8.035261221856177144e+03,1.899340325955265030e+00,1.899340325955265030e+00,1.899340325955265030e+00,1.255720557817544858e+02,1.255720557817544858e+02,1.255720557817544858e+02,9.504489241374600716e-01,-1.644427108875853083e+00,-9.504489241374600716e-01,1.644427108875853083e+00,9.504489241374600716e-01,-1.644427108875853083e+00,-5.997286980725014871e+01,1.200271301927498513e+02,-5.997286980725014871e+01
8.128305161640994811e+03,1.906934173918726438e+00,1.906934173918726438e+00,1.906934173918726438e+00,1.256067140350441349e+02,1.256067140350441349e+02,1.256067140350441349e+02,9.010845899615708143e-01,-1.680608373593587501e+00,-9.010845899615708143e-01,1.680608373593587501e+00,9.010845899615708143e-01,-1.680608373593587501e+00,-6.180131639573222913e+01,1.181986836042677709e+02,-6.180131639573222913e+01
8.222426499470711860e+03,1.912811685829284958e+00,1.912811685829284958e+00,1.912811685829284958e+00,1.256334443265173206e+02,1.256334443265173206e+02,1.256334443265173206e+02,8.482498305112627923e-01,-1.714444741157522545e+00,-8.482498305112627923e-01,1.714444741157522545e+00,8.482498305112627923e-01,-1.714444741157522545e+00,-6.367533643872283733e+01,1.163246635612771769e+02,-6.367533643872283733e+01
8.317637711026709439e+03,1.916819384847902485e+00,1.916819384847902485e+00,1.916819384847902485e+00,1.256516238552727032e+02,1.256516238552727032e+02,1.256516238552727032e+02,7.920795933924171806e-01,-1.745510375752603593e+00,-7.920795933924171806e-01,1.745510375752603593e+00,7.920795933924171806e-01,-1.745510375752603593e+00,-6.559235161588182450e+01,1.144076483841181755e+02,-6.559235161588182450e+01
8.413951416451947807e+03,1.918812971748889762e+00,1.918812971748889762e+00,1.918812971748889762e+00,1.256606529152843308e+02,1.256606529152843308e+02,1.256606529152843308e+02,7.327729412331889236e-01,-1.773382935845573938e+00,-7.327729412331889236e-01,1.773382935845573938e+00,7.327729412331889236e-01,-1.773382935845573938e+00,-6.754927937048201159e+01,1.124507206295179884e+02,-6.754927937048201159e+01
8.511380382023759012e+03,1.918661324528107448e+00,1.918661324528107448e+00,1.918661324528107448e+00,1.256599664267647398e+02,1.256599664267647398e+02,1.256599664267647398e+02,6.705949378602897859e-01,-1.797655058000868555e+00,-6.705949378602897859e-01,1.797655058000868555e+00,6.705949378602897859e-01,-1.797655058000868555e+00,-6.954253721358030305e+01,1.104574627864196970e+02,-6.954253721358030305e+01
8.609937521846008167e+03,1.916250531678614477e+00,1.916250531678614477e+00,1.916250531678614477e+00,1.256490457672166059e+02,1.256490457672166059e+02,1.256490457672166059e+02,6.058761347881562731e-01,-1.817946701488450056e+00,-6.058761347881562731e-01,1.817946701488450056e+00,6.058761347881562731e-01,-1.817946701488450056e+00,-7.156806073744327534e+01,1.084319392625567247e+02,-7.156806073744327534e+01
8.709635899560806138e+03,1.911487767579603148e+00,1.911487767579603148e+00,1.911487767579603148e+00,1.256274304625895297e+02,1.256274304625895297e+02,1.256274304625895297e+02,5.390093496047858590e-01,-1.833917775322841726e+00,-5.390093496047858590e-01,1.833917775322841726e+00,5.390093496047858590e-01,-1.833917775322841726e+00,-7.362133625596752040e+01,1.063786637440324796e+02,-7.362133625596752040e+01
8.810488730080147434e+03,1.904304801567920036e+00,1.904304801567920036e+00,1.904304801567920036e+00,1.255947292490851339e+02,1.255947292490851339e+02,1.255947292490851339e+02,4.704435876594216248e-01,-1.845280360298880762e+00,-4.704435876594216248e-01,1.845280360298880762e+00,4.704435876594216248e-01,-1.845280360298880762e+00,-7.569744827900395023e+01,1.043025517209960498e+02,-7.569744827900395023e+01
8.912509381337458763e+03,1.894660931112712721e+00,1.894660931112712721e+00,1.894660931112712721e+00,1.255506299966632753e+02,1.255506299966632753e+02,1.255506299966632753e+02,4.006751583691969820e-01,-1.851809780012706907e+00,-4.006751583691969820e-01,1.851809780012706907e+00,4.006751583691969820e-01,-1.851809780012706907e+00,-7.779114120090376616e+01,1.022088587990962196e+02,-7.779114120090376616e+01
9.015711376059571194e+03,1.882545146680883796e+00,1.882545146680883796e+00,1.882545146680883796e+00,1.254949080025732542e+02,1.254949080025732542e+02,1.254949080025732542e+02,3.302362592638903860e-01,-1.853353782298226671e+00,-3.302362592638903860e-01,1.853353782298226671e+00,3.302362592638903860e-01,-1.853353782298226671e+00,-7.989689370592796536e+01,1.001031062940720346e+02,-7.989689370592796536e+01
9.120108393559095930e+03,1.867977371838207112e+00,1.867977371838207112e+00,1.867977371838207112e+00,1.254274322200514575e+02,1.254274322200514575e+02,1.254274322200514575e+02,2.596815200590777972e-01,-1.849839174047133827e+00,-2.596815200590777972e-01,1.849839174047133827e+00,2.596815200590777972e-01,-1.849839174047133827e+00,-8.200900354497557032e+01,9.799099645502442968e+01,-8.200900354497557032e+01
9.225714271547629323e+03,1.851008674827240297e+00,1.851008674827240297e+00,1.851008674827240297e+00,1.253481690819275940e+02,1.253481690819275940e+02,1.253481690819275940e+02,1.895731881615503323e-01,-1.841275405966191103e+00,-1.895731881615503323e-01,1.841275405966191103e+00,1.895731881615503323e-01,-1.841275405966191103e+00,-8.412167960625355079e+01,9.587832039374646342e+01,-8.412167960625355079e+01
9.332543007969905375e+03,1.831720412746112636e+00,1.831720412746112636e+00,1.831720412746112636e+00,1.252571837046726131e+02,1.252571837046726131e+02,1.252571837046726131e+02,1.204657703231619137e-01,-1.827754816339225652e+00,-1.204657703231619137e-01,1.827754816339225652e+00,1.204657703231619137e-01,-1.827754816339225652e+00,-8.622913766765502430e+01,9.377086233234497570e+01,-8.622913766765502430e+01
9.440608762859235867e+03,1.810222339985605222e+00,1.810222339985605222e+00,1.810222339985605222e+00,1.251546384045502549e+02,1.251546384045502549e+02,1.251546384045502549e+02,5.289100338977682086e-02,-1.809449491404328425e+00,-5.289100338977682086e-02,1.809449491404328425e+00,5.289100338977682086e-02,-1.809449491404328425e+00,-8.832569594263942747e+01,9.167430405736058674e+01,-8.832569594263942747e+01
9.549925860214360000e+03,1.786649781191889774e+00,1.786649781191889774e+00,1.786649781191889774e+00,1.250407886102475317e+02,1.250407886102475317e+02,1.250407886102475317e+02,-1.265599873665084786e-02,-1.786604955307413478e+00,1.265599873665084786e-02,1.786604955307413478e+00,-1.265599873665084786e-02,-1.786604955307413478e+00,-9.040586654710902792e+01,8.959413345289097208e+01,-9.040586654710902792e+01
9.660508789898140094e+03,1.761160028289184609e+00,1.761160028289184609e+00,1.761160028289184609e+00,1.249159764009503562e+02,1.249159764009503562e+02,1.249159764009503562e+02,-7.572868148056957627e-02,-1.759531134150452036e+00,7.572868148056957627e-02,1.759531134150452036e+00,-7.572868148056957627e-02,-1.759531134150452036e+00,-9.246443932029100665e+01,8.753556067970900756e+01,-9.246443932029100665e+01
9.772372209558112445e+03,1.733928164936973104e+00,1.733928164936973104e+00,1.733928164936973104e+00,1.247806220217690623e+02,1.247806220217690623e+02,1.247806220217690623e+02,-1.359385015726531365e-01,-1.728591219737009022e+00,1.359385015726531365e-01,1.728591219737009022e+00,-1.359385015726531365e-01,-1.728591219737009022e+00,-9.449655499168494543e+01,8.550344500831506878e+01,-9.449655499168494543e+01
9.885530946569389926e+03,1.705142546373990431e+00,1.705142546373990431e+00,1.705142546373990431e+00,1.246352138192496852e+02,1.246352138192496852e+02,1.246352138192496852e+02,-1.929615420562265371e-01,-1.694189170884426110e+00,1.929615420562265371e-01,1.694189170884426110e+00,-1.929615420562265371e-01,-1.694189170884426110e+00,-9.649776543433759457e+01,8.350223456566240543e+01,-9.649776543433759457e+01
1.000000000000000000e+04,1.675000166785094002e+00,1.675000166785094002e+00,1.675000166785094002e+00,1.244802970923389864e+02,1.244802970923389864e+02,1.244802970923389864e+02,-2.465421676292433861e-01,-1.656756626155684753e+00,2.465421676292433861e-01,1.656756626155684753e+00,-2.465421676292433861e-01,-1.656756626155684753e+00,-9.846407960010388649e+01,8.153592039989612772e+01,-9.846407960010388649e+01
1.011579454259898193e+04,1.643702131626895158e+00,1.643702131626895158e+00,1.643702131626895158e+00,1.243164623673473272e+02,1.243164623673473272e+02,1.243164623673473272e+02,-2.964938151225151586e-01,-1.616739965210514329e+00,2.964938151225151586e-01,1.616739965210514329e+00,-2.964938151225151586e-01,-1.616739965210514329e+00,-1.003919946084489254e+02,7.960800539155108879e+01,-1.003919946084489254e+02
1.023292992280753606e+04,1.611449422395653697e+00,1.611449422395653697e+00,1.611449422395653697e+00,1.241443335823945233e+02,1.241443335823945233e+02,1.241443335823945233e+02,-3.426971968572276595e-01,-1.574588159553311328e+00,3.426971968572276595e-01,1.574588159553311328e+00,-3.426971968572276595e-01,-1.574588159553311328e+00,-1.022785122774021431e+02,7.772148772259787108e+01,-1.022785122774021431e+02
1.035142166679345246e+04,1.578439101058720651e+00,1.578439101058720651e+00,1.578439101058720651e+00,1.239645566142149988e+02,1.239645566142149988e+02,1.239645566142149988e+02,-3.850963285314552564e-01,-1.530741916033743433e+00,3.850963285314552564e-01,1.530741916033743433e+00,-3.850963285314552564e-01,-1.530741916033743433e+00,-1.041211420809525947e+02,7.587885791904740529e+01,-1.041211420809525947e+02
1.047128548050898462e+04,1.544861056150495182e+00,1.544861056150495182e+00,1.544861056150495182e+00,1.237777885067945647e+02,1.237777885067945647e+02,1.237777885067945647e+02,-4.236928722615152521e-01,-1.485624458874183595e+00,4.236928722615152521e-01,1.485624458874183595e+00,-4.236928722615152521e-01,-1.485624458874183595e+00,-1.059178920511726290e+02,7.408210794882738526e+01,-1.059178920511726290e+02
1.059253725177289743e+04,1.510895347316069781e+00,1.510895347316069781e+00,1.510895347316069781e+00,1.235846876764937008e+02,1.235846876764937008e+02,1.235846876764937008e+02,-4.585393113902685447e-01,-1.439634137706898631e+00,4.585393113902685447e-01,1.439634137706898631e+00,-4.585393113902685447e-01,-1.439634137706898631e+00,-1.076672494986690509e+02,7.233275050133096329e+01,-1.076672494986690509e+02
1.071519305237607114e+04,1.476710163863929504e+00,1.476710163863929504e+00,1.476710163863929504e+00,1.233859052808292915e+02,1.233859052808292915e+02,1.233859052808292915e+02,-4.897314545294466082e-01,-1.393138905674343064e+00,4.897314545294466082e-01,1.393138905674343064e+00,-4.897314545294466082e-01,-1.393138905674343064e+00,-1.093681536054146903e+02,7.063184639458530967e+01,-1.093681536054146903e+02
1.083926914021203811e+04,1.442460378388950470e+00,1.442460378388950470e+00,1.442460378388950470e+00,1.231820778551568480e+02,1.231820778551568480e+02,1.231820778551568480e+02,-5.174007133660804003e-01,-1.346472593493928116e+00,5.174007133660804003e-01,1.346472593493928116e+00,-5.174007133660804003e-01,-1.346472593493928116e+00,-1.110199619695090547e+02,6.898003803049095950e+01,-1.110199619695090547e+02
1.096478196143185050e+04,1.408286650172367649e+00,1.408286650172367649e+00,1.408286650172367649e+00,1.229738212483590445e+02,1.229738212483590445e+02,1.229738212483590445e+02,-5.417065244728523910e-01,-1.299932817647608818e+00,5.417065244728523910e-01,1.299932817647608818e+00,-5.417065244728523910e-01,-1.299932817647608818e+00,-1.126224130817634830e+02,6.737758691823651702e+01,-1.126224130817634830e+02
1.109174815262400807e+04,1.374315015128122708e+00,1.374315015128122708e+00,1.374315015128122708e+00,1.227617258284329438e+02,1.227617258284329438e+02,1.227617258284329438e+02,-5.628292013619906609e-01,-1.253780304080757135e+00,5.628292013619906609e-01,1.253780304080757135e+00,-5.628292013619906609e-01,-1.253780304080757135e+00,-1.141755865235815861e+02,6.582441347641842810e+01,-1.141755865235815861e+02
1.122018454301962993e+04,1.340656888945272796e+00,1.340656888945272796e+00,1.340656888945272796e+00,1.225463528828460937e+02,1.225463528828460937e+02,1.225463528828460937e+02,-5.809634189100932877e-01,-1.208239380158051768e+00,5.809634189100932877e-01,1.208239380158051768e+00,-5.809634189100932877e-01,-1.208239380158051768e+00,-1.156798624281820906e+02,6.432013757181792357e+01,-1.156798624281820906e+02
1.135010815672314311e+04,1.307409406605934965e+00,1.307409406605934965e+00,1.307409406605934965e+00,1.223282321064385059e+02,1.223282321064385059e+02,1.223282321064385059e+02,-5.963124550399099277e-01,-1.163499382228438739e+00,5.963124550399099277e-01,1.163499382228438739e+00,-5.963124550399099277e-01,-1.163499382228438739e+00,-1.171358814729251918e+02,6.286411852707482240e+01,-1.171358814729251918e+02
1.148153621496884080e+04,1.274656023194773669e+00,1.274656023194773669e+00,1.274656023194773669e+00,1.221078600501711122e+02,1.221078600501711122e+02,1.221078600501711122e+02,-6.090832485039724409e-01,-1.119716738223807795e+00,6.090832485039724409e-01,1.119716738223807795e+00,-6.090832485039724409e-01,-1.119716738223807795e+00,-1.185445063937066550e+02,6.145549360629334501e+01,-1.185445063937066550e+02
1.161448613840341386e+04,1.242467306372539770e+00,1.242467306372539770e+00,1.242467306372539770e+00,1.218856993952091159e+02,1.218856993952091159e+02,1.218856993952091159e+02,-6.194822787827241051e-01,-1.077017508529363621e+00,6.194822787827241051e-01,1.077017508529363621e+00,-6.194822787827241051e-01,-1.077017508529363621e+00,-1.199067857510689379e+02,6.009321424893106212e+01,-1.199067857510689379e+02
1.174897554939530346e+04,1.210901858695381250e+00,1.210901858695381250e+00,1.210901858695381250e+00,1.216621789164659759e+02,1.216621789164659759e+02,1.216621789164659759e+02,-6.277122346925130270e-01,-1.035500198845592079e+00,6.277122346925130270e-01,1.035500198845592079e+00,-6.277122346925130270e-01,-1.035500198845592079e+00,-1.212239204436578319e+02,5.877607955634218229e+01,-1.212239204436578319e+02
1.188502227437018882e+04,1.180007316971752873e+00,1.180007316971752873e+00,1.180007316971752873e+00,1.214376940056242802e+02,1.214376940056242802e+02,1.214376940056242802e+02,-6.339694112655083202e-01,-9.952386918154556561e-01,6.339694112655083202e-01,9.952386918154556561e-01,-6.339694112655083202e-01,-9.952386918154556561e-01,-1.224972332643807533e+02,5.750276673561925378e+01,-1.224972332643807533e+02
1.202264434617413099e+04,1.149821385159665033e+00,1.149821385159665033e+00,1.149821385159665033e+00,1.212126076337807774e+02,1.212126076337807774e+02,1.212126076337807774e+02,-6.384417580617786081e-01,-9.562851767822587723e-01,6.384417580617786081e-01,9.562851767822587723e-01,-6.384417580617786081e-01,-9.562851767822587723e-01,-1.237281416303706152e+02,5.627185836962939192e+01,-1.237281416303706152e+02
1.216186000646367938e+04,1.120372866273695589e+00,1.120372866273695589e+00,1.120372866273695589e+00,1.209872516465453884e+02,1.209872516465453884e+02,1.209872516465453884e+02,-6.413074942431941095e-01,-9.186729871449642593e-01,6.413074942431941095e-01,9.186729871449642593e-01,-6.413074942431941095e-01,-9.186729871449642593e-01,-1.249181334886903301e+02,5.508186651130968414e+01,-1.249181334886903301e+02
1.230268770812381081e+04,1.091682666969858495e+00,1.091682666969858495e+00,1.091682666969858495e+00,1.207619282982842179e+02,1.207619282982842179e+02,1.207619282982842179e+02,-6.427342044120094577e-01,-8.824192812043967216e-01,6.427342044120094577e-01,8.824192812043967216e-01,-6.427342044120094577e-01,-8.824192812043967216e-01,-1.260687463028000792e+02,5.393125369719991369e+01,-1.260687463028000792e+02
1.244514611771386990e+04,1.063764755671300133e+00,1.063764755671300133e+00,1.063764755671300133e+00,1.205369119462181402e+02,1.205369119462181402e+02,1.205369119462181402e+02,-6.428783325075593247e-01,-8.475275246272068186e-01,6.428783325075593247e-01,8.475275246272068186e-01,-6.428783325075593247e-01,-8.475275246272068186e-01,-1.271815489560468109e+02,5.281845104395319623e+01,-1.271815489560468109e+02
1.258925411794166212e+04,1.036627061192914923e+00,1.036627061192914923e+00,1.036627061192914923e+00,1.203124508385432421e+02,1.203124508385432421e+02,1.203124508385432421e+02,-6.418849973594398239e-01,-8.139897506494361279e-01,6.418849973594398239e-01,8.139897506494361279e-01,-6.418849973594398239e-01,-8.139897506494361279e-01,-1.282581263633140907e+02,5.174187363668591644e+01,-1.282581263633140907e+02
