frequency_Hz,LT_I_HOT_abs_A,LT_I_RTN_abs_A,LT_I_CM_abs_A,PY_I_HOT_abs_A,PY_I_RTN_abs_A,PY_I_CM_abs_A,LT_I_HOT_dBuA,LT_I_RTN_dBuA,LT_I_CM_dBuA,PY_I_HOT_dBuA,PY_I_RTN_dBuA,PY_I_CM_dBuA,error_CM_PY_minus_LT_dB,error_HOT_PY_minus_LT_dB,error_RTN_PY_minus_LT_dB,LT_I_CM_phase_deg,PY_I_CM_phase_deg
190546.07179633304,0.02620187281883398,0.026201872818833877,0.05240374563766786,0.026201872818825588,0.026201872818825588,0.052403745637651176,88.3666466857969,88.36664668579687,94.3872465990765,88.36664668579414,88.36664668579414,94.38724659907376,-2.7426949600339867e-12,-2.7569058147491887e-12,-2.7284841053187847e-12,-179.99532702848808,-179.9953270284852
192752.49131910203,0.025547237020200265,0.025547237020199776,0.05109447404040004,0.025547237020190766,0.025547237020190766,0.05109447404038153,88.1468787455661,88.14687874556594,94.16747865884562,88.14687874556286,88.14687874556286,94.16747865884248,-3.140598892059643e-12,-3.240074875066057e-12,-3.083755473198835e-12,-179.99531294208901,-179.99531294201833
194984.45997581308,0.02490907373218651,0.024909073732186704,0.049818147464373214,0.02490907373220333,0.02490907373220333,0.04981814746440666,87.92715156359282,87.92715156359287,93.94775147687247,87.92715156359868,87.92715156359868,93.94775147687831,5.8406612879480235e-12,5.8690829973784275e-12,5.8122395785176195e-12,-179.99529813490065,-179.99529813504807
197242.27361149402,0.02428693176148911,0.024286931761489577,0.04857386352297869,0.024286931761491104,0.024286931761491104,0.04857386352298221,87.70745305178693,87.70745305178708,93.72805296506664,87.70745305178764,87.70745305178764,93.72805296506726,6.252776074688882e-13,7.105427357601002e-13,5.542233338928781e-13,-179.99528260903398,-179.9952826091843
199526.2314968967,0.02368037400402937,0.023680374004029742,0.04736074800805911,0.023680374004040657,0.023680374004040657,0.047360748008081315,87.48777114564896,87.48777114564909,93.50837105892865,87.48777114565311,87.48777114565311,93.50837105893274,4.092726157978177e-12,4.149569576838985e-12,4.021671884402167e-12,-179.99526636572622,-179.99526636579424
201836.63636816497,0.02308897692431911,0.02308897692431941,0.04617795384863852,0.023088976924316967,0.023088976924316967,0.046177953848633935,87.26809379392907,87.26809379392918,93.28869370720875,87.26809379392826,87.26809379392826,93.28869370720788,-8.668621376273222e-13,-8.100187187665142e-13,-9.237055564881302e-13,-179.99524940587926,-179.99524940600853
204173.7944669619,0.022512330057458455,0.02251233005745833,0.045024660114916785,0.022512330057350247,0.022512330057350247,0.04502466011470049,87.04840894819057,87.04840894819051,93.06900886147017,87.04840894814882,87.04840894814882,93.06900886142844,-4.172306944383308e-11,-4.175149115326349e-11,-4.169464773440268e-11,-179.99523173073237,-179.99523173072728
206538.015581062,0.021950035532692445,0.021950035532692216,0.04390007106538466,0.021950035532605636,0.021950035532605636,0.04390007106521127,86.8287045522824,86.82870455228232,92.849304465562,86.82870455224804,86.82870455224804,92.84930446552767,-3.433342499192804e-11,-3.4361846701358445e-11,-3.427658157306723e-11,-179.99521334064926,-179.99521334062553
208929.61308541318,0.021401707618517802,0.021401707618518194,0.042803415237036,0.02140170761852165,0.02140170761852165,0.0428034152370433,86.60896853213578,86.60896853213593,92.62956844541549,86.60896853213734,86.60896853213734,92.62956844541696,1.4779288903810084e-12,1.5631940186722204e-12,1.4068746168049984e-12,-179.99519423621788,-179.99519423615865
211348.903983674,0.020866972286652505,0.020866972286652595,0.0417339445733051,0.02086697228666786,0.02086697228666786,0.04173394457333572,86.38918878524802,86.38918878524805,92.40978869852766,86.38918878525442,86.38918878525442,92.40978869853404,6.3806737671257e-12,6.394884621840902e-12,6.366462912410498e-12,-179.99517441761458,-179.9951744175674
213796.20895023269,0.020345466794512764,0.020345466794512868,0.04069093358902563,0.02034546679453267,0.02034546679453267,0.04069093358906534,86.16935317005341,86.16935317005345,92.18995308333305,86.16935317006192,86.16935317006192,92.18995308334152,8.469669410260394e-12,8.512301974406e-12,8.469669410260394e-12,-179.99515388485628,-179.99515388488246
216271.8523727116,0.01983683928598919,0.019836839285989068,0.03967367857197826,0.019836839286009645,0.019836839286009645,0.03967367857201929,85.94944949546968,85.9494494954696,91.97004940874926,85.94944949547863,85.94944949547863,91.97004940875826,8.995471034722868e-12,8.952838470577262e-12,9.038103598868474e-12,-179.9951326378776,-179.99513263792915
218776.16239496498,0.01934074840863936,0.019340748408639665,0.038681496817279025,0.01934074840870329,0.01934074840870329,0.03868149681740658,85.72946551019668,85.72946551019682,91.75006542347637,85.72946551022538,85.72946551022538,91.750065423505,2.8634872251132037e-11,2.8705926524708048e-11,2.8563817977556027e-11,-179.99511067642334,-179.9951106763314
221309.4709605736,0.018856862947243737,0.01885686294724356,0.03771372589448729,0.01885686294722524,0.01885686294722524,0.03771372589445048,85.50938889207612,85.50938889207602,91.5299888053557,85.50938889206759,85.50938889206759,91.52998880534722,-8.483880264975596e-12,-8.526512829121202e-12,-8.427036846114788e-12,-179.99508799945022,-179.99508799951604
223872.1138568439,0.018384861471769768,0.01838486147176958,0.03676972294353935,0.01838486147169845,0.01838486147169845,0.0367697229433969,85.28920723696939,85.28920723696929,91.30980715024896,85.28920723693568,85.28920723693568,91.3098071502153,-3.3651303965598345e-11,-3.370814738445915e-11,-3.360867140145274e-11,-179.99506460676267,-179.99506460671634
226464.43075931608,0.017924432000710602,0.017924432000710984,0.035848864001421586,0.017924432000730434,0.017924432000730434,0.03584886400146087,85.0689080478952,85.06890804789538,91.08950796117492,85.06890804790481,85.06890804790481,91.08950796118444,9.521272659185342e-12,9.606537787476555e-12,9.43600753089413e-12,-179.99504049686996,-179.9950404969756
229086.76527678754,0.017475271678129338,0.01747527167812954,0.03495054335625888,0.01747527167815807,0.01747527167815807,0.03495054335631614,84.8484787239999,84.84847872399999,90.86907863727957,84.84847872401417,84.84847872401417,90.8690786372938,1.4225065569917206e-11,1.4267698134062812e-11,1.41824330057716e-11,-179.99501566905167,-179.99501566915063
231739.4649968582,0.017037086462854747,0.01703708646285494,0.03407417292570968,0.017037086462904055,0.017037086462904055,0.03407417292580811,84.62790654888116,84.62790654888124,90.64850646216081,84.62790654890628,84.62790654890628,90.6485064621859,2.509636942704674e-11,2.5124791136477143e-11,2.503952600818593e-11,-179.9949901221001,-179.99499012191455
234422.8815320027,0.0166095908313275,0.01660959083132749,0.033219181662654994,0.016609590831322303,0.016609590831322303,0.033219181662644606,84.40717867926824,84.40717867926823,90.42777859254785,84.40717867926553,84.40717867926553,90.42777859254515,-2.7000623958883807e-12,-2.7142732506035827e-12,-2.7000623958883807e-12,-179.99496385361823,-179.9949638537602
237137.37056617616,0.016192507491485725,0.016192507491485635,0.03238501498297136,0.01619250749144221,0.01619250749144221,0.03238501498288442,84.18628213305826,84.18628213305821,90.20688204633785,84.18628213303492,84.18628213303492,90.20688204631455,-2.3305801732931286e-11,-2.333422344236169e-11,-2.3291590878216084e-11,-179.9949368629758,-179.99493686300247
239883.2919019598,0.015785567108555817,0.01578556710855597,0.03157113421711179,0.01578556710855453,0.01578556710855453,0.03157113421710906,83.96520377738989,83.96520377738997,89.98580369066956,83.96520377738918,83.96520377738918,89.9858036906688,-7.531752999057062e-13,-7.105427357601002e-13,-7.958078640513122e-13,-179.99490914773716,-179.99490914778113
242661.0095082525,0.015388508041634191,0.015388508041634231,0.030777016083268424,0.015388508041610786,0.015388508041610786,0.030777016083221573,83.74393031645451,83.74393031645452,89.76453022973413,83.7439303164413,83.7439303164413,89.76453022972092,-1.3216094885137863e-11,-1.3216094885137863e-11,-1.3230305739853065e-11,-179.99488070611048,-179.99488070606319
245470.8915685141,0.015001076089947116,0.015001076089947225,0.03000215217989434,0.015001076089936788,0.015001076089936788,0.030002152179873575,83.52244827866501,83.52244827866507,89.54304819194468,83.52244827865903,83.52244827865903,89.54304819193865,-6.0254023992456496e-12,-5.9827698351000436e-12,-6.0396132539608516e-12,-179.99485153563998,-179.994851535645
248313.31052956826,0.014623024249822375,0.014623024249822432,0.02924604849964481,0.014623024249786615,0.014623024249786615,0.02924604849957323,83.30074400398802,83.30074400398806,89.32134391726765,83.30074400396677,83.30074400396677,89.3213439172464,-2.1259438653942198e-11,-2.1245227799226996e-11,-2.12878603633726e-11,-179.994821634088,-179.99482163415462
251188.64315096935,0.01425411248027061,0.014254112480270706,0.028508224960541315,0.014254112480288966,0.014254112480288966,0.028508224960577932,83.07880363049568,83.07880363049576,89.09940354377534,83.07880363050687,83.07880363050687,89.0994035437865,1.1155520951433573e-11,1.1183942660863977e-11,1.1112888387287967e-11,-179.99479099905633,-179.99479099905344
254097.270554942,0.013894107478353424,0.013894107478353415,0.02778821495670684,0.01389410747836055,0.01389410747836055,0.0277882149567211,82.85661308102911,82.85661308102911,88.87721299430874,82.85661308103357,82.85661308103357,88.8772129943132,4.462208380573429e-12,4.462208380573429e-12,4.462208380573429e-12,-179.99475962749844,-179.99475962763802
257039.578276898,0.013542782462203841,0.013542782462203808,0.02708556492440765,0.013542782462183843,0.013542782462183843,0.027085564924367686,82.6341580489244,82.63415804892439,88.65475796220403,82.63415804891159,82.63415804891159,88.65475796219121,-1.2818190953112207e-11,-1.2818190953112207e-11,-1.2803980098397005e-11,-179.99472751686693,-179.99472751704198
260015.956316539,0.013199916962860343,0.013199916962860431,0.026399833925720772,0.013199916962866582,0.013199916962866582,0.026399833925733165,82.41142398368522,82.41142398368527,88.43202389696486,82.41142398368933,82.41142398368933,88.43202389696896,4.092726157978177e-12,4.106937012693379e-12,4.064304448547773e-12,-179.99469466427556,-179.99469466423704
263026.79918955016,0.012865296623918146,0.012865296623918141,0.025730593247836286,0.012865296623920598,0.012865296623920598,0.025730593247841195,82.18839607621418,82.18839607621416,88.20899598949379,82.18839607621582,82.18839607621582,88.20899598949545,1.6626700016786344e-12,1.6484591469634324e-12,1.6626700016786344e-12,-179.99466106604285,-179.99466106603475
266072.5059798931,0.012538713008240566,0.012538713008240608,0.025077426016481174,0.012538713008215527,0.012538713008215527,0.025077426016431054,81.96505924328588,81.9650592432859,87.98565915656552,81.96505924326854,81.96505924326854,87.98565915654817,-1.7351453607261647e-11,-1.7337242752546445e-11,-1.736566446197685e-11,-179.9946267192125,-179.99462671908748
269153.48039270384,0.012219963412090905,0.012219963412090949,0.024439926824181855,0.0122199634120806,0.0122199634120806,0.0244399268241612,81.74139811166457,81.74139811166461,87.7619980249442,81.74139811165723,81.74139811165723,87.76199802493686,-7.347011887759436e-12,-7.332801033044234e-12,-7.37543359718984e-12,-179.99459161985064,-179.99459161988952
272270.13080780365,0.011908850686254802,0.011908850686254701,0.023817701372509503,0.01190885068624413,0.01190885068624413,0.02381770137248826,81.51739700177549,81.51739700177542,87.53799691505507,81.5173970017677,81.5173970017677,87.53799691504733,-7.744915819785092e-12,-7.787548383930698e-12,-7.716494110354688e-12,-179.99455576477862,-179.99455576477806
275422.8703338292,0.011605183063308041,0.011605183063308117,0.023210366126616158,0.011605183063315426,0.011605183063315426,0.02321036612663085,81.29303991050045,81.29303991050051,87.31363982378011,81.29303991050598,81.29303991050598,87.3136398237856,5.4996007747831754e-12,5.5280224842135794e-12,5.4711790653527714e-12,-179.9945191499268,-179.994519149934
278612.1168629898,0.011308773991520001,0.011308773991519893,0.022617547983039894,0.011308773991529065,0.011308773991529065,0.02261754798305813,81.06831049359569,81.06831049359559,87.08891040687526,81.06831049360265,81.06831049360265,87.08891040688228,7.02016222930979e-12,6.963318810448982e-12,7.062794793455396e-12,-179.99448177144254,-179.99448177138257
281838.2931264583,0.011019441974471305,0.011019441974471331,0.02203888394894264,0.011019441974484716,0.011019441974484716,0.022038883948969433,80.84319204722274,80.84319204722276,86.86379196050238,80.8431920472333,80.8431920472333,86.86379196051293,1.0544454198679887e-11,1.0558665053395089e-11,1.0544454198679887e-11,-179.99444362500495,-179.99444362499395
285101.826750404,0.01073701041661373,0.010737010416613749,0.021474020833227477,0.010737010416629068,0.010737010416629068,0.021474020833258136,80.61766748889664,80.61766748889666,86.63826740217627,80.61766748890905,80.61766748890905,86.63826740218867,1.240607616637135e-11,1.240607616637135e-11,1.2391865311656147e-11,-179.9944047064164,-179.99440470648364
288403.1503126739,0.010461307474223126,0.010461307474223244,0.02092261494844637,0.010461307474238608,0.010461307474238608,0.020922614948477216,80.3917193375748,80.3917193375749,86.41231925085448,80.39171933758766,80.39171933758766,86.41231925086728,1.2803980098397005e-11,1.2860823517257813e-11,1.27613475342514e-11,-179.99436501128838,-179.99436501141284
291742.7014001301,0.010192165911672874,0.010192165911672848,0.020384331823345724,0.010192165911673759,0.010192165911673759,0.020384331823347517,80.16532969295255,80.16532969295254,86.18592960623216,80.16532969295332,80.16532969295332,86.18592960623292,7.531752999057062e-13,7.673861546209082e-13,7.815970093361102e-13,-179.99432453524415,-179.99432453518855
295120.9226666522,0.009929422962721913,0.009929422962721868,0.01985884592544378,0.00992942296268571,0.00992942296268571,0.01985884592537142,79.9384802138404,79.93848021384036,85.95908012712002,79.93848021380873,79.93848021380873,85.95908012708836,-3.1661784305470064e-11,-3.1675995160185266e-11,-3.163336259603966e-11,-179.99428327318589,-179.99428327306364
298538.26189180976,0.009672920196574387,0.0096729201965744,0.019345840393148787,0.009672920196567913,0.009672920196567913,0.019345840393135826,79.71115209552615,79.71115209552616,85.73175200880577,79.71115209552033,79.71115209552033,85.73175200879994,-5.8264504332328215e-12,-5.8122395785176195e-12,-5.8264504332328215e-12,-179.99424122018502,-179.99424122013681
301995.1720402156,0.009422503388928251,0.00942250338892827,0.01884500677785652,0.00942250338895402,0.00942250338895402,0.01884500677790804,79.48332604642877,79.48332604642877,85.5039259597084,79.48332604645252,79.48332604645252,85.50392595973214,2.3746338229102548e-11,2.3746338229102548e-11,2.3746338229102548e-11,-179.99419837154193,-179.99419837135244
305492.11132156546,0.009178022397055069,0.00917802239705507,0.018356044794110137,0.009178022397073231,0.009178022397073231,0.018356044794146462,79.25498226330609,79.25498226330609,85.27558217658571,79.25498226332327,79.25498226332327,85.27558217660288,1.716671249596402e-11,1.7180923350679222e-11,1.7180923350679222e-11,-179.9941547216432,-179.99415472150002
309029.5432513734,0.008939331039295846,0.00893933103929582,0.017878662078591668,0.008939331039283084,0.008939331039283084,0.017878662078566167,79.0261004054202,79.02610040542017,85.0467003186998,79.02610040540779,79.02610040540779,85.04670031868741,-1.2391865311656147e-11,-1.240607616637135e-11,-1.2377654456940945e-11,-179.99411026497322,-179.994110265214
312607.93671241,0.008706286978721951,0.008706286978721861,0.017412573957443812,0.008706286978708023,0.008706286978708023,0.017412573957416046,78.79665956752626,78.79665956752616,84.81725948080583,78.79665956751236,78.79665956751236,84.81725948079199,-1.3841372492606752e-11,-1.389821591146756e-11,-1.3798739928461146e-11,-179.99406499700922,-179.9940649969731
316227.76601685263,0.008478751610835633,0.008478751610835581,0.016957503221671215,0.008478751610819945,0.008478751610819945,0.01695750322163989,78.56663825165049,78.56663825165042,84.58723816493007,78.5666382516344,78.5666382516344,84.58723816491403,-1.6044054973463062e-11,-1.6086687537608668e-11,-1.6015633264032658e-11,-179.9940189110773,-179.9940189110994
319889.5109691547,0.008256589954805665,0.008256589954805646,0.01651317990961131,0.008256589954804541,0.008256589954804541,0.016513179909609082,78.33601433722006,78.33601433722005,84.35661425049969,78.33601433721888,78.33601433721888,84.35661425049851,-1.1795009413617663e-12,-1.1795009413617663e-12,-1.1652900866465643e-12,-179.99397200163594,-179.9939720017578
323593.65692964336,0.008039670548562122,0.008039670548562139,0.01607934109712426,0.008039670548564354,0.008039670548564354,0.01607934109712871,78.10476504991169,78.1047650499117,84.12536496319133,78.1047650499141,78.1047650499141,84.12536496319373,2.4016344468691386e-12,2.4158453015843406e-12,2.4016344468691386e-12,-179.99392426276705,-179.99392426295478
327340.6948788535,0.00782786534722043,0.007827865347220436,0.015655730694440866,0.007827865347216285,0.007827865347216285,0.01565573069443257,77.87286692872769,77.87286692872769,83.89346684200731,77.87286692872308,77.87286692872308,83.89346684200271,-4.604316927725449e-12,-4.604316927725449e-12,-4.604316927725449e-12,-179.99387568854186,-179.99387568853726
331131.12148260657,0.007621049624957466,0.007621049624957487,0.015242099249914954,0.007621049624947675,0.007621049624947675,0.01524209924989535,77.64029579144939,77.64029579144942,83.66089570472903,77.64029579143822,77.64029579143822,83.66089570471786,-1.1169731806148775e-11,-1.1169731806148775e-11,-1.1198153515579179e-11,-179.9938262722245,-179.99382627219143
334965.43915784336,0.007419101880094557,0.007419101880094612,0.01483820376018917,0.007419101880101082,0.007419101880101082,0.014838203760202165,77.40702669823082,77.4070266982309,83.42762661151049,77.40702669823847,77.40702669823847,83.4276266115181,7.602807272633072e-12,7.645439836778678e-12,7.574385563202668e-12,-179.99377600727632,-179.9937760074412
338844.1561392185,0.007221903743374767,0.007221903743374779,0.014443807486749546,0.007221903743363967,0.007221903743363967,0.014443807486727933,77.1730339133316,77.17303391333162,83.19363382661123,77.17303391331862,77.17303391331862,83.19363382659823,-1.3002932064409833e-11,-1.297451035497943e-11,-1.3002932064409833e-11,-179.99372488758922,-179.99372488764658
342767.78654646646,0.007029339888959788,0.007029339888959821,0.014058679777919608,0.007029339888944596,0.007029339888944596,0.014058679777889192,76.9382908644287,76.93829086442874,82.95889077770835,76.93829086440992,76.93829086440992,82.95889077768955,-1.880096078821225e-11,-1.8772539078781847e-11,-1.8815171642927453e-11,-179.9936729061031,-179.99367290600185
346736.85045254795,0.006841297948625633,0.006841297948625638,0.01368259589725127,0.006841297948621038,0.006841297948621038,0.013682595897242076,76.70277010004556,76.70277010004556,82.72337001332518,76.70277010003971,76.70277010003971,82.72337001331934,-5.8406612879480235e-12,-5.8406612879480235e-12,-5.8406612879480235e-12,-179.99362005544415,-179.99362005553374
350751.8739525845,0.006657668428556335,0.006657668428556351,0.013315336857112685,0.006657668428554881,0.006657668428554881,0.013315336857109762,76.46644324436706,76.46644324436708,82.4870431576467,76.46644324436517,76.46644324436517,82.48704315764479,-1.9042545318370685e-12,-1.8900436771218665e-12,-1.9184653865522705e-12,-179.99356632895393,-179.993566329099
354813.3892335922,0.006478344628784041,0.006478344628784018,0.01295668925756806,0.006478344628766117,0.006478344628766117,0.012956689257532234,76.22928094942677,76.22928094942674,82.24988086270636,76.22928094940274,76.22928094940274,82.24988086268235,-2.4016344468691386e-11,-2.4030555323406588e-11,-2.4002133613976184e-11,-179.993511719527,-179.99351171938224
358921.93464502215,0.006303222565161347,0.006303222565161312,0.01260644513032266,0.006303222565170099,0.006303222565170099,0.012606445130340198,75.99125284444763,75.99125284444757,82.01185275772723,75.9912528444597,75.9912528444597,82.0118527577393,1.2079226507921703e-11,1.2065015653206501e-11,1.2121859072067309e-11,-179.9934562189456,-179.99345621889333
363078.0547701185,0.006132200894060161,0.006132200894060153,0.012264401788120313,0.006132200894081715,0.006132200894081715,0.01226440178816343,75.75232748252682,75.75232748252681,81.77292739580643,75.75232748255735,75.75232748255735,81.77292739583697,3.0539126782969106e-11,3.0524915928253904e-11,3.0539126782969106e-11,-179.99339982011819,-179.9933998199644
367282.3004981021,0.005965180839103224,0.005965180839103214,0.011930361678206438,0.005965180839095993,0.005965180839095993,0.011930361678191986,75.5124722836282,75.51247228362818,81.53307219690781,75.51247228361767,75.51247228361767,81.5330721968973,-1.0516032489249483e-11,-1.0530243343964685e-11,-1.0516032489249483e-11,-179.9933425146888,-179.9933425147471
371535.2290971902,0.005802066120253607,0.005802066120253612,0.01160413224050722,0.00580206612025832,0.00580206612025832,0.01160413224051664,75.27165347415766,75.27165347415766,81.29225338743728,75.27165347416472,75.27165347416472,81.29225338744433,7.048583938740194e-12,7.062794793455396e-12,7.062794793455396e-12,-179.9932842952078,-179.99328429520895
375837.404288462,0.005642762885453162,0.005642762885453189,0.011285525770906352,0.00564276288544087,0.00564276288544087,0.01128552577088174,75.02983602328901,75.02983602328905,81.05043593656865,75.02983602327008,75.02983602327008,81.0504359365497,-1.894306933536427e-11,-1.892885848064907e-11,-1.8971491044794675e-11,-179.99322515293844,-179.99322515313006
380189.3963205793,0.005487179643833911,0.005487179643833911,0.010974359287667821,0.005487179643845686,0.005487179643845686,0.010974359287691372,74.78698357442877,74.78698357442877,80.8075834877084,74.7869835744474,74.7869835744474,80.80758348772704,1.864464138634503e-11,1.8630430531629827e-11,1.8630430531629827e-11,-179.99316508005745,-179.993165080099
384591.7820453719,0.005335227201554791,0.005335227201554819,0.01067045440310961,0.005335227201557885,0.005335227201557885,0.01067045440311577,74.54305837316855,74.5430583731686,80.5636582864482,74.5430583731736,74.5430583731736,80.56365828645323,5.030642569181509e-12,5.044853423896711e-12,4.988010005035903e-12,-179.99310406752176,-179.99310406750885
389045.14499429916,0.005186818599083178,0.00518681859908316,0.010373637198166337,0.005186818599075751,0.005186818599075751,0.010373637198151502,74.29802118969702,74.29802118969701,80.31862110297665,74.29802118968459,74.29802118968459,80.31862110296422,-1.2434497875801753e-11,-1.2434497875801753e-11,-1.2420287021086551e-11,-179.99304210687708,-179.99304210655248
393550.07545579626,0.005041869050748105,0.005041869050748111,0.010083738101496216,0.0050418690507476535,0.0050418690507476535,0.010083738101495307,74.05183123666164,74.05183123666166,80.07243114994127,74.05183123666087,74.05183123666087,80.07243114994048,-7.815970093361102e-13,-7.673861546209082e-13,-7.815970093361102e-13,-179.99297918813426,-179.9929791882176
398107.1705535163,0.00490029588605244,0.004900295886052422,0.009800591772104862,0.004900295886048292,0.004900295886048292,0.009800591772096584,73.80444608138751,73.80444608138747,79.82504599466711,73.80444608138015,73.80444608138015,79.82504599465977,-7.332801033044234e-12,-7.361222742474638e-12,-7.318590178329032e-12,-179.9929153031119,-179.99291530328156
402717.03432547837,0.004762018492627377,0.00476201849262739,0.009524036985254766,0.0047620184926297935,0.0047620184926297935,0.009524036985259587,73.55582155187042,73.55582155187045,79.57642146515006,73.55582155187483,73.55582155187483,79.57642146515445,4.391154106997419e-12,4.405364961712621e-12,4.376943252282217e-12,-179.99285044227207,-179.99285044230564
407380.27780413226,0.0046269582610811155,0.004626958261081133,0.009253916522162248,0.004626958261085698,0.004626958261085698,0.009253916522171396,73.3059116365771,73.30591163657714,79.32651154985675,73.3059116365857,73.3059116365857,79.32651154986533,8.58335624798201e-12,8.611777957412414e-12,8.569145393266808e-12,-179.9927845959712,-179.99278459562865
412097.5190973501,0.004495038531362336,0.00449503853136234,0.008990077062724677,0.0044950385313683614,0.0044950385313683614,0.008990077062736723,73.05466837694144,73.05466837694145,79.07526829022106,73.05466837695309,73.05466837695309,79.07526829023271,1.1652900866465643e-11,1.1652900866465643e-11,1.1638690011750441e-11,-179.99271775339312,-179.99271775336027
416869.3834703555,0.004366184540798871,0.0043661845407988575,0.008732369081597729,0.0043661845408027354,0.0043661845408027354,0.008732369081605471,72.80204175232228,72.80204175232225,78.82264166560189,72.80204175232997,72.80204175232997,78.8226416656096,7.702283255639486e-12,7.688072400924284e-12,7.716494110354688e-12,-179.99264990531123,-179.9926499053737
421696.5034286026,0.004240323373639832,0.004240323373639849,0.00848064674727968,0.004240323373641711,0.004240323373641711,0.008480646747283422,72.54797955653471,72.54797955653474,78.56857946981435,72.54797955653856,72.54797955653856,78.56857946981819,3.836930773104541e-12,3.851141627819743e-12,3.822719918389339e-12,-179.99258104123507,-179.9925810412977
426579.51880161325,0.004117383912112512,0.004117383912112519,0.00823476782422503,0.00411738391211041,0.00411738391211041,0.00823476782422082,72.29242726532556,72.29242726532557,78.3130271786052,72.29242726532112,72.29242726532112,78.31302717860075,-4.447997525858227e-12,-4.433786671143025e-12,-4.447997525858227e-12,-179.9925111505667,-179.99251115050814
431519.0768277861,0.003997296788908808,0.003997296788908802,0.007994593577817611,0.003997296788888938,0.003997296788888938,0.007994593577777875,72.03532789389988,72.03532789389988,78.0559278071795,72.0353278938567,72.0353278938567,78.05592780713633,-4.317257662478369e-11,-4.317257662478369e-11,-4.317257662478369e-11,-179.9924402223162,-179.99244022211818
436515.83224018704,0.0038799943409902355,0.0038799943409902416,0.007759988681980477,0.0038799943409849377,0.0038799943409849377,0.007759988681969875,71.77662184343824,71.77662184343825,77.79722175671787,71.77662184342638,71.77662184342638,77.79722175670601,-1.1866063687193673e-11,-1.1851852832478471e-11,-1.1866063687193673e-11,-179.99236824500267,-179.9923682449685
441570.44735333393,0.0037654105649507956,0.0037654105649508043,0.0075308211299016,0.003765410564949367,0.003765410564949367,0.007530821129898734,71.51624673621305,71.51624673621306,77.53684664949267,71.51624673620975,71.51624673620975,77.53684664948938,-3.296918293926865e-12,-3.296918293926865e-12,-3.311129148642067e-12,-179.99229520772275,-179.99229520761594
446683.5921509848,0.003653481073405473,0.0036534810734054836,0.007306962146810957,0.0036534810733906344,0.0036534810733906344,0.007306962146781269,71.25413723711804,71.25413723711807,77.2747371503977,71.25413723708277,71.25413723708277,77.2747371503624,-3.529976311256178e-11,-3.527134140313137e-11,-3.529976311256178e-11,-179.99222109840926,-179.9922210983213
451855.94437494426,0.0035441430527555873,0.003544143052755584,0.007088286105511171,0.0035441430527438896,0.0035441430527438896,0.007088286105487779,70.99022486118815,70.99022486118815,77.01082477446778,70.99022486115949,70.99022486115949,77.01082477443912,-2.866329396056244e-11,-2.866329396056244e-11,-2.866329396056244e-11,-179.9921459052676,-179.99214590503624
457088.18961489724,0.0034373352222478665,0.00343733522224787,0.0068746704444957365,0.0034373352222541085,0.0034373352222541085,0.006874670444508217,70.72443776566108,70.7244377656611,76.74503767894072,70.72443776567685,70.72443776567685,76.74503767895648,1.5759837879159022e-11,1.5774048733874224e-11,1.5759837879159022e-11,-179.9920696153683,-179.9920696153885
462381.0213992828,0.0033329977941329164,0.0033329977941329142,0.00666599558826583,0.0033329977941329646,0.0033329977941329646,0.006665995588265929,70.45670052465843,70.45670052465843,76.47730043793806,70.45670052465856,70.45670052465856,76.47730043793817,1.1368683772161603e-13,1.2789769243681803e-13,1.2789769243681803e-13,-179.99199221655613,-179.9919922166661
467735.141287221,0.0032310724348474534,0.0032310724348474477,0.006462144869694901,0.003231072434851189,0.003231072434851189,0.006462144869702378,70.18693388459879,70.18693388459877,76.20753379787841,70.18693388460883,70.18693388460883,76.20753379788846,1.0047074283647817e-11,1.0047074283647817e-11,1.0061285138363019e-11,-179.99191369570033,-179.99191369579987
473151.25896150357,0.0031315022275344283,0.003131502227534418,0.006263004455068846,0.0031315022275294527,0.0031315022275294527,0.0062630044550589055,69.91505449929078,69.91505449929076,75.9356544125704,69.91505449927699,69.91505449927699,75.9356544125566,-1.3798739928461146e-11,-1.3784529073745944e-11,-1.3770318219030742e-11,-179.99183403967135,-179.99183403934398
478630.0923226618,0.0030342316353886116,0.00303423163538862,0.006068463270777232,0.003034231635392182,0.003034231635392182,0.006068463270784364,69.64097464128272,69.64097464128274,75.66157455456236,69.64097464129294,69.64097464129294,75.66157455457257,1.0203393685515039e-11,1.021760454023024e-11,1.0203393685515039e-11,-179.9917532333738,-179.9917532334551
484172.3675841231,0.002939206466244575,0.002939206466244573,0.005878412932489148,0.002939206466250147,0.002939206466250147,0.005878412932500294,69.36460188818437,69.36460188818435,75.38520180146398,69.36460188820084,69.36460188820084,75.38520180148046,1.6484591469634324e-11,1.6470380614919122e-11,1.6484591469634324e-11,-179.99167126397174,-179.99167126386854
489778.8193684702,0.0028463738379818247,0.0028463738379818177,0.0056927476759636424,0.0028463738379788054,0.0028463738379788054,0.005692747675957611,69.08583878011217,69.08583878011216,75.10643869339178,69.08583878010296,69.08583878010296,75.10643869338257,-9.208633855450898e-12,-9.208633855450898e-12,-9.194423000735696e-12,-179.99158811592199,-179.99158811587273
