frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_HOT_real_A,I_HOT_imag_A,I_RTN_real_A,I_RTN_imag_A,I_CM_real_A,I_CM_imag_A,I_HOT_phase_deg,I_RTN_phase_deg,I_CM_phase_deg
1.905460717963248258e+06,9.214853299727603694e-04,9.214853299727603694e-04,1.842970659945520739e-03,5.928976851302061135e+01,5.928976851302061135e+01,6.531036842630022932e+01,9.214852039682986220e-04,4.818947087687109484e-07,9.214852039682986220e-04,4.818947087687109484e-07,1.842970407936597244e-03,9.637894175374218968e-07,2.996307520320805676e-02,2.996307520320805676e-02,2.996307520320805676e-02
1.927524913190936670e+06,9.295726143877421077e-04,9.295726143877421077e-04,1.859145228775484215e-03,5.936566641461964622e+01,5.936566641461964622e+01,6.538626632789926418e+01,9.295724843106323255e-04,4.917643961448560965e-07,9.295724843106323255e-04,4.917643961448560965e-07,1.859144968621264651e-03,9.835287922897121929e-07,3.031073128881044826e-02,3.031073128881044826e-02,3.031073128881044826e-02
1.949844599758045515e+06,9.375900434696678339e-04,9.375900434696678339e-04,1.875180086939335668e-03,5.944025973608394509e+01,5.944025973608394509e+01,6.546085964936357016e+01,9.375899092085062921e-04,5.017607381124122750e-07,9.375899092085062921e-04,5.017607381124122750e-07,1.875179818417012584e-03,1.003521476224824550e-06,3.066241391075244863e-02,3.066241391075244863e-02,3.066241391075244863e-02
1.972422736114853527e+06,9.455429529511349485e-04,9.455429529511349485e-04,1.891085905902269897e-03,5.951362524439224444e+01,5.951362524439224444e+01,6.553422515767186951e+01,9.455428143909603298e-04,5.118878531987044072e-07,9.455428143909603298e-04,5.118878531987044072e-07,1.891085628781920660e-03,1.023775706397408814e-06,3.101817311777010575e-02,3.101817311777010575e-02,3.101817311777010575e-02
1.995262314968878869e+06,9.534367086138403457e-04,9.534367086138403457e-04,1.906873417227680691e-03,5.958583737685768256e+01,5.958583737685768256e+01,6.560643729013730763e+01,9.534365656359917096e-04,5.221500153165216029e-07,9.534365656359917096e-04,5.221500153165216029e-07,1.906873131271983419e-03,1.044300030633043206e-06,3.137805936723245953e-02,3.137805936723245953e-02,3.137805936723245953e-02
2.018366363681559684e+06,9.612767134367263119e-04,9.612767134367263119e-04,1.922553426873452624e-03,5.965696843641261182e+01,5.965696843641261182e+01,6.567756834969223689e+01,9.612765659186959686e-04,5.325516624771912388e-07,9.612765659186959686e-04,5.325516624771912388e-07,1.922553131837391937e-03,1.065103324954382478e-06,3.174212353940707859e-02,3.174212353940707859e-02,3.174212353940707859e-02
2.041737944669531658e+06,9.690684150811666080e-04,9.690684150811666080e-04,1.938136830162333216e-03,5.972708877617275647e+01,5.972708877617275647e+01,6.574768868945238864e+01,9.690682628964441018e-04,5.430974060809866726e-07,9.690682628964441018e-04,5.430974060809866726e-07,1.938136525792888204e-03,1.086194812161973345e-06,3.211041695053268308e-02,3.211041695053268308e-02,3.211041695053268308e-02
2.065380155810531229e+06,9.768173137439293240e-04,9.768173137439293240e-04,1.953634627487858648e-03,5.979626697444518868e+01,5.979626697444518868e+01,6.581686688772479954e+01,9.768171567618381523e-04,5.537920408307250480e-07,9.768171567618381523e-04,5.537920408307250480e-07,1.953634313523676305e-03,1.107584081661450096e-06,3.248299136475417404e-02,3.248299136475417404e-02,3.248299136475417404e-02
2.089296130854040850e+06,9.845289704113995965e-04,9.845289704113995965e-04,1.969057940822799193e-03,5.986457000124902095e+01,5.986457000124902095e+01,6.588516991452864602e+01,9.845288084969244964e-04,5.646405553186440611e-07,9.845288084969244964e-04,5.646405553186440611e-07,1.969057616993848993e-03,1.129281110637288122e-06,3.285989900496338878e-02,3.285989900496338878e-02,3.285989900496338878e-02
2.113489039836647455e+06,9.922090155515248845e-04,9.922090155515248845e-04,1.984418031103049769e-03,5.993206337733512612e+01,5.993206337733512612e+01,6.595266329061475119e+01,9.922088485651301207e-04,5.756481433412202182e-07,9.922088485651301207e-04,5.756481433412202182e-07,1.984417697130260241e-03,1.151296286682440436e-06,3.324119256257318522e-02,3.324119256257318522e-02,3.324119256257318522e-02
2.137962089502232615e+06,9.998631582833527112e-04,9.998631582833527112e-04,1.999726316566705422e-03,5.999881132661941052e+01,5.999881132661941052e+01,6.601941123989904270e+01,9.998629860807906056e-04,5.868202160017828976e-07,9.998629860807906056e-04,5.868202160017828976e-07,1.999725972161581211e-03,1.173640432003565795e-06,3.362692520624253195e-02,3.362692520624253195e-02,3.362692520624253195e-02
2.162718523727020249e+06,1.007497196067706118e-03,1.007497196067706118e-03,2.014994392135412236e-03,6.006487692288294511e+01,6.006487692288294511e+01,6.608547683616257018e+01,1.007497018499814521e-03,5.981624146664100262e-07,1.007497018499814521e-03,5.981624146664100262e-07,2.014994036999629042e-03,1.196324829332820052e-06,3.401715058955621929e-02,3.401715058955621929e-02,3.401715058955621929e-02
2.187761623949551955e+06,1.015117024966660526e-03,1.015117024966660526e-03,2.030234049933321051e-03,6.013032223153913947e+01,6.013032223153913947e+01,6.615092214481876454e+01,1.015116841879150095e-03,6.096806248448945904e-07,1.015116841879150095e-03,6.096806248448945904e-07,2.030233683758300191e-03,1.219361249689789181e-06,3.441192285765252989e-02,3.441192285765252989e-02,3.441192285765252989e-02
2.213094709605636541e+06,1.022728650524082610e-03,1.022728650524082610e-03,2.045457301048165220e-03,6.019520844722425323e+01,6.019520844722425323e+01,6.621580836050387120e+01,1.022728461757310865e-03,6.213809910755453510e-07,1.022728461757310865e-03,6.213809910755453510e-07,2.045456923514621730e-03,1.242761982151090702e-06,3.481129665277922502e-02,3.481129665277922502e-02,3.481129665277922502e-02
2.238721138568342198e+06,1.030338199324545368e-03,1.030338199324545368e-03,2.060676398649090735e-03,6.025959602793028580e+01,6.025959602793028580e+01,6.628019594120991087e+01,1.030338004713277729e-03,6.332699329003309307e-07,1.030338004713277729e-03,6.332699329003309307e-07,2.060676009426555457e-03,1.266539865800661861e-06,3.521532711874735683e-02,3.521532711874735683e-02,3.521532711874735683e-02
2.264644307593062054e+06,1.037951931293628650e-03,1.037951931293628650e-03,2.075903862587257301e-03,6.032354482636984017e+01,6.032354482636984017e+01,6.634414473964946524e+01,1.037951730666787338e-03,6.453541620254955346e-07,1.037951730666787338e-03,6.453541620254955346e-07,2.075903461333574677e-03,1.290708324050991069e-06,3.562406990423926112e-02,3.562406990423926112e-02,3.562406990423926112e-02
2.290867652767774649e+06,1.045576252808912577e-03,1.045576252808912577e-03,2.091152505617825154e-03,6.038711421923921563e+01,6.038711421923921563e+01,6.640771413251884780e+01,1.045576045989308166e-03,6.576407007723932537e-07,1.045576045989308166e-03,6.576407007723932537e-07,2.091152091978616331e-03,1.315281401544786507e-06,3.603758116491619090e-02,3.603758116491619090e-02,3.603758116491619090e-02
2.317394649968479760e+06,1.053217730698013770e-03,1.053217730698013770e-03,2.106435461396027539e-03,6.045036323502870346e+01,6.045036323502870346e+01,6.647096314830832853e+01,1.053217517502062208e-03,6.701369019339447469e-07,1.053217517502062208e-03,6.701369019339447469e-07,2.106435035004124417e-03,1.340273803867889494e-06,3.645591756425522328e-02,3.645591756425522328e-02,3.645591756425522328e-02
2.344228815319922753e+06,1.060883107207894133e-03,1.060883107207894133e-03,2.121766214415788266e-03,6.051335068101855086e+01,6.051335068101855086e+01,6.653395059429817593e+01,1.060882887445316423e-03,6.828504701641213828e-07,1.060882887445316423e-03,6.828504701641213828e-07,2.121765774890632845e-03,1.365700940328242766e-06,3.687913627303382458e-02,3.687913627303382458e-02,3.687913627303382458e-02
2.371373705661655404e+06,1.068579316038509655e-03,1.068579316038509655e-03,2.137158632077019310e-03,6.057613527009369392e+01,6.057613527009369392e+01,6.659673518337331188e+01,1.068579089512012442e-03,6.957894850412003675e-07,1.068579089512012442e-03,6.957894850412003675e-07,2.137158179024024884e-03,1.391578970082400735e-06,3.730729496736331918e-02,3.730729496736331918e-02,3.730729496736331918e-02
2.398832919019490015e+06,1.076313499543708231e-03,1.076313499543708231e-03,2.152626999087416462e-03,6.063877574801092862e+01,6.063877574801092862e+01,6.665937566129055369e+01,1.076313266048645537e-03,7.089624259604911832e-07,1.076313266048645537e-03,7.089624259604911832e-07,2.152626532097291073e-03,1.417924851920982366e-06,3.774045182515689545e-02,3.774045182515689545e-02,3.774045182515689545e-02
2.426610095082414337e+06,1.084093027213405089e-03,1.084093027213405089e-03,2.168186054426810179e-03,6.070133102175886108e+01,6.070133102175886108e+01,6.672193093503848615e+01,1.084092786537417270e-03,7.223781990290347730e-07,1.084092786537417270e-03,7.223781990290347730e-07,2.168185573074834539e-03,1.444756398058069546e-06,3.817866552090055238e-02,3.817866552090055238e-02,3.817866552090055238e-02
2.454708915685028769e+06,1.091925515563510821e-03,1.091925515563510821e-03,2.183851031127021641e-03,6.076386028966325625e+01,6.076386028966325625e+01,6.678446020294288132e+01,1.091925267486140976e-03,7.360461661535823120e-07,1.091925267486140976e-03,7.360461661535823120e-07,2.183850534972281952e-03,1.472092332307164624e-06,3.862199521857404699e-02,3.862199521857404699e-02,3.862199521857404699e-02
2.483133105295572896e+06,1.099818849574136538e-03,1.099818849574136538e-03,2.199637699148273076e-03,6.082642317390905617e+01,6.082642317390905617e+01,6.684702308718867414e+01,1.099818593866421336e-03,7.499761765343977401e-07,1.099818593866421336e-03,7.499761765343977401e-07,2.199637187732842673e-03,1.499952353068795480e-06,3.907050056254953579e-02,3.907050056254953579e-02,3.907050056254953579e-02
2.511886431509582326e+06,1.107781205832386682e-03,1.107781205832386682e-03,2.215562411664773364e-03,6.088907985617494489e+01,6.088907985617494489e+01,6.690967976945456996e+01,1.107780942256420291e-03,7.641786008012322957e-07,1.107780942256420291e-03,7.641786008012322957e-07,2.215561884512840581e-03,1.528357201602464591e-06,3.952424166626883340e-02,3.952424166626883340e-02,3.952424166626883340e-02
2.540972705549306236e+06,1.115821077553975959e-03,1.115821077553975959e-03,2.231642155107951917e-03,6.095189121710856028e+01,6.095189121710856028e+01,6.697249113038819246e+01,1.115820805862446008e-03,7.786643680548324414e-07,1.115820805862446008e-03,7.786643680548324414e-07,2.231641611724892015e-03,1.557328736109664883e-06,3.998327909847589762e-02,3.998327909847589762e-02,3.998327909847589762e-02
2.570395782768864650e+06,1.123947301678029486e-03,1.123947301678029486e-03,2.247894603356058972e-03,6.101491898040872996e+01,6.101491898040872996e+01,6.703551889368836214e+01,1.123947021613717250e-03,7.934450061076788424e-07,1.123947021613717250e-03,7.934450061076788424e-07,2.247894043227434500e-03,1.586890012215357685e-06,4.044767386674875259e-02,4.044767386674875259e-02,4.044767386674875259e-02
2.600159563165272120e+06,1.132169088252404877e-03,1.132169088252404877e-03,2.264338176504809754e-03,6.107822586232860118e+01,6.107822586232860118e+01,6.709882577560821915e+01,1.132168799547655100e-03,8.085326852521839960e-07,1.132168799547655100e-03,8.085326852521839960e-07,2.264337599095310200e-03,1.617065370504367992e-06,4.091748739804208779e-02,4.091748739804208779e-02,4.091748739804208779e-02
2.630267991895381361e+06,1.140496052352811280e-03,1.140496052352811280e-03,2.280992104705622560e-03,6.114187572746846655e+01,6.114187572746846655e+01,6.716247564074808452e+01,1.140495754728962103e-03,8.239402659235911863e-07,1.140495754728962103e-03,8.239402659235911863e-07,2.280991509457924206e-03,1.647880531847182373e-06,4.139278151591331556e-02,4.139278151591331556e-02,4.139278151591331556e-02
2.660725059798808303e+06,1.148938248808575912e-03,1.148938248808575912e-03,2.297876497617151823e-03,6.120593375179245754e+01,6.120593375179245754e+01,6.722653366507208261e+01,1.148937941975347382e-03,8.396813506692142476e-07,1.148937941975347382e-03,8.396813506692142476e-07,2.297875883950694764e-03,1.679362701338428495e-06,4.187361841406093271e-02,4.187361841406093271e-02,4.187361841406093271e-02
2.691534803926913999e+06,1.157506210041560520e-03,1.157506210041560520e-03,2.315012420083121039e-03,6.127046659387838190e+01,6.127046659387838190e+01,6.729106650715800697e+01,1.157505893696399515e-03,8.557703408861504195e-07,1.157505893696399515e-03,8.557703408861504195e-07,2.315011787392799031e-03,1.711540681772300839e-06,4.236006062575493197e-02,4.236006062575493197e-02,4.236006062575493197e-02
2.722701308077915572e+06,1.166210987363171898e-03,1.166210987363171898e-03,2.332421974726343796e-03,6.133554257549776167e+01,6.133554257549776167e+01,6.735614248877739385e+01,1.166210661190548699e-03,8.722224988471896152e-07,1.166210661190548699e-03,8.722224988471896152e-07,2.332421322381097398e-03,1.744444997694379230e-06,4.285217098868233931e-02,4.285217098868233931e-02,4.285217098868233931e-02
2.754228703338169027e+06,1.175064196118336601e-03,1.175064196118336601e-03,2.350128392236673202e-03,6.140123187272308058e+01,6.140123187272308058e+01,6.742183178600269855e+01,1.175063859788986163e-03,8.890540156004087593e-07,1.175063859788986163e-03,8.890540156004087593e-07,2.350127719577972327e-03,1.778108031200817519e-06,4.335001260466640055e-02,4.335001260466640055e-02,4.335001260466640055e-02
2.786121168629772030e+06,1.184078065115696772e-03,1.184078065115696772e-03,2.368156130231393545e-03,6.146760671887564342e+01,6.146760671887564342e+01,6.748820663215526849e+01,1.184077718285803191e-03,9.062820854033116996e-07,1.184077718285803191e-03,9.062820854033116996e-07,2.368155436571606383e-03,1.812564170806623399e-06,4.385364879364583163e-02,4.385364879364583163e-02,4.385364879364583163e-02
2.818382931264454965e+06,1.193265490841063318e-03,1.193265490841063318e-03,2.386530981682126636e-03,6.153474162075934828e+01,6.153474162075934828e+01,6.755534153403897335e+01,1.193265133151380107e-03,9.239249874386517503e-07,1.193265133151380107e-03,9.239249874386517503e-07,2.386530266302760214e-03,1.847849974877303501e-06,4.436314304121298513e-02,4.436314304121298513e-02,4.436314304121298513e-02
2.851018267503909767e+06,1.202640097017774719e-03,1.202640097017774719e-03,2.405280194035549438e-03,6.160271358977816192e+01,6.160271358977816192e+01,6.762331350305778699e+01,1.202639728092675048e-03,9.420021756584908178e-07,1.202639728092675048e-03,9.420021756584908178e-07,2.405279456185350096e-03,1.884004351316981636e-06,4.487855893891538883e-02,4.487855893891538883e-02,4.487855893891538883e-02
2.884031503126605880e+06,1.212216300154326208e-03,1.212216300154326208e-03,2.424432600308652416e-03,6.167160238970954111e+01,6.167160238970954111e+01,6.769220230298915908e+01,1.212215919600774863e-03,9.605343777173975537e-07,1.212215919600774863e-03,9.605343777173975537e-07,2.424431839201549727e-03,1.921068755434795107e-06,4.539996011641169588e-02,4.539996011641169588e-02,4.539996011641169588e-02
2.917427014001165982e+06,1.222009381808385501e-03,1.222009381808385501e-03,2.444018763616771003e-03,6.174149080310569815e+01,6.174149080310569815e+01,6.776209071638531611e+01,1.222008989214827578e-03,9.795437040877958498e-07,1.222008989214827578e-03,9.795437040877958498e-07,2.444017978429655156e-03,1.959087408175591700e-06,4.592741016444278762e-02,4.592741016444278762e-02,4.592741016444278762e-02
2.951209226666383911e+06,1.232035568399155682e-03,1.232035568399155682e-03,2.464071136798311364e-03,6.181246491852437686e+01,6.181246491852437686e+01,6.783306483180399482e+01,1.232035163334309000e-03,9.990537686034005422e-07,1.232035163334309000e-03,9.990537686034005422e-07,2.464070326668618000e-03,1.998107537206801084e-06,4.646097254742970889e-02,4.646097254742970889e-02,4.646097254742970889e-02
2.985382618917963468e+06,1.242312119519474586e-03,1.242312119519474586e-03,2.484624239038949172e-03,6.188461444105445963e+01,6.188461444105445963e+01,6.790521435433407760e+01,1.242311701531022576e-03,1.019089821854045680e-06,1.242311701531022576e-03,1.019089821854045680e-06,2.484623403062045151e-03,2.038179643708091359e-06,4.700071050433417968e-02,4.700071050433417968e-02,4.700071050433417968e-02
3.019951720402019098e+06,1.252857425838176369e-03,1.252857425838176369e-03,2.505714851676352738e-03,6.195803302890480779e+01,6.195803302890480779e+01,6.797863294218441865e+01,1.252856994451341261e-03,1.039678899061535229e-06,1.252856994451341261e-03,1.039678899061535229e-06,2.505713988902682522e-03,2.079357798123070458e-06,4.754668693621421499e-02,4.754668693621421499e-02,4.754668693621421499e-02
3.054921113215515390e+06,1.263691117845700375e-03,1.263691117845700375e-03,2.527382235691400750e-03,6.203281865917467996e+01,6.203281865917467996e+01,6.805341857245430504e+01,1.263690672561694093e-03,1.060849984306824895e-06,1.263690672561694093e-03,1.060849984306824895e-06,2.527381345123388186e-03,2.121699968613649790e-06,4.809896427867087904e-02,4.809896427867087904e-02,4.809896427867087904e-02
3.090295432513591833e+06,1.274834186886075055e-03,1.274834186886075055e-03,2.549668373772150110e-03,6.210907402632724228e+01,6.210907402632724228e+01,6.812967393960687446e+01,1.274833727180405040e-03,1.082634193260021185e-06,1.274833727180405040e-03,1.082634193260021185e-06,2.549667454360810080e-03,2.165268386520042370e-06,4.865760435710083515e-02,4.865760435710083515e-02,4.865760435710083515e-02
3.126079367123955861e+06,1.286309120141791934e-03,1.286309120141791934e-03,2.572618240283583869e-03,6.218690697735424067e+01,6.218690697735424067e+01,6.820750689063386574e+01,1.286308645462413015e-03,1.105064976894691489e-06,1.286308645462413015e-03,1.105064976894691489e-06,2.572617290924826029e-03,2.210129953789382978e-06,4.922266822234534073e-02,4.922266822234534073e-02,4.922266822234534073e-02
3.162277660168379080e+06,1.298140051501044459e-03,1.298140051501044459e-03,2.596280103002088918e-03,6.226643098816146704e+01,6.226643098816146704e+01,6.828703090144108501e+01,1.298139561266332693e-03,1.128178349055726061e-06,1.298139561266332693e-03,1.128178349055726061e-06,2.596279122532665386e-03,2.256356698111452121e-06,4.979421596393857757e-02,4.979421596393857757e-02,4.979421596393857757e-02
3.198895109691397287e+06,1.310352930547424577e-03,1.310352930547424577e-03,2.620705861094849154e-03,6.234776568633257199e+01,6.234776568633257199e+01,6.836836559961218995e+01,1.310352424143957457e-03,1.152013141207455590e-06,1.310352424143957457e-03,1.152013141207455590e-06,2.620704848287914914e-03,2.304026282414911180e-06,5.037230649770400859e-02,5.037230649770400859e-02,5.037230649770400859e-02
3.235936569296280853e+06,1.322975712280260920e-03,1.322975712280260920e-03,2.645951424560521840e-03,6.243103742616146690e+01,6.243103742616146690e+01,6.845163733944109197e+01,1.322975189060376835e-03,1.176611288229848491e-06,1.322975189060376835e-03,1.176611288229848491e-06,2.645950378120753670e-03,2.353222576459696982e-06,5.095699732390719661e-02,5.095699732390719661e-02,5.095699732390719661e-02
3.273406948788379319e+06,1.336038570611318725e-03,1.336038570611318725e-03,2.672077141222637450e-03,6.251637992269863986e+01,6.251637992269863986e+01,6.853697983597827204e+01,1.336038029890430738e-03,1.202018149772829865e-06,1.336038029890430738e-03,1.202018149772829865e-06,2.672076059780861476e-03,2.404036299545659730e-06,5.154834425153147215e-02,5.154834425153147215e-02,5.154834425153147215e-02
3.311311214825914241e+06,1.349574139205494874e-03,1.349574139205494874e-03,2.699148278410989747e-03,6.260393495255857488e+01,6.260393495255857488e+01,6.862453486583819995e+01,1.349573580259126734e-03,1.228282872443479849e-06,1.349573580259126734e-03,1.228282872443479849e-06,2.699147160518253468e-03,2.456565744886959698e-06,5.214640108347688707e-02,5.214640108347688707e-02,5.214640108347688707e-02
3.349654391578279436e+06,1.363617783857872185e-03,1.363617783857872185e-03,2.727235567715744369e-03,6.269385313041218666e+01,6.269385313041218666e+01,6.871445304369180462e+01,1.363617205918383167e-03,1.255458799014604997e-06,1.363617205918383167e-03,1.255458799014604997e-06,2.727234411836766334e-03,2.510917598029209993e-06,5.275121925656494487e-02,5.275121925656494487e-02,5.275121925656494487e-02
3.388441561392027419e+06,1.378207911350181735e-03,1.378207911350181735e-03,2.756415822700363470e-03,6.278629477147568139e+01,6.278629477147568139e+01,6.880689468475530646e+01,1.378207313603137165e-03,1.283603931939069693e-06,1.378207313603137165e-03,1.283603931939069693e-06,2.756414627206274330e-03,2.567207863878139386e-06,5.336284742913136731e-02,5.336284742913136731e-02,5.336284742913136731e-02
3.427677865464504808e+06,1.393386320634859956e-03,1.393386320634859956e-03,2.786772641269719911e-03,6.288143085194634807e+01,6.288143085194634807e+01,6.890203076522597314e+01,1.393385702215001014e-03,1.312781459773059368e-06,1.393385702215001014e-03,1.312781459773059368e-06,2.786771404430002028e-03,2.625562919546118736e-06,5.398133100765503678e-02,5.398133100765503678e-02,5.398133100765503678e-02
3.467368504525316879e+06,1.409198603291216207e-03,1.409198603291216207e-03,2.818397206582432413e-03,6.297944408128233817e+01,6.297944408128233817e+01,6.900004399456196325e+01,1.409197963277975018e-03,1.343060356705577682e-06,1.409197963277975018e-03,1.343060356705577682e-06,2.818395926555950035e-03,2.686120713411155364e-06,5.460671160226468479e-02,5.460671160226468479e-02,5.460671160226468479e-02
3.507518739525679499e+06,1.425694601531067498e-03,1.425694601531067498e-03,2.851389203062134996e-03,6.308053010254010218e+01,6.308053010254010218e+01,6.910113001581973435e+01,1.425693938943562236e-03,1.374516067325317908e-06,1.425693938943562236e-03,1.374516067325317908e-06,2.851387877887124472e-03,2.749032134650635817e-06,5.523902639900277189e-02,5.523902639900277189e-02,5.523902639900277189e-02
3.548133892335752957e+06,1.442928933659040928e-03,1.442928933659040928e-03,2.885857867318081856e-03,6.318489883975267674e+01,6.318489883975267674e+01,6.920549875303230181e+01,1.442928247450478733e-03,1.407231291112686676e-06,1.442928247450478733e-03,1.407231291112686676e-06,2.885856494900957466e-03,2.814462582225373352e-06,5.587830743433292585e-02,5.587830743433292585e-02,5.587830743433292585e-02
3.589219346450049896e+06,1.460961598889849809e-03,1.460961598889849809e-03,2.921923197779699617e-03,6.329277601465559400e+01,6.329277601465559400e+01,6.931337592793522617e+01,1.460960887941247736e-03,1.441296884029216702e-06,1.460960887941247736e-03,1.441296884029216702e-06,2.921921775882495471e-03,2.882593768058433404e-06,5.652458075444214552e-02,5.652458075444214552e-02,5.652458075444214552e-02
3.630780547701017465e+06,1.479858675886663822e-03,1.479858675886663822e-03,2.959717351773327645e-03,6.340440485907271295e+01,6.340440485907271295e+01,6.942500477235233802e+01,1.479857938999785700e-03,1.476812898123430890e-06,1.479857938999785700e-03,1.476812898123430890e-06,2.959715877999571400e-03,2.953625796246861779e-06,5.717786543826471057e-02,5.717786543826471057e-02,5.717786543826471057e-02
3.672823004980850033e+06,1.499693132434573150e-03,1.499693132434573150e-03,2.999386264869146300e-03,6.352004805412201449e+01,6.352004805412201449e+01,6.954064796740163956e+01,1.499692368323965030e-03,1.513889784455098332e-06,1.499692368323965030e-03,1.513889784455098332e-06,2.999384736647930060e-03,3.027779568910196663e-06,5.783817245867046986e-02,5.783817245867046986e-02,5.783817245867046986e-02
3.715352290971728042e+06,1.520545767461547538e-03,1.520545767461547538e-03,3.041091534923095075e-03,6.363998993329735754e+01,6.363998993329735754e+01,6.966058984657698261e+01,1.520544974745520819e-03,1.552649790083405378e-06,1.520544974745520819e-03,1.552649790083405378e-06,3.041089949491041639e-03,3.105299580166810756e-06,5.850550335067061791e-02,5.850550335067061791e-02,5.850550335067061791e-02
3.758374042884442955e+06,1.542506311375718524e-03,1.542506311375718524e-03,3.085012622751437047e-03,6.376453899368470957e+01,6.376453899368470957e+01,6.978513890696433464e+01,1.542505488566117255e-03,1.593228586661708901e-06,1.542505488566117255e-03,1.593228586661708901e-06,3.085010977132234510e-03,3.186457173323417801e-06,5.917984864849210047e-02,5.917984864849210047e-02,5.917984864849210047e-02
3.801893963205612730e+06,1.565674716679022957e-03,1.565674716679022957e-03,3.131349433358045914e-03,6.389403076841958296e+01,6.389403076841958296e+01,6.991463068169920803e+01,1.565673862169566707e-03,1.635777176717377905e-06,1.565673862169566707e-03,1.635777176717377905e-06,3.131347724339133415e-03,3.271554353434755811e-06,5.986118604455673009e-02,5.986118604455673009e-02,5.986118604455673009e-02
3.845917820453535300e+06,1.590162678409462503e-03,1.590162678409462503e-03,3.180325356818925007e-03,6.402883112441608660e+01,6.402883112441608660e+01,7.004943103769571167e+01,1.590161790462420004e-03,1.680464134477514998e-06,1.590161790462420004e-03,1.680464134477514998e-06,3.180323580924840007e-03,3.360928268955029996e-06,6.054947821222290971e-02,6.054947821222290971e-02,6.054947821222290971e-02
3.890451449942804873e+06,1.616095433647682985e-03,1.616095433647682985e-03,3.232190867295365970e-03,6.416934006296452253e+01,6.416934006296452253e+01,7.018993997624414760e+01,1.616094510378579888e-03,1.727478251807175775e-06,1.616094510378579888e-03,1.727478251807175775e-06,3.232189020757159775e-03,3.454956503614351550e-06,6.124467021989268845e-02,6.124467021989268845e-02,6.124467021989268845e-02
3.935500754557772540e+06,1.643613901758417218e-03,1.643613901758417218e-03,3.287227803516834437e-03,6.431599611774261405e+01,6.431599611774261405e+01,7.033659603102223912e+01,1.643612941118421066e-03,1.777031677363730896e-06,1.643612941118421066e-03,1.777031677363730896e-06,3.287225882236842131e-03,3.554063354727461793e-06,6.194668644577822764e-02,6.194668644577822764e-02,6.194668644577822764e-02
3.981071705534977373e+06,1.672877243120477224e-03,1.672877243120477224e-03,3.345754486240954447e-03,6.446928146609303667e+01,6.446928146609303667e+01,7.048988137937266174e+01,1.672876242876014229e-03,1.829363659667067459e-06,1.672876242876014229e-03,1.829363659667067459e-06,3.345752485752028459e-03,3.658727319334134919e-06,6.265542687894037899e-02,6.265542687894037899e-02,6.265542687894037899e-02
4.027170343254594598e+06,1.704065935059895882e-03,1.704065935059895882e-03,3.408131870119791764e-03,6.462972789639157156e+01,6.462972789639157156e+01,7.065032780967119663e+01,1.704064892768967837e-03,1.884745034115112013e-06,1.704064892768967837e-03,1.884745034115112013e-06,3.408129785537935674e-03,3.769490068230224027e-06,6.337076266134337998e-02,6.337076266134337998e-02,6.337076266134337998e-02
4.073802778041130397e+06,1.737385491240491572e-03,1.737385491240491572e-03,3.474770982480983143e-03,6.479792380871141688e+01,6.479792380871141688e+01,7.081852372199104195e+01,1.737384404225022182e-03,1.943483632343086913e-06,1.737384404225022182e-03,1.943483632343086913e-06,3.474768808450044363e-03,3.886967264686173826e-06,6.409253068511545914e-02,6.409253068511545914e-02,6.409253068511545914e-02
4.120975190973304212e+06,1.773070987261642518e-03,1.773070987261642518e-03,3.546141974523285036e-03,6.497452247015553439e+01,6.497452247015553439e+01,7.099512238343515946e+01,1.773069852575027234e-03,2.005930842936462262e-06,1.773069852575027234e-03,2.005930842936462262e-06,3.546139705150054468e-03,4.011861685872924525e-06,6.482052700545087864e-02,6.482052700545087864e-02,6.482052700545087864e-02
4.168693834703355096e+06,1.811392604022077574e-03,1.811392604022077574e-03,3.622785208044155148e-03,6.516025180342292344e+01,6.516025180342292344e+01,7.118085171670254852e+01,1.811391418410901715e-03,2.072489619860750427e-06,1.811391418410901715e-03,2.072489619860750427e-06,3.622782836821803430e-03,4.144979239721500853e-06,6.555449875770240353e-02,6.555449875770240353e-02,6.555449875770240353e-02
4.216965034285822883e+06,1.852662466326444619e-03,1.852662466326444619e-03,3.705324932652889237e-03,6.535592606188272669e+01,6.535592606188272669e+01,7.137652597516235176e+01,1.852661226185061370e-03,2.143624325450454391e-06,1.852661226185061370e-03,2.143624325450454391e-06,3.705322452370122741e-03,4.287248650900908781e-06,6.629413417011961740e-02,6.629413417011961740e-02,6.629413417011961740e-02
4.265795188015925698e+06,1.897243144172403246e-03,1.897243144172403246e-03,3.794486288344806491e-03,6.556245984292529272e+01,6.556245984292529272e+01,7.158305975620491779e+01,1.897241845488712927e-03,2.219872917573604391e-06,1.897241845488712927e-03,2.219872917573604391e-06,3.794483690977425855e-03,4.439745835147208781e-06,6.703905013117490708e-02,6.703905013117490708e-02,6.703905013117490708e-02
4.315190768277649768e+06,1.945558308315172014e-03,1.945558308315172014e-03,3.891116616630344027e-03,6.578088502250800218e+01,6.578088502250800218e+01,7.180148493578762725e+01,1.945556946605468684e-03,2.301862158987171676e-06,1.945556946605468684e-03,2.301862158987171676e-06,3.891113893210937369e-03,4.603724317974343352e-06,6.778877658752641144e-02,6.778877658752641144e-02,6.778877658752641144e-02
