frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_NM_phase_deg
1.862087136662865669e+04,4.899614878629265369e-01,4.899614878629265369e-01,4.899614878629265369e-01,1.138032388958381773e+02,1.138032388958381773e+02,1.138032388958381773e+02,-1.529569590133448287e+02
1.883649089489801918e+04,4.816061205792493971e-01,4.816061205792493971e-01,4.816061205792493971e-01,1.136538399519099585e+02,1.136538399519099585e+02,1.136538399519099585e+02,-1.535583628865036872e+02
1.905460717963248317e+04,4.735341535112122524e-01,4.735341535112122524e-01,4.735341535112122524e-01,1.135070261566081484e+02,1.135070261566081484e+02,1.135070261566081484e+02,-1.541631941674370410e+02
1.927524913190936786e+04,4.657364628305565857e-01,4.657364628305565857e-01,4.657364628305565857e-01,1.133628048095972360e+02,1.133628048095972360e+02,1.133628048095972360e+02,-1.547722743097720013e+02
1.949844599758045661e+04,4.582042942583318124e-01,4.582042942583318124e-01,4.582042942583318124e-01,1.132211831009941534e+02,1.132211831009941534e+02,1.132211831009941534e+02,-1.553864339382818684e+02
1.972422736114853251e+04,4.509292464702742698e-01,4.509292464702742698e-01,4.509292464702742698e-01,1.130821680757807854e+02,1.130821680757807854e+02,1.130821680757807854e+02,-1.560065151053881038e+02
1.995262314968882856e+04,4.439032542942098480e-01,4.439032542942098480e-01,4.439032542942098480e-01,1.129457665777696462e+02,1.129457665777696462e+02,1.129457665777696462e+02,-1.566333736126501606e+02
2.018366363681559596e+04,4.371185716884296024e-01,4.371185716884296024e-01,4.371185716884296024e-01,1.128119851716810729e+02,1.128119851716810729e+02,1.128119851716810729e+02,-1.572678814053232088e+02
2.041737944669531498e+04,4.305677544689561764e-01,4.305677544689561764e-01,4.305677544689561764e-01,1.126808300415388686e+02,1.126808300415388686e+02,1.126808300415388686e+02,-1.579109290480663219e+02
2.065380155810527140e+04,4.242436427333066140e-01,4.242436427333066140e-01,4.242436427333066140e-01,1.125523068632105890e+02,1.125523068632105890e+02,1.125523068632105890e+02,-1.585634282897524656e+02
2.089296130854040894e+04,4.181393429080551560e-01,4.181393429080551560e-01,4.181393429080551560e-01,1.124264206484974835e+02,1.124264206484974835e+02,1.124264206484974835e+02,-1.592263147250615134e+02
2.113489039836647498e+04,4.122482093272653025e-01,4.122482093272653025e-01,4.122482093272653025e-01,1.123031755577209765e+02,1.123031755577209765e+02,1.123031755577209765e+02,-1.599005505600567005e+02
2.137962089502232266e+04,4.065638252278188092e-01,4.065638252278188092e-01,4.065638252278188092e-01,1.121825746772426982e+02,1.121825746772426982e+02,1.121825746772426982e+02,-1.605871274882403270e+02
2.162718523727020147e+04,4.010799830259864085e-01,4.010799830259864085e-01,4.010799830259864085e-01,1.120646197577937357e+02,1.120646197577937357e+02,1.120646197577937357e+02,-1.612870696825598316e+02
2.187761623949551722e+04,3.957906637165387043e-01,3.957906637165387043e-01,3.957906637165387043e-01,1.119493109088673179e+02,1.119493109088673179e+02,1.119493109088673179e+02,-1.620014369074446563e+02
2.213094709605641037e+04,3.906900152113164104e-01,3.906900152113164104e-01,3.906900152113164104e-01,1.118366462437411855e+02,1.118366462437411855e+02,1.118366462437411855e+02,-1.627313277530826667e+02
2.238721138568337847e+04,3.857723294080828702e-01,3.857723294080828702e-01,3.857723294080828702e-01,1.117266214689383901e+02,1.117266214689383901e+02,1.117266214689383901e+02,-1.634778829916887730e+02
2.264644307593061967e+04,3.810320177525646224e-01,3.810320177525646224e-01,3.810320177525646224e-01,1.116192294110991554e+02,1.116192294110991554e+02,1.116192294110991554e+02,-1.642422890523381511e+02
2.290867652767770051e+04,3.764635850268742145e-01,3.764635850268742145e-01,3.764635850268742145e-01,1.115144594733246066e+02,1.115144594733246066e+02,1.115144594733246066e+02,-1.650257816068511261e+02
2.317394649968479644e+04,3.720616010658909234e-01,3.720616010658909234e-01,3.720616010658909234e-01,1.114122970120556033e+02,1.114122970120556033e+02,1.114122970120556033e+02,-1.658296492540546581e+02
2.344228815319922796e+04,3.678206700702092991e-01,3.678206700702092991e-01,3.678206700702092991e-01,1.113127226244791643e+02,1.113127226244791643e+02,1.113127226244791643e+02,-1.666552372832146602e+02
2.371373705661655185e+04,3.637353971501419148e-01,3.637353971501419148e-01,3.637353971501419148e-01,1.112157113353065654e+02,1.112157113353065654e+02,1.112157113353065654e+02,-1.675039514893099977e+02
2.398832919019489782e+04,3.598003517011834629e-01,3.598003517011834629e-01,3.598003517011834629e-01,1.111212316705635601e+02,1.111212316705635601e+02,1.111212316705635601e+02,-1.683772620026993536e+02
2.426610095082414409e+04,3.560100271783854242e-01,3.560100271783854242e-01,3.560100271783854242e-01,1.110292446047897670e+02,1.110292446047897670e+02,1.110292446047897670e+02,-1.692767070832761078e+02
2.454708915685033571e+04,3.523587968073715326e-01,3.523587968073715326e-01,3.523587968073715326e-01,1.109397023667983007e+02,1.109397023667983007e+02,1.109397023667983007e+02,-1.702038968139264341e+02
2.483133105295567657e+04,3.488408647459675938e-01,3.488408647459675938e-01,3.488408647459675938e-01,1.108525470879478121e+02,1.108525470879478121e+02,1.108525470879478121e+02,-1.711605166094926744e+02
2.511886431509582326e+04,3.454502121964094230e-01,3.454502121964094230e-01,3.454502121964094230e-01,1.107677092757985235e+02,1.107677092757985235e+02,1.107677092757985235e+02,-1.721483304349355308e+02
2.540972705549306556e+04,3.421805379690869287e-01,3.421805379690869287e-01,3.421805379690869287e-01,1.106851060951597958e+02,1.106851060951597958e+02,1.106851060951597958e+02,-1.731691835993221105e+02
2.570395782768864592e+04,3.390251930214685516e-01,3.390251930214685516e-01,3.390251930214685516e-01,1.106046394380247762e+02,1.106046394380247762e+02,1.106046394380247762e+02,-1.742250049600349939e+02
2.600159563165272266e+04,3.359771085493308274e-01,3.359771085493308274e-01,3.359771085493308274e-01,1.105261937639050984e+02,1.105261937639050984e+02,1.105261937639050984e+02,-1.753178083334762221e+02
2.630267991895381419e+04,3.330287173029395920e-01,3.330287173029395920e-01,3.330287173029395920e-01,1.104496336928568354e+02,1.104496336928568354e+02,1.104496336928568354e+02,-1.764496928639776456e+02
2.660725059798813891e+04,3.301718679528452549e-01,3.301718679528452549e-01,3.301718679528452549e-01,1.103748013353298916e+02,1.103748013353298916e+02,1.103748013353298916e+02,-1.776228420511152706e+02
2.691534803926913810e+04,3.273977325561208684e-01,3.273977325561208684e-01,3.273977325561208684e-01,1.103015133462481572e+02,1.103015133462481572e+02,1.103015133462481572e+02,-1.788395210769429866e+02
2.722701308077915382e+04,3.246967074953969745e-01,3.246967074953969745e-01,3.246967074953969745e-01,1.102295576959058820e+02,1.102295576959058820e+02,1.102295576959058820e+02,1.798979279909844706e+02
2.754228703338163177e+04,3.220583087047823589e-01,3.220583087047823589e-01,3.220583087047823589e-01,1.101586901579051556e+02,1.101586901579051556e+02,1.101586901579051556e+02,1.785870936167443119e+02
2.786121168629772365e+04,3.194710625863793063e-01,3.194710625863793063e-01,3.194710625863793063e-01,1.100886305251178499e+02,1.100886305251178499e+02,1.100886305251178499e+02,1.772255054054291179e+02
2.818382931264454965e+04,3.169223947882430226e-01,3.169223947882430226e-01,3.169223947882430226e-01,1.100190585792819320e+02,1.100190585792819320e+02,1.100190585792819320e+02,1.758106485543584654e+02
2.851018267503909738e+04,3.143985199877675774e-01,3.143985199877675774e-01,3.143985199877675774e-01,1.099496098591375670e+02,1.099496098591375670e+02,1.099496098591375670e+02,1.743399828695382325e+02
2.884031503126605821e+04,3.118843370275445892e-01,3.118843370275445892e-01,3.118843370275445892e-01,1.098798712967900002e+02,1.098798712967900002e+02,1.098798712967900002e+02,1.728109671339060185e+02
2.917427014001166026e+04,3.093633351958717248e-01,3.093633351958717248e-01,3.093633351958717248e-01,1.098093768229704210e+02,1.098093768229704210e+02,1.098093768229704210e+02,1.712210896561400375e+02
2.951209226666390168e+04,3.068175191232766497e-01,3.068175191232766497e-01,3.068175191232766497e-01,1.097376030795508086e+02,1.097376030795508086e+02,1.097376030795508086e+02,1.695679058367457230e+02
2.985382618917957006e+04,3.042273616386004798e-01,3.042273616386004798e-01,3.042273616386004798e-01,1.096639654221026490e+02,1.096639654221026490e+02,1.096639654221026490e+02,1.678490835444852110e+02
3.019951720402019055e+04,3.015717959041220309e-01,3.015717959041220309e-01,3.015717959041220309e-01,1.095878144458135353e+02,1.095878144458135353e+02,1.095878144458135353e+02,1.660624569799294932e+02
3.054921113215509104e+04,2.988282600739646799e-01,2.988282600739646799e-01,2.988282600739646799e-01,1.095084333229627447e+02,1.095084333229627447e+02,1.095084333229627447e+02,1.642060894898457946e+02
3.090295432513592095e+04,2.959728093551347028e-01,2.959728093551347028e-01,2.959728093551347028e-01,1.094250362962169447e+02,1.094250362962169447e+02,1.094250362962169447e+02,1.622783454604716269e+02
3.126079367123955672e+04,2.929803113613747567e-01,2.929803113613747567e-01,2.929803113613747567e-01,1.093367687241871522e+02,1.093367687241871522e+02,1.093367687241871522e+02,1.602779709353492592e+02
3.162277660168379225e+04,2.898247406028808260e-01,2.898247406028808260e-01,2.898247406028808260e-01,1.092427091167466813e+02,1.092427091167466813e+02,1.092427091167466813e+02,1.582041819560970737e+02
3.198895109691397374e+04,2.864795863357438299e-01,2.864795863357438299e-01,2.864795863357438299e-01,1.091418736180332729e+02,1.091418736180332729e+02,1.091418736180332729e+02,1.560567588072476326e+02
3.235936569296280868e+04,2.829183842570325291e-01,2.829183842570325291e-01,2.829183842570325291e-01,1.090332233833546240e+02,1.090332233833546240e+02,1.090332233833546240e+02,1.538361433749606419e+02
3.273406948788386217e+04,2.791153761846605352e-01,2.791153761846605352e-01,2.791153761846605352e-01,1.089156752398558297e+02,1.089156752398558297e+02,1.089156752398558297e+02,1.515435357504201477e+02
3.311311214825907518e+04,2.750462926043715228e-01,2.750462926043715228e-01,2.750462926043715228e-01,1.087881159079251034e+02,1.087881159079251034e+02,1.087881159079251034e+02,1.491809851067031900e+02
3.349654391578279319e+04,2.706892408554502638e-01,2.706892408554502638e-01,2.706892408554502638e-01,1.086494198823130546e+02,1.086494198823130546e+02,1.086494198823130546e+02,1.467514688801141460e+02
3.388441561392027506e+04,2.660256673535434935e-01,2.660256673535434935e-01,2.660256673535434935e-01,1.084984708267736835e+02,1.084984708267736835e+02,1.084984708267736835e+02,1.442589535599904593e+02
3.427677865464504430e+04,2.610413468772856405e-01,2.610413468772856405e-01,2.610413468772856405e-01,1.083341860317060821e+02,1.083341860317060821e+02,1.083341860317060821e+02,1.417084301260486541e+02
3.467368504525316530e+04,2.557273375442570829e-01,2.557273375442570829e-01,2.557273375442570829e-01,1.081555431416767021e+02,1.081555431416767021e+02,1.081555431416767021e+02,1.391059175581050056e+02
3.507518739525679121e+04,2.500808291986722498e-01,2.500808291986722498e-01,2.500808291986722498e-01,1.079616080135510714e+02,1.079616080135510714e+02,1.079616080135510714e+02,1.364584290250627134e+02
3.548133892335760174e+04,2.441058082497951642e-01,2.441058082497951642e-01,2.441058082497951642e-01,1.077515622627252014e+02,1.077515622627252014e+02,1.077515622627252014e+02,1.337738973951837238e+02
3.589219346450049488e+04,2.378134658820244274e-01,2.378134658820244274e-01,2.378134658820244274e-01,1.075247288469219029e+02,1.075247288469219029e+02,1.075247288469219029e+02,1.310610595239053850e+02
3.630780547701017349e+04,2.312222903036301180e-01,2.312222903036301180e-01,2.312222903036301180e-01,1.072805939729316549e+02,1.072805939729316549e+02,1.072805939729316549e+02,1.283293021419730167e+02
3.672823004980842234e+04,2.243578069747801385e-01,2.243578069747801385e-01,2.243578069747801385e-01,1.070188237253940429e+02,1.070188237253940429e+02,1.070188237253940429e+02,1.255884757161995395e+02
3.715352290971727780e+04,2.172519612984415427e-01,2.172519612984415427e-01,2.172519612984415427e-01,1.067392741168900869e+02,1.067392741168900869e+02,1.067392741168900869e+02,1.228486859257223358e+02
3.758374042884443043e+04,2.099421720805971225e-01,2.099421720805971225e-01,2.099421720805971225e-01,1.064419937227913948e+02,1.064419937227913948e+02,1.064419937227913948e+02,1.201200749181798813e+02
3.801893963205612818e+04,2.024701161481481937e-01,2.024701161481481937e-01,2.024701161481481937e-01,1.061272186399330764e+02,1.061272186399330764e+02,1.061272186399330764e+02,1.174126059041657442e+02
3.845917820453535387e+04,1.948803298705239495e-01,1.948803298705239495e-01,1.948803298705239495e-01,1.057953601215214547e+02,1.057953601215214547e+02,1.057953601215214547e+02,1.147358647173634694e+02
3.890451449942804902e+04,1.872187281490698685e-01,1.872187281490698685e-01,1.872187281490698685e-01,1.054469858116497250e+02,1.054469858116497250e+02,1.054469858116497250e+02,1.120988907464480775e+02
3.935500754557780601e+04,1.795311439237227413e-01,1.795311439237227413e-01,1.795311439237227413e-01,1.050827959620170304e+02,1.050827959620170304e+02,1.050827959620170304e+02,1.095100473979221078e+02
3.981071705534969078e+04,1.718619819443397423e-01,1.718619819443397423e-01,1.718619819443397423e-01,1.047035963170014981e+02,1.047035963170014981e+02,1.047035963170014981e+02,1.069769394166570464e+02
4.027170343254594627e+04,1.642530620654767959e-01,1.642530620654767959e-01,1.642530620654767959e-01,1.043102694916676114e+02,1.043102694916676114e+02,1.043102694916676114e+02,1.045063815003799732e+02
4.073802778041121928e+04,1.567427035652912415e-01,1.567427035652912415e-01,1.567427035652912415e-01,1.039037466678751969e+02,1.039037466678751969e+02,1.039037466678751969e+02,1.021044202149350184e+02
4.120975190973304416e+04,1.493650772720858111e-01,1.493650772720858111e-01,1.493650772720858111e-01,1.034849813577615691e+02,1.034849813577615691e+02,1.034849813577615691e+02,9.977640968256778820e+01
4.168693834703355242e+04,1.421498305028296993e-01,1.421498305028296993e-01,1.421498305028296993e-01,1.030549269236203713e+02,1.030549269236203713e+02,1.030549269236203713e+02,9.752714117777125580e+01
4.216965034285822185e+04,1.351219739754868643e-01,1.351219739754868643e-01,1.351219739754868643e-01,1.026145196229700218e+02,1.026145196229700218e+02,1.026145196229700218e+02,9.536102777133451980e+01
4.265795188015925669e+04,1.283020119805259041e-01,1.283020119805259041e-01,1.283020119805259041e-01,1.021646693371928620e+02,1.021646693371928620e+02,1.021646693371928620e+02,9.328234747387155323e+01
4.315190768277650204e+04,1.217062985496194516e-01,1.217062985496194516e-01,1.217062985496194516e-01,1.017062610887690255e+02,1.017062610887690255e+02,1.017062610887690255e+02,9.129555160512278178e+01
4.365158322401665646e+04,1.153476144167122214e-01,1.153476144167122214e-01,1.153476144167122214e-01,1.012401723401467422e+02,1.012401723401467422e+02,1.012401723401467422e+02,8.940564836686517936e+01
4.415704473533120472e+04,1.092359840882859007e-01,1.092359840882859007e-01,1.092359840882859007e-01,1.007673145103578634e+02,1.007673145103578634e+02,1.007673145103578634e+02,8.761867228427075815e+01
4.466835921509634500e+04,1.033797921716988338e-01,1.033797921716988338e-01,1.033797921716988338e-01,1.002887130950789754e+02,1.002887130950789754e+02,1.002887130950789754e+02,8.594224204566833691e+01
4.518559443749226193e+04,9.778731615731588167e-02,9.778731615731588167e-02,9.778731615731588167e-02,9.980565053539976361e+01,9.980565053539976361e+01,9.980565053539976361e+01,8.438617746240257134e+01
4.570881896148751548e+04,9.246886663987186061e-02,9.246886663987186061e-02,9.246886663987186061e-02,9.931991069316914889e+01,9.931991069316914889e+01,9.931991069316914889e+01,8.296305706611244091e+01
4.623810213992603531e+04,8.743978877333322131e-02,8.743978877333322131e-02,8.743978877333322131e-02,9.883418199651669056e+01,9.883418199651669056e+01,9.883418199651669056e+01,8.168837960843329427e+01
4.677351412871981302e+04,8.272452524486881287e-02,8.272452524486881287e-02,8.272452524486881287e-02,9.835268566855673100e+01,9.835268566855673100e+01,9.835268566855673100e+01,8.057951105536449177e+01
4.731512589614812168e+04,7.836145650333564694e-02,7.836145650333564694e-02,7.836145650333564694e-02,9.788204999246799787e+01,9.788204999246799787e+01,9.788204999246799787e+01,7.965166998072355398e+01
