frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_NM_phase_deg
7.673614893618185306e+04,9.958327710505386621e-03,9.958327710505386621e-03,9.958327710505386621e-03,7.996372828036810176e+01,7.996372828036810176e+01,7.996372828036810176e+01,3.748568682040892242e+01
7.762471166286927473e+04,9.481424443174055194e-03,9.481424443174055194e-03,9.481424443174055194e-03,7.953747177068143515e+01,7.953747177068143515e+01,7.953747177068143515e+01,3.690078452455686175e+01
7.852356346100709925e+04,9.028326692828957112e-03,9.028326692828957112e-03,9.028326692828957112e-03,7.911214531543807027e+01,7.911214531543807027e+01,7.911214531543807027e+01,3.632408345161766761e+01
7.943282347242820833e+04,8.597761949358972283e-03,8.597761949358972283e-03,8.597761949358972283e-03,7.868770832827149775e+01,7.868770832827149775e+01,7.868770832827149775e+01,3.575525680048625787e+01
8.035261221856177144e+04,8.188533090695813282e-03,8.188533090695813282e-03,8.188533090695813282e-03,7.826412216786802389e+01,7.826412216786802389e+01,7.826412216786802389e+01,3.519399833112697706e+01
8.128305161640995357e+04,7.799513252564858889e-03,7.799513252564858889e-03,7.799513252564858889e-03,7.784135000683208716e+01,7.784135000683208716e+01,7.784135000683208716e+01,3.464002055279448911e+01
8.222426499470711860e+04,7.429641111023069927e-03,7.429641111023069927e-03,7.429641111023069927e-03,7.741935671325529711e+01,7.741935671325529711e+01,7.741935671325529711e+01,3.409305311867682065e+01
8.317637711026708712e+04,7.077916537842576100e-03,7.077916537842576100e-03,7.077916537842576100e-03,7.699810874340170130e+01,7.699810874340170130e+01,7.699810874340170130e+01,3.355284139709758051e+01
8.413951416451964178e+04,6.743396593451015351e-03,6.743396593451015351e-03,6.743396593451015351e-03,7.657757404414050484e+01,7.657757404414050484e+01,7.657757404414050484e+01,3.301914519458565422e+01
8.511380382023759012e+04,6.425191826152623978e-03,6.425191826152623978e-03,6.425191826152623978e-03,7.615772196394507887e+01,7.615772196394507887e+01,7.615772196394507887e+01,3.249173761027821428e+01
8.609937521846016170e+04,6.122462849826906285e-03,6.122462849826906285e-03,6.122462849826906285e-03,7.573852317143808932e+01,7.573852317143808932e+01,7.573852317143808932e+01,3.197040400448040032e+01
8.709635899560796679e+04,5.834417175322470679e-03,5.834417175322470679e-03,5.834417175322470679e-03,7.531994958060656131e+01,7.531994958060656131e+01,7.531994958060656131e+01,3.145494106694178882e+01
8.810488730080146343e+04,5.560306273386594715e-03,5.560306273386594715e-03,5.560306273386594715e-03,7.490197428192306006e+01,7.490197428192306006e+01,7.490197428192306006e+01,3.094515597263240991e+01
8.912509381337459490e+04,5.299422849276450194e-03,5.299422849276450194e-03,5.299422849276450194e-03,7.448457147872116479e+01,7.448457147872116479e+01,7.448457147872116479e+01,3.044086561464656171e+01
9.015711376059570466e+04,5.051098311206747397e-03,5.051098311206747397e-03,5.051098311206747397e-03,7.406771642825171398e+01,7.406771642825171398e+01,7.406771642825171398e+01,2.994189590536401369e+01
9.120108393559097021e+04,4.814700416567578058e-03,4.814700416567578058e-03,4.814700416567578058e-03,7.365138538692944792e+01,7.365138538692944792e+01,7.365138538692944792e+01,2.944808113826448803e+01
9.225714271547627868e+04,4.589631081408068920e-03,4.589631081408068920e-03,4.589631081408068920e-03,7.323555555933842243e+01,7.323555555933842243e+01,7.323555555933842243e+01,2.895926340383273612e+01
9.332543007969924656e+04,4.375324340068719592e-03,4.375324340068719592e-03,4.375324340068719592e-03,7.282020505062300231e+01,7.282020505062300231e+01,7.282020505062300231e+01,2.847529205387182571e+01
9.440608762859225681e+04,4.171244443075010876e-03,4.171244443075010876e-03,4.171244443075010876e-03,7.240531282193680340e+01,7.240531282193680340e+01,7.240531282193680340e+01,2.799602320928084254e+01
9.549925860214368731e+04,3.976884082498841066e-03,3.976884082498841066e-03,3.976884082498841066e-03,7.199085864866208340e+01,7.199085864866208340e+01,7.199085864866208340e+01,2.752131930697646212e+01
9.660508789898120449e+04,3.791762734973777756e-03,3.791762734973777756e-03,3.791762734973777756e-03,7.157682308115040826e+01,7.157682308115040826e+01,7.157682308115040826e+01,2.705104868217335934e+01
9.772372209558112081e+04,3.615425113420555302e-03,3.615425113420555302e-03,3.615425113420555302e-03,7.116318740775864171e+01,7.116318740775864171e+01,7.116318740775864171e+01,2.658508518268359921e+01
9.885530946569390653e+04,3.447439719327083634e-03,3.447439719327083634e-03,3.447439719327083634e-03,7.074993361998895125e+01,7.074993361998895125e+01,7.074993361998895125e+01,2.612330781229269050e+01
1.000000000000000000e+05,3.287397488127491614e-03,3.287397488127491614e-03,3.287397488127491614e-03,7.033704437955508126e+01,7.033704437955508126e+01,7.033704437955508126e+01,2.566560040059427195e+01
1.011579454259898339e+05,3.134910520862000533e-03,3.134910520862000533e-03,3.134910520862000533e-03,6.992450298722329194e+01,6.992450298722329194e+01,6.992450298722329194e+01,2.521185129696168659e+01
1.023292992280753679e+05,2.989610895869355012e-03,2.989610895869355012e-03,2.989610895869355012e-03,6.951229335328943648e+01,6.951229335328943648e+01,6.951229335328943648e+01,2.476195308657972660e+01
1.035142166679345100e+05,2.851149554781394740e-03,2.851149554781394740e-03,2.851149554781394740e-03,6.910039996956906805e+01,6.910039996956906805e+01,6.910039996956906805e+01,2.431580232667912256e+01
1.047128548050898535e+05,2.719195257557418307e-03,2.719195257557418307e-03,2.719195257557418307e-03,6.868880788279132332e+01,6.868880788279132332e+01,6.868880788279132332e+01,2.387329930130713151e+01
1.059253725177289743e+05,2.593433601719539235e-03,2.593433601719539235e-03,2.593433601719539235e-03,6.827750266929537304e+01,6.827750266929537304e+01,6.827750266929537304e+01,2.343434779313128047e+01
1.071519305237607041e+05,2.473566101337325209e-03,2.473566101337325209e-03,2.473566101337325209e-03,6.786647041094329325e+01,6.786647041094329325e+01,6.786647041094329325e+01,2.299885487092500824e+01
1.083926914021203847e+05,2.359309321658293723e-03,2.359309321658293723e-03,2.359309321658293723e-03,6.745569767216476009e+01,6.745569767216476009e+01,6.745569767216476009e+01,2.256673069150609123e+01
1.096478196143185050e+05,2.250394065602251241e-03,2.250394065602251241e-03,2.250394065602251241e-03,6.704517147806296862e+01,6.704517147806296862e+01,6.704517147806296862e+01,2.213788831502001031e+01
1.109174815262400953e+05,2.146564608627062921e-03,2.146564608627062921e-03,2.146564608627062921e-03,6.663487929351336447e+01,6.663487929351336447e+01,6.663487929351336447e+01,2.171224353255709971e+01
1.122018454301965248e+05,2.047577978740029638e-03,2.047577978740029638e-03,2.047577978740029638e-03,6.622480900319496300e+01,6.622480900319496300e+01,6.622480900319496300e+01,2.128971470518493092e+01
1.135010815672314347e+05,1.953203278671764194e-03,1.953203278671764194e-03,1.953203278671764194e-03,6.581494889249832170e+01,6.581494889249832170e+01,6.581494889249832170e+01,2.087022261355784636e+01
1.148153621496884007e+05,1.863221047451550476e-03,1.863221047451550476e-03,1.863221047451550476e-03,6.540528762925765704e+01,6.540528762925765704e+01,6.540528762925765704e+01,2.045369031733572740e+01
1.161448613840341422e+05,1.777422658827818112e-03,1.777422658827818112e-03,1.777422658827818112e-03,6.499581424626315140e+01,6.499581424626315140e+01,6.499581424626315140e+01,2.004004302371376411e+01
1.174897554939530382e+05,1.695609754162556455e-03,1.695609754162556455e-03,1.695609754162556455e-03,6.458651812450528951e+01,6.458651812450528951e+01,6.458651812450528951e+01,1.962920796441540361e+01
1.188502227437018882e+05,1.617593707601936532e-03,1.617593707601936532e-03,1.617593707601936532e-03,6.417738897711616630e+01,6.417738897711616630e+01,6.417738897711616630e+01,1.922111428056284055e+01
1.202264434617413062e+05,1.543195121481037713e-03,1.543195121481037713e-03,1.543195121481037713e-03,6.376841683396573046e+01,6.376841683396573046e+01,6.376841683396573046e+01,1.881569291487679862e+01
1.216186000646367902e+05,1.472243350067055454e-03,1.472243350067055454e-03,1.472243350067055454e-03,6.335959202688177072e+01,6.335959202688177072e+01,6.335959202688177072e+01,1.841287651070922493e+01
1.230268770812381117e+05,1.404576049877736535e-03,1.404576049877736535e-03,1.404576049877736535e-03,6.295090517545956743e+01,6.295090517545956743e+01,6.295090517545956743e+01,1.801259931744505138e+01
1.244514611771386990e+05,1.340038754935097285e-03,1.340038754935097285e-03,1.340038754935097285e-03,6.254234717343157968e+01,6.254234717343157968e+01,6.254234717343157968e+01,1.761479710184812575e+01
1.258925411794166139e+05,1.278484475427771891e-03,1.278484475427771891e-03,1.278484475427771891e-03,6.213390917556952786e+01,6.213390917556952786e+01,6.213390917556952786e+01,1.721940706495778528e+01
1.273503081016662909e+05,1.219773318359514917e-03,1.219773318359514917e-03,1.219773318359514917e-03,6.172558258509070583e+01,6.172558258509070583e+01,6.172558258509070583e+01,1.682636776417026425e+01
1.288249551693132235e+05,1.163772128858701470e-03,1.163772128858701470e-03,1.163772128858701470e-03,6.131735904154702155e+01,6.131735904154702155e+01,6.131735904154702155e+01,1.643561904017065345e+01
1.303166778452300059e+05,1.110354150911721733e-03,1.110354150911721733e-03,1.110354150911721733e-03,6.090923040916911901e+01,6.090923040916911901e+01,6.090923040916911901e+01,1.604710194839860193e+01
1.318256738556407508e+05,1.059398706367045391e-03,1.059398706367045391e-03,1.059398706367045391e-03,6.050118876564842196e+01,6.050118876564842196e+01,6.050118876564842196e+01,1.566075869476201810e+01
1.333521432163323916e+05,1.010790891131762691e-03,1.010790891131762691e-03,1.010790891131762691e-03,6.009322639133196731e+01,6.009322639133196731e+01,6.009322639133196731e+01,1.527653257532525899e+01
1.348962882591653324e+05,9.644212875542200469e-04,9.644212875542200469e-04,9.644212875542200469e-04,5.968533575881379249e+01,5.968533575881379249e+01,5.968533575881379249e+01,1.489436791972453378e+01
1.364583136588923808e+05,9.201856920512339324e-04,9.201856920512339324e-04,9.201856920512339324e-04,5.927750952290274000e+01,5.927750952290274000e+01,5.927750952290274000e+01,1.451421003807610610e+01
1.380384264602886687e+05,8.779848570994190551e-04,8.779848570994190551e-04,8.779848570994190551e-04,5.886974051094949090e+01,5.886974051094949090e+01,5.886974051094949090e+01,1.413600517116092981e+01
1.396368361055936257e+05,8.377242467666179675e-04,8.377242467666179675e-04,8.377242467666179675e-04,5.846202171351679056e+01,5.846202171351679056e+01,5.846202171351679056e+01,1.375970044368473566e+01
1.412537544622755377e+05,7.993138050115419736e-04,7.993138050115419736e-04,7.993138050115419736e-04,5.805434627537555059e+01,5.805434627537555059e+01,5.805434627537555059e+01,1.338524382042379379e+01
1.428893958511103701e+05,7.626677360288906891e-04,7.626677360288906891e-04,7.626677360288906891e-04,5.764670748681461276e+01,5.764670748681461276e+01,5.764670748681461276e+01,1.301258406508422283e+01
1.445439770745928108e+05,7.277042959618249506e-04,7.277042959618249506e-04,7.277042959618249506e-04,5.723909877524662448e+01,5.723909877524662448e+01,5.723909877524662448e+01,1.264167070170806007e+01
1.462177174456718203e+05,6.943455953464046284e-04,6.943455953464046284e-04,6.943455953464046284e-04,5.683151369709911194e+01,5.683151369709911194e+01,5.683151369709911194e+01,1.227245397847642217e+01
1.479108388168207312e+05,6.625174116913621529e-04,6.625174116913621529e-04,6.625174116913621529e-04,5.642394592997651159e+01,5.642394592997651159e+01,5.642394592997651159e+01,1.190488483376614326e+01
1.496235656094435835e+05,6.321490116332770595e-04,6.321490116332770595e-04,6.321490116332770595e-04,5.601638926508109506e+01,5.601638926508109506e+01,5.601638926508109506e+01,1.153891486432745950e+01
1.513561248436207243e+05,6.031729821412383638e-04,6.031729821412383638e-04,6.031729821412383638e-04,5.560883759988148256e+01,5.560883759988148256e+01,5.560883759988148256e+01,1.117449629545911627e+01
1.531087461682031862e+05,5.755250702766470400e-04,5.755250702766470400e-04,5.755250702766470400e-04,5.520128493101602629e+01,5.520128493101602629e+01,5.520128493101602629e+01,1.081158195306378289e+01
1.548816618912479607e+05,5.491440310437577330e-04,5.491440310437577330e-04,5.491440310437577330e-04,5.479372534742321221e+01,5.479372534742321221e+01,5.479372534742321221e+01,1.045012523747803179e+01
1.566751070108150016e+05,5.239714828936803664e-04,5.239714828936803664e-04,5.239714828936803664e-04,5.438615302368484095e+01,5.438615302368484095e+01,5.438615302368484095e+01,1.009008009897222635e+01
1.584893192461114086e+05,4.999517704709633944e-04,4.999517704709633944e-04,4.999517704709633944e-04,5.397856221357648820e+01,5.397856221357648820e+01,5.397856221357648820e+01,9.731401014829760499e+00
1.603245390690041822e+05,4.770318342154448174e-04,4.770318342154448174e-04,4.770318342154448174e-04,5.357094724381195050e+01,5.357094724381195050e+01,5.357094724381195050e+01,9.374042967913597479e+00
1.621810097358929925e+05,4.551610864550395129e-04,4.551610864550395129e-04,4.551610864550395129e-04,5.316330250797541623e+01,5.316330250797541623e+01,5.316330250797541623e+01,9.017961426640011879e+00
1.640589773199538758e+05,4.342912936459879030e-04,4.342912936459879030e-04,4.342912936459879030e-04,5.275562246063139327e+01,5.275562246063139327e+01,5.275562246063139327e+01,8.663112326281302344e+00
1.659586907437563059e+05,4.143764644369227223e-04,4.143764644369227223e-04,4.143764644369227223e-04,5.234790161160445621e+01,5.234790161160445621e+01,5.234790161160445621e+01,8.309452051525141769e+00
1.678804018122559064e+05,3.953727432516285461e-04,3.953727432516285461e-04,3.953727432516285461e-04,5.194013452042123902e+01,5.194013452042123902e+01,5.194013452042123902e+01,7.956937420223840540e+00
1.698243652461745951e+05,3.772383091025877187e-04,3.772383091025877187e-04,3.772383091025877187e-04,5.153231579090572012e+01,5.153231579090572012e+01,5.153231579090572012e+01,7.605525668268781736e+00
1.717908387157585821e+05,3.599332793638677030e-04,3.599332793638677030e-04,3.599332793638677030e-04,5.112444006592320989e+01,5.112444006592320989e+01,5.112444006592320989e+01,7.255174435533770172e+00
1.737800828749376233e+05,3.434196182468206271e-04,3.434196182468206271e-04,3.434196182468206271e-04,5.071650202226230419e+01,5.071650202226230419e+01,5.071650202226230419e+01,6.905841752828678182e+00
1.757923613958693168e+05,3.276610497367258928e-04,3.276610497367258928e-04,3.276610497367258928e-04,5.030849636565208272e+01,5.030849636565208272e+01,5.030849636565208272e+01,6.557486029815463802e+00
1.778279410038922797e+05,3.126229747615740049e-04,3.126229747615740049e-04,3.126229747615740049e-04,4.990041782590452613e+01,4.990041782590452613e+01,4.990041782590452613e+01,6.210066043835226424e+00
1.798870915128787456e+05,2.982723923770685872e-04,2.982723923770685872e-04,2.982723923770685872e-04,4.949226115217851429e+01,4.949226115217851429e+01,4.949226115217851429e+01,5.863540929603754392e+00
1.819700858609982533e+05,2.845778247635951980e-04,2.845778247635951980e-04,2.845778247635951980e-04,4.908402110835821475e+01,4.908402110835821475e+01,4.908402110835821475e+01,5.517870169732296937e+00
1.840772001468958333e+05,2.715092458420976748e-04,2.715092458420976748e-04,2.715092458420976748e-04,4.867569246854028364e+01,4.867569246854028364e+01,4.867569246854028364e+01,5.173013586034699074e+00
1.862087136662865523e+05,2.590380133262766148e-04,2.590380133262766148e-04,2.590380133262766148e-04,4.826727001262512573e+01,4.826727001262512573e+01,4.826727001262512573e+01,4.828931331584881192e+00
1.883649089489802136e+05,2.471368040382968391e-04,2.471368040382968391e-04,2.471368040382968391e-04,4.785874852200501550e+01,4.785874852200501550e+01,4.785874852200501550e+01,4.485583883489011825e+00
1.905460717963248317e+05,2.357795523246116994e-04,2.357795523246116994e-04,2.357795523246116994e-04,4.745012277534726763e+01,4.745012277534726763e+01,4.745012277534726763e+01,4.142932036343410118e+00
1.927524913190936495e+05,2.249413914170166236e-04,2.249413914170166236e-04,2.249413914170166236e-04,4.704138754446375259e+01,4.704138754446375259e+01,4.704138754446375259e+01,3.800936896345175064e+00
1.949844599758045515e+05,2.145985975924778429e-04,2.145985975924778429e-04,2.145985975924778429e-04,4.663253759026515866e+01,4.663253759026515866e+01,4.663253759026515866e+01,3.459559876030819492e+00
1.972422736114853469e+05,2.047285369928825290e-04,2.047285369928825290e-04,2.047285369928825290e-04,4.622356765879386842e+01,4.622356765879386842e+01,4.622356765879386842e+01,3.118762689615794947e+00
1.995262314968883002e+05,1.953096149732131239e-04,1.953096149732131239e-04,1.953096149732131239e-04,4.581447247733149197e+01,4.581447247733149197e+01,4.581447247733149197e+01,2.778507348911376518e+00
2.018366363681559742e+05,1.863212278535375857e-04,1.863212278535375857e-04,1.863212278535375857e-04,4.540524675057745441e+01,4.540524675057745441e+01,4.540524675057745441e+01,2.438756159797263567e+00
2.041737944669531716e+05,1.777437169566454557e-04,1.777437169566454557e-04,1.777437169566454557e-04,4.499588515689278978e+01,4.499588515689278978e+01,4.499588515689278978e+01,2.099471719227881117e+00
2.065380155810526921e+05,1.695583248194032456e-04,1.695583248194032456e-04,1.695583248194032456e-04,4.458638234460883609e+01,4.458638234460883609e+01,4.458638234460883609e+01,1.760616912756000296e+00
2.089296130854040966e+05,1.617471534715137448e-04,1.617471534715137448e-04,1.617471534715137448e-04,4.417673292839224786e+01,4.417673292839224786e+01,4.417673292839224786e+01,1.422154912552380246e+00
2.113489039836647571e+05,1.542931246810312954e-04,1.542931246810312954e-04,1.542931246810312954e-04,4.376693148566805291e+01,4.376693148566805291e+01,4.376693148566805291e+01,1.084049175908999407e+00
2.137962089502232557e+05,1.471799420709484266e-04,1.471799420709484266e-04,1.471799420709484266e-04,4.335697255309255382e+01,4.335697255309255382e+01,4.335697255309255382e+01,7.462634442071622853e-01
2.162718523727020074e+05,1.403920550162044356e-04,1.403920550162044356e-04,1.403920550162044356e-04,4.294685062307620882e+01,4.294685062307620882e+01,4.294685062307620882e+01,4.087617423391328164e-01
2.187761623949551722e+05,1.339146242349781670e-04,1.339146242349781670e-04,1.339146242349781670e-04,4.253656014035154698e+01,4.253656014035154698e+01,4.253656014035154698e+01,7.150837856902289569e-02
2.213094709605640965e+05,1.277334889925275051e-04,1.277334889925275051e-04,1.277334889925275051e-04,4.212609549858363778e+01,4.212609549858363778e+01,4.212609549858363778e+01,-2.655320551786039540e-01
2.238721138568337774e+05,1.218351358399598198e-04,1.218351358399598198e-04,1.218351358399598198e-04,4.171545103702042923e+01,4.171545103702042923e+01,4.171545103702042923e+01,-6.023946826129097376e-01
2.264644307593061822e+05,1.162066688141873735e-04,1.162066688141873735e-04,1.162066688141873735e-04,4.130462103717868416e+01,4.130462103717868416e+01,4.130462103717868416e+01,-9.391143419652001612e-01
2.290867652767770051e+05,1.108357810290847820e-04,1.108357810290847820e-04,1.108357810290847820e-04,4.089359971956581319e+01,4.089359971956581319e+01,4.089359971956581319e+01,-1.275725584478317298e+00
2.317394649968479644e+05,1.057107275912526714e-04,1.057107275912526714e-04,1.057107275912526714e-04,4.048238124043072617e+01,4.048238124043072617e+01,4.048238124043072617e+01,-1.612262672508845585e+00
2.344228815319922578e+05,1.008202997772294753e-04,1.008202997772294753e-04,1.008202997772294753e-04,4.007095968854591206e+01,4.007095968854591206e+01,4.007095968854591206e+01,-1.948759577246111929e+00
2.371373705661655404e+05,9.615380041200277596e-05,9.615380041200277596e-05,9.615380041200277596e-05,3.965932908201394014e+01,3.965932908201394014e+01,3.965932908201394014e+01,-2.285249976058642218e+00
2.398832919019489782e+05,9.170102039174503664e-05,9.170102039174503664e-05,9.170102039174503664e-05,3.924748336509915703e+01,3.924748336509915703e+01,3.924748336509915703e+01,-2.621767249471899319e+00
2.426610095082414337e+05,8.745221629644759254e-05,8.745221629644759254e-05,8.745221629644759254e-05,3.883541640508080661e+01,3.883541640508080661e+01,3.883541640508080661e+01,-2.958344477784660143e+00
2.454708915685033426e+05,8.339808904082548395e-05,8.339808904082548395e-05,8.339808904082548395e-05,3.842312198912579646e+01,3.842312198912579646e+01,3.842312198912579646e+01,-3.295014437328817714e+00
2.483133105295567948e+05,7.952976351438886945e-05,7.952976351438886945e-05,7.952976351438886945e-05,3.801059382117918517e+01,3.801059382117918517e+01,3.801059382117918517e+01,-3.631809596377526539e+00
2.511886431509582035e+05,7.583876916396476689e-05,7.583876916396476689e-05,7.583876916396476689e-05,3.759782551886920032e+01,3.759782551886920032e+01,3.759782551886920032e+01,-3.968762110707095392e+00
2.540972705549306411e+05,7.231702147426344036e-05,7.231702147426344036e-05,7.231702147426344036e-05,3.718481061042740521e+01,3.718481061042740521e+01,3.718481061042740521e+01,-4.305903818814575068e+00
2.570395782768864592e+05,6.895680430418853993e-05,6.895680430418853993e-05,6.895680430418853993e-05,3.677154253161860709e+01,3.677154253161860709e+01,3.677154253161860709e+01,-4.643266236797370716e+00
2.600159563165272120e+05,6.575075303869686841e-05,6.575075303869686841e-05,6.575075303869686841e-05,3.635801462268166517e+01,3.635801462268166517e+01,3.635801462268166517e+01,-4.980880552896262969e+00
2.630267991895381710e+05,6.269183851791790155e-05,6.269183851791790155e-05,6.269183851791790155e-05,3.594422012527769539e+01,3.594422012527769539e+01,3.594422012527769539e+01,-5.318777621705744529e+00
2.660725059798813891e+05,5.977335170710935068e-05,5.977335170710935068e-05,5.977335170710935068e-05,3.553015217944446391e+01,3.553015217944446391e+01,3.553015217944446391e+01,-5.656987958054536136e+00
2.691534803926913883e+05,5.698888907277609747e-05,5.698888907277609747e-05,5.698888907277609747e-05,3.511580382055551297e+01,3.511580382055551297e+01,3.511580382055551297e+01,-5.995541730558298532e+00
2.722701308077915455e+05,5.433233863193342853e-05,5.433233863193342853e-05,5.433233863193342853e-05,3.470116797628093508e+01,3.470116797628093508e+01,3.470116797628093508e+01,-6.334468754848414207e+00
2.754228703338163323e+05,5.179786664310751670e-05,5.179786664310751670e-05,5.179786664310751670e-05,3.428623746355111734e+01,3.428623746355111734e+01,3.428623746355111734e+01,-6.673798486476296254e+00
2.786121168629772146e+05,4.937990490912218575e-05,4.937990490912218575e-05,4.937990490912218575e-05,3.387100498551759387e+01,3.387100498551759387e+01,3.387100498551759387e+01,-7.013560013499217760e+00
2.818382931264454965e+05,4.707313866320566822e-05,4.707313866320566822e-05,4.707313866320566822e-05,3.345546312851413262e+01,3.345546312851413262e+01,3.345546312851413262e+01,-7.353782048745411970e+00
2.851018267503909883e+05,4.487249501125380923e-05,4.487249501125380923e-05,4.487249501125380923e-05,3.303960435901218773e+01,3.303960435901218773e+01,3.303960435901218773e+01,-7.694492921764160442e+00
2.884031503126605530e+05,4.277313190442070027e-05,4.277313190442070027e-05,4.277313190442070027e-05,3.262342102057221638e+01,3.262342102057221638e+01,3.262342102057221638e+01,-8.035720570460080481e+00
2.917427014001166099e+05,4.077042761740703054e-05,4.077042761740703054e-05,4.077042761740703054e-05,3.220690533078771267e+01,3.220690533078771267e+01,3.220690533078771267e+01,-8.377492532414752446e+00
2.951209226666390314e+05,3.885997070899547954e-05,3.885997070899547954e-05,3.885997070899547954e-05,3.179004937822101340e+01,3.179004937822101340e+01,3.179004937822101340e+01,-8.719835935897192414e+00
2.985382618917957298e+05,3.703755044248951273e-05,3.703755044248951273e-05,3.703755044248951273e-05,3.137284511932944042e+01,3.137284511932944042e+01,3.137284511932944042e+01,-9.062777490564641880e+00
3.019951720402018982e+05,3.529914764476045364e-05,3.529914764476045364e-05,3.529914764476045364e-05,3.095528437537892330e+01,3.095528437537892330e+01,3.095528437537892330e+01,-9.406343477856994539e+00
3.054921113215509104e+05,3.364092598363001377e-05,3.364092598363001377e-05,3.364092598363001377e-05,3.053735882934633139e+01,3.053735882934633139e+01,3.053735882934633139e+01,-9.750559741084046550e+00
3.090295432513591950e+05,3.205922364424060420e-05,3.205922364424060420e-05,3.205922364424060420e-05,3.011906002280498029e+01,3.011906002280498029e+01,3.011906002280498029e+01,-1.009545167521136477e+01
3.126079367123955744e+05,3.055054538601040503e-05,3.055054538601040503e-05,3.055054538601040503e-05,2.970037935279609442e+01,2.970037935279609442e+01,2.970037935279609442e+01,-1.044104421634296997e+01
3.162277660168379080e+05,2.911155496259889547e-05,2.911155496259889547e-05,2.911155496259889547e-05,2.928130806868031755e+01,2.928130806868031755e+01,2.928130806868031755e+01,-1.078736183090647138e+01
3.198895109691396938e+05,2.773906788816152968e-05,2.773906788816152968e-05,2.773906788816152968e-05,2.886183726897077406e+01,2.886183726897077406e+01,2.886183726897077406e+01,-1.113442850454085864e+01
3.235936569296281086e+05,2.643004453393644392e-05,2.643004453393644392e-05,2.643004453393644392e-05,2.844195789814427755e+01,2.844195789814427755e+01,2.844195789814427755e+01,-1.148226773069049855e+01
3.273406948788386071e+05,2.518158353996005438e-05,2.518158353996005438e-05,2.518158353996005438e-05,2.802166074342925128e+01,2.802166074342925128e+01,2.802166074342925128e+01,-1.183090249890776668e+01
3.311311214825907955e+05,2.399091552741727069e-05,2.399091552741727069e-05,2.399091552741727069e-05,2.760093643156887211e+01,2.760093643156887211e+01,2.760093643156887211e+01,-1.218035528286716129e+01
3.349654391578279319e+05,2.285539709780376027e-05,2.285539709780376027e-05,2.285539709780376027e-05,2.717977542555601644e+01,2.717977542555601644e+01,2.717977542555601644e+01,-1.253064802809492129e+01
3.388441561392027652e+05,2.177250510573253326e-05,2.177250510573253326e-05,2.177250510573253326e-05,2.675816802134078642e+01,2.675816802134078642e+01,2.675816802134078642e+01,-1.288180213941530994e+01
3.427677865464504575e+05,2.073983119281334444e-05,2.073983119281334444e-05,2.073983119281334444e-05,2.633610434450497451e+01,2.633610434450497451e+01,2.633610434450497451e+01,-1.323383846811983489e+01
3.467368504525316530e+05,1.975507657063386302e-05,1.975507657063386302e-05,1.975507657063386302e-05,2.591357434690391059e+01,2.591357434690391059e+01,2.591357434690391059e+01,-1.358677729886120034e+01
3.507518739525679266e+05,1.881604704141739983e-05,1.881604704141739983e-05,1.881604704141739983e-05,2.549056780327214256e+01,2.549056780327214256e+01,2.549056780327214256e+01,-1.394063833627655491e+01
3.548133892335760174e+05,1.792064824546500879e-05,1.792064824546500879e-05,1.792064824546500879e-05,2.506707430779044898e+01,2.506707430779044898e+01,2.506707430779044898e+01,-1.429544069134469630e+01
3.589219346450049779e+05,1.706688112499609862e-05,1.706688112499609862e-05,1.706688112499609862e-05,2.464308327061230131e+01,2.464308327061230131e+01,2.464308327061230131e+01,-1.465120286748064693e+01
3.630780547701017349e+05,1.625283759447708311e-05,1.625283759447708311e-05,1.625283759447708311e-05,2.421858391434517443e+01,2.421858391434517443e+01,2.421858391434517443e+01,-1.500794274637418724e+01
3.672823004980842234e+05,1.547669640799623079e-05,1.547669640799623079e-05,1.547669640799623079e-05,2.379356527048685876e+01,2.379356527048685876e+01,2.379356527048685876e+01,-1.536567757357434516e+01
3.715352290971727925e+05,1.473671921466463997e-05,1.473671921466463997e-05,1.473671921466463997e-05,2.336801617580955082e+01,2.336801617580955082e+01,2.336801617580955082e+01,-1.572442394382864883e+01
3.758374042884443188e+05,1.403124679345630028e-05,1.403124679345630028e-05,1.403124679345630028e-05,2.294192526869281679e+01,2.294192526869281679e+01,2.294192526869281679e+01,-1.608419778617875551e+01
3.801893963205612381e+05,1.335869545928048420e-05,1.335869545928048420e-05,1.335869545928048420e-05,2.251528098539771960e+01,2.251528098539771960e+01,2.251528098539771960e+01,-1.644501434882133140e+01
3.845917820453535533e+05,1.271755363247101929e-05,1.271755363247101929e-05,1.271755363247101929e-05,2.208807155628148777e+01,2.208807155628148777e+01,2.208807155628148777e+01,-1.680688818373782922e+01
3.890451449942804757e+05,1.210637856422880519e-05,1.210637856422880519e-05,1.210637856422880519e-05,2.166028500194711626e+01,2.166028500194711626e+01,2.166028500194711626e+01,-1.716983313109978937e+01
3.935500754557780456e+05,1.152379321090071645e-05,1.152379321090071645e-05,1.152379321090071645e-05,2.123190912932386354e+01,2.123190912932386354e+01,2.123190912932386354e+01,-1.753386230345630636e+01
3.981071705534969224e+05,1.096848325030608140e-05,1.096848325030608140e-05,1.096848325030608140e-05,2.080293152767497133e+01,2.080293152767497133e+01,2.080293152767497133e+01,-1.789898806970864698e+01
