frequency_Hz,FR_gain_Rs0_dB,FR_gain_Rs50_dB,CM_I_HOT_dBuA,CM_I_RTN_dBuA,CM_I_CM_dBuA,NM_I_HOT_dBuA,NM_I_RTN_dBuA,NM_I_NM_dBuA,CM_I_CM_abs_A,NM_I_NM_abs_A
3.019951720402016235e+02,-9.855684215484294963e-02,-9.023764690656605580e+00,1.139779089580439404e+02,1.139779089580439404e+02,1.199985088713235513e+02,1.199011322814073992e+02,1.199011322814073992e+02,1.199011322814073992e+02,9.998283422017810729e-01,9.886819695673613184e-01
3.054921113215512491e+02,-9.833481524993471778e-02,-9.029011679285186887e+00,1.139779187305765760e+02,1.139779187305765760e+02,1.199985186438562010e+02,1.199013470669372481e+02,1.199013470669372481e+02,1.199013470669372481e+02,9.998294671136801481e-01,9.887064180942402025e-01
3.090295432513592004e+02,-9.810761488330158042e-02,-9.034373877305041489e+00,1.139779287307521827e+02,1.139779287307521827e+02,1.199985286440318077e+02,1.199015668572492928e+02,1.199015668572492928e+02,1.199015668572492928e+02,9.998306182307704626e-01,9.887314369294599725e-01
3.126079367123955990e+02,-9.787512046523350051e-02,-9.039853656692534045e+00,1.139779389638737825e+02,1.139779389638737825e+02,1.199985388771534076e+02,1.199017917690038928e+02,1.199017917690038928e+02,1.199017917690038928e+02,9.998317961635722062e-01,9.887570393963007742e-01
3.162277660168379612e+02,-9.763720859316374345e-02,-9.045453431250292553e+00,1.139779494353679326e+02,1.139779494353679326e+02,1.199985493486475576e+02,1.199020219215827154e+02,1.199020219215827154e+02,1.199020219215827154e+02,9.998330015368321888e-01,9.887832391302238122e-01
3.198895109691397352e+02,-9.739375298595664976e-02,-9.051175657031961919e+00,1.139779601507876521e+02,1.139779601507876521e+02,1.199985600640672772e+02,1.199022574371523433e+02,1.199022574371523433e+02,1.199022574371523433e+02,9.998342349898583503e-01,9.888100500862327946e-01
3.235936569296280823e+02,-9.714462441665658310e-02,-9.057022832756247865e+00,1.139779711158152793e+02,1.139779711158152793e+02,1.199985710290948902e+02,1.199024984407293317e+02,1.199024984407293317e+02,1.199024984407293317e+02,9.998354971768534938e-01,9.888374865464084618e-01
3.273406948788382920e+02,-9.688969064368350981e-02,-9.062997500209386104e+00,1.139779823362656117e+02,1.139779823362656117e+02,1.199985822495452368e+02,1.199027450602467297e+02,1.199027450602467297e+02,1.199027450602467297e+02,9.998367887672665599e-01,9.888655631276198621e-01
3.311311214825910838e+02,-9.662881634037641387e-02,-9.069102244635113053e+00,1.139779938180888905e+02,1.139779938180888905e+02,1.199985937313685156e+02,1.199029974266223206e+02,1.199029974266223206e+02,1.199029974266223206e+02,9.998381104461476765e-01,9.888942947894252544e-01
3.349654391578275749e+02,-9.636186302293424377e-02,-9.075339695111177107e+00,1.139780055673739554e+02,1.139780055673739554e+02,1.199986054806535805e+02,1.199032556738283404e+02,1.199032556738283404e+02,1.199032556738283404e+02,9.998394629145096468e-01,9.889236968421567520e-01
3.388441561392027666e+02,-9.608868897661823616e-02,-9.081712524911365492e+00,1.139780175903515556e+02,1.139780175903515556e+02,1.199986175036311806e+02,1.199035199389628161e+02,1.199035199389628161e+02,1.199035199389628161e+02,9.998408468897033163e-01,9.889537849552019200e-01
3.427677865464504521e+02,-9.580914918026357807e-02,-9.088223451852080359e+00,1.139780298933975899e+02,1.139780298933975899e+02,1.199986298066772150e+02,1.199037903623226669e+02,1.199037903623226669e+02,1.199037903623226669e+02,9.998422631057949372e-01,9.889845751654823269e-01
3.467368504525316553e+02,-9.552309522899939120e-02,-9.094875238622361024e+00,1.139780424830365035e+02,1.139780424830365035e+02,1.199986423963161286e+02,1.199040670874784098e+02,1.199040670874784098e+02,1.199040670874784098e+02,9.998437123139597427e-01,9.890160838861338233e-01
3.507518739525679621e+02,-9.523037525516225843e-02,-9.101670693096270526e+00,1.139780553659447548e+02,1.139780553659447548e+02,1.199986552792243799e+02,1.199043502613508139e+02,1.199043502613508139e+02,1.199043502613508139e+02,9.998451952828777411e-01,9.890483279153949869e-01
3.548133892335753217e+02,-9.493083384736299146e-02,-9.108612668626518527e+00,1.139780685489543544e+02,1.139780685489543544e+02,1.199986684622339794e+02,1.199046400342890593e+02,1.199046400342890593e+02,1.199046400342890593e+02,9.998467127991432779e-01,9.890813244457111741e-01
3.589219346450053649e+02,-9.462431196764031771e-02,-9.115704064318173039e+00,1.139780820390564884e+02,1.139780820390564884e+02,1.199986819523361135e+02,1.199049365601509578e+02,1.199049365601509578e+02,1.199049365601509578e+02,9.998482656676825897e-01,9.891150910730525103e-01
3.630780547701014029e+02,-9.431064686668032271e-02,-9.122947825281244150e+00,1.139780958434052707e+02,1.139780958434052707e+02,1.199986957566848957e+02,1.199052399963850348e+02,1.199052399963850348e+02,1.199052399963850348e+02,9.998498547121811297e-01,9.891496458064596986e-01
3.672823004980846235e+02,-9.398967199704245934e-02,-9.130346942860930071e+00,1.139781099693214372e+02,1.139781099693214372e+02,1.199987098826010623e+02,1.199055505041143874e+02,1.199055505041143874e+02,1.199055505041143874e+02,9.998514807755212175e-01,9.891850070778156478e-01
3.715352290971727598e+02,-9.366121692436055191e-02,-9.137904454844258950e+00,1.139781244242963396e+02,1.139781244242963396e+02,1.199987243375759647e+02,1.199058682482227312e+02,1.199058682482227312e+02,1.199058682482227312e+02,9.998531447202290146e-01,9.892211937518544662e-01
3.758374042884443043e+02,-9.332510723643677730e-02,-9.145623445641822613e+00,1.139781392159958955e+02,1.139781392159958955e+02,1.199987391292755206e+02,1.199061933974422232e+02,1.199061933974422232e+02,1.199061933974422232e+02,9.998548474289343790e-01,9.892582251364081536e-01
3.801893963205612863e+02,-9.298116445022765186e-02,-9.153507046443289497e+00,1.139781543522645677e+02,1.139781543522645677e+02,1.199987542655441928e+02,1.199065261244435874e+02,1.199065261244435874e+02,1.199065261244435874e+02,9.998565898048370482e-01,9.892961209929045374e-01
3.845917820453535114e+02,-9.262920591662651693e-02,-9.161558435345316553e+00,1.139781698411296560e+02,1.139781698411296560e+02,1.199987697544092811e+02,1.199068666059281583e+02,1.199068666059281583e+02,1.199068666059281583e+02,9.998583727721881420e-01,9.893349015471115671e-01
3.890451449942804629e+02,-9.226904472301344917e-02,-9.169780837450527855e+00,1.139781856908054891e+02,1.139781856908054891e+02,1.199987856040851142e+02,1.199072150227222266e+02,1.199072150227222266e+02,1.199072150227222266e+02,9.998601972767817703e-01,9.893745875001460632e-01
3.935500754557772325e+02,-9.190048959353841473e-02,-9.178177524936026899e+00,1.139782019096977876e+02,1.139782019096977876e+02,1.199988018229774127e+02,1.199075715598735172e+02,1.199075715598735172e+02,1.199075715598735172e+02,9.998620642864548547e-01,9.894152000397454794e-01
3.981071705534973262e+02,-9.152334478700895060e-02,-9.186751817090128114e+00,1.139782185064080835e+02,1.139782185064080835e+02,1.199988184196877086e+02,1.199079364067499682e+02,1.199079364067499682e+02,1.199079364067499682e+02,9.998639747916033826e-01,9.894567608518111124e-01
4.027170343254590534e+02,-9.113740999245500962e-02,-9.195507080315714177e+00,1.139782354897383954e+02,1.139782354897383954e+02,1.199988354030180204e+02,1.199083097571408416e+02,1.199083097571408416e+02,1.199083097571408416e+02,9.998659298057086531e-01,9.894992921322309787e-01
4.073802778041126089e+02,-9.074248022216377385e-02,-9.204446728098796271e+00,1.139782528686958187e+02,1.139782528686958187e+02,1.199988527819754438e+02,1.199086918093601781e+02,1.199086918093601781e+02,1.199086918093601781e+02,9.998679303658739581e-01,9.895428165989903491e-01
4.120975190973304052e+02,-9.033834570224427707e-02,-9.213574220940675019e+00,1.139782706524973150e+02,1.139782706524973150e+02,1.199988705657769401e+02,1.199090827663526682e+02,1.199090827663526682e+02,1.199090827663526682e+02,9.998699775333775852e-01,9.895873575045703863e-01
4.168693834703354923e+02,-8.992479176061715651e-02,-9.222893066252224159e+00,1.139782888505746428e+02,1.139782888505746428e+02,1.199988887638542678e+02,1.199094828358021516e+02,1.199094828358021516e+02,1.199094828358021516e+02,9.998720723942352562e-01,9.896329386486510948e-01
4.216965034285822753e+02,-8.950159871233853703e-02,-9.232406818208637844e+00,1.139783074725792602e+02,1.139783074725792602e+02,1.199989073858588853e+02,1.199098922302424342e+02,1.199098922302424342e+02,1.199098922302424342e+02,9.998742160597774431e-01,9.896795843911211366e-01
4.265795188015925419e+02,-8.906854174227664400e-02,-9.242119077563094365e+00,1.139783265283876119e+02,1.139783265283876119e+02,1.199989264416672370e+02,1.199103111671709314e+02,1.199103111671709314e+02,1.199103111671709314e+02,9.998764096672415613e-01,9.897273196654011729e-01
4.315190768277649909e+02,-8.862539078498249401e-02,-9.252033491417709143e+00,1.139783460281062446e+02,1.139783460281062446e+02,1.199989459413858697e+02,1.199107398691648854e+02,1.199107398691648854e+02,1.199107398691648854e+02,9.998786543803729332e-01,9.897761699920953893e-01
4.365158322401661053e+02,-8.817191040175559325e-02,-9.262153752950116115e+00,1.139783659820771788e+02,1.139783659820771788e+02,1.199989658953568039e+02,1.199111785640003092e+02,1.199111785640003092e+02,1.199111785640003092e+02,9.998809513900465129e-01,9.898261614929668717e-01
4.415704473533125451e+02,-8.770785965482311153e-02,-9.272483601094069883e+00,1.139783864008834513e+02,1.139783864008834513e+02,1.199989863141630764e+02,1.199116274847737316e+02,1.199116274847737316e+02,1.199116274847737316e+02,9.998833019148981593e-01,9.898773209052621480e-01
4.466835921509630225e+02,-8.723299197851802633e-02,-9.283026820172379345e+00,1.139784072953547565e+02,1.139784072953547565e+02,1.199990072086343815e+02,1.199120868700269114e+02,1.199120868700269114e+02,1.199120868700269114e+02,9.998857072019730063e-01,9.899296755963759020e-01
4.518559443749226148e+02,-8.674705504749349871e-02,-9.293787239480476359e+00,1.139784286765730599e+02,1.139784286765730599e+02,1.199990285898526849e+02,1.199125569638742661e+02,1.199125569638742661e+02,1.199125569638742661e+02,9.998881685273867115e-01,9.899832535788778420e-01
4.570881896148752048e+02,-8.624979064175085364e-02,-9.304768732819027832e+00,1.139784505558786520e+02,1.139784505558786520e+02,1.199990504691582771e+02,1.199130380161336120e+02,1.199130380161336120e+02,1.199130380161336120e+02,9.998906871970063559e-01,9.900380835259074974e-01
4.623810213992603622e+02,-8.574093450855846399e-02,-9.315975217973820222e+00,1.139784729448760459e+02,1.139784729448760459e+02,1.199990728581556709e+02,1.199135302824596891e+02,1.199135302824596891e+02,1.199135302824596891e+02,9.998932645471422243e-01,9.900941947869379423e-01
4.677351412871981324e+02,-8.522021622106618066e-02,-9.327410656141273293e+00,1.139784958554402010e+02,1.139784958554402010e+02,1.199990957687198261e+02,1.199140340244810119e+02,1.199140340244810119e+02,1.199140340244810119e+02,9.998959019452604569e-01,9.901516174039323159e-01
4.731512589614802664e+02,-8.468735903362129003e-02,-9.339079051297936473e+00,1.139785192997227625e+02,1.139785192997227625e+02,1.199991192130023876e+02,1.199145495099399170e+02,1.199145495099399170e+02,1.199145495099399170e+02,9.998986007907070261e-01,9.902103821278904761e-01
4.786300923226385180e+02,-8.414207973364401516e-02,-9.350984449512267815e+00,1.139785432901586262e+02,1.139785432901586262e+02,1.199991432034382512e+02,1.199150770128358658e+02,1.199150770128358658e+02,1.199150770128358658e+02,9.999013625154555829e-01,9.902705204358051017e-01
4.841723675840993906e+02,-8.358408849005050101e-02,-9.363130938197020470e+00,1.139785678394724044e+02,1.139785678394724044e+02,1.199991677527520295e+02,1.199156168135721146e+02,1.199156168135721146e+02,1.199156168135721146e+02,9.999041885848645173e-01,9.903320645480271356e-01
4.897788193684461362e+02,-8.301308869803525337e-02,-9.375522645300648605e+00,1.139785929606853188e+02,1.139785929606853188e+02,1.199991928739649438e+02,1.199161691991060081e+02,1.199161691991060081e+02,1.199161691991060081e+02,9.999070804984607763e-01,9.903950474460658793e-01
4.954501908047905658e+02,-8.242877682026950037e-02,-9.388163738436087868e+00,1.139786186671219923e+02,1.139786186671219923e+02,1.199992185804016174e+02,1.199167344631026140e+02,1.199167344631026140e+02,1.199167344631026140e+02,9.999100397907330073e-01,9.904595028908197429e-01
5.011872336272724624e+02,-8.183084222427775001e-02,-9.401058423945311660e+00,1.139786449724176123e+02,1.139786449724176123e+02,1.199992448856972374e+02,1.199173129060920644e+02,1.199173129060920644e+02,1.199173129060920644e+02,9.999130680319499032e-01,9.905254654412566362e-01
5.069907082747044456e+02,-8.121896701603333046e-02,-9.414210945898078720e+00,1.139786718905251064e+02,1.139786718905251064e+02,1.199992718038047315e+02,1.199179048356306367e+02,1.199179048356306367e+02,1.199179048356306367e+02,9.999161668289964222e-01,9.905929704735586538e-01
5.128613839913648462e+02,-8.059282586958022021e-02,-9.427625585023422516e+00,1.139786994357226035e+02,1.139786994357226035e+02,1.199992993490022286e+02,1.199185105664656703e+02,1.199185105664656703e+02,1.199185105664656703e+02,9.999193378262254406e-01,9.906620542007340546e-01
5.188000389289609302e+02,-7.995208585265448087e-02,-9.441306657572269501e+00,1.139787276226209940e+02,1.139787276226209940e+02,1.199993275359006191e+02,1.199191304207043487e+02,1.199191304207043487e+02,1.199191304207043487e+02,9.999225827063342731e-01,9.907327536927140743e-01
5.248074602497722481e+02,-7.929640624817642369e-02,-9.455258514109848633e+00,1.139787564661717312e+02,1.139787564661717312e+02,1.199993563794513420e+02,1.199197647279862906e+02,1.199197647279862906e+02,1.199197647279862906e+02,9.999259031912604012e-01,9.908051068969488950e-01
5.308844442309884926e+02,-7.862543837152460857e-02,-9.469485538236444455e+00,1.139787859816746476e+02,1.139787859816746476e+02,1.199993858949542727e+02,1.199204138256606456e+02,1.199204138256606456e+02,1.199204138256606456e+02,9.999293010430966300e-01,9.908791526595127630e-01
5.370317963702526640e+02,-7.793882538348856359e-02,-9.483992145235159654e+00,1.139788161847862114e+02,1.139788161847862114e+02,1.199994160980658364e+02,1.199210780589669554e+02,1.199210780589669554e+02,1.199210780589669554e+02,9.999327780650273390e-01,9.909549307467305779e-01
5.432503314924330198e+02,-7.723620209878488685e-02,-9.498782780645436574e+00,1.139788470915278396e+02,1.139788470915278396e+02,1.199994470048074646e+02,1.199217577812204780e+02,1.199217577812204780e+02,1.199217577812204780e+02,9.999363361022898244e-01,9.910324818673420522e-01
5.495408738576247742e+02,-7.651719479006534319e-02,-9.513861918761085334e+00,1.139788787182943111e+02,1.139788787182943111e+02,1.199994786315739361e+02,1.199224533540019877e+02,1.199224533540019877e+02,1.199224533540019877e+02,9.999399770431582901e-01,9.911118476952173184e-01
5.559042572704037184e+02,-7.578142098727309872e-02,-9.529234061051742088e+00,1.139789110818625488e+02,1.139789110818625488e+02,1.199995109951421455e+02,1.199231651473518667e+02,1.199231651473518667e+02,1.199231651473518667e+02,9.999437028199422706e-01,9.911930708926380840e-01
5.623413251903490391e+02,-7.502848927223197684e-02,-9.544903734506657855e+00,1.139789441994005017e+02,1.139789441994005017e+02,1.199995441126801268e+02,1.199238935399689723e+02,1.199238935399689723e+02,1.199238935399689723e+02,9.999475154100216923e-01,9.912761951341564348e-01
5.688529308438413636e+02,-7.425799906839958275e-02,-9.560875489899885338e+00,1.139789780884762962e+02,1.139789780884762962e+02,1.199995780017559213e+02,1.199246389194140932e+02,1.199246389194140932e+02,1.199246389194140932e+02,9.999514168368959233e-01,9.913612651310518276e-01
5.754399373371566071e+02,-7.346954042561282261e-02,-9.577153899975966667e+00,1.139790127670675588e+02,1.139790127670675588e+02,1.199996126803471839e+02,1.199254016823182951e+02,1.199254016823182951e+02,1.199254016823182951e+02,9.999554091712612447e-01,9.914483266563995922e-01
5.821032177708715381e+02,-7.266269379974681086e-02,-9.593743557555390211e+00,1.139790482535709515e+02,1.139790482535709515e+02,1.199996481668505766e+02,1.199261822345962969e+02,1.199261822345962969e+02,1.199261822345962969e+02,9.999594945321144124e-01,9.915374265707637136e-01
5.888436553555890214e+02,-7.183702982713062457e-02,-9.610649073559116573e+00,1.139790845668119346e+02,1.139790845668119346e+02,1.199996844800915596e+02,1.199269809916645926e+02,1.199269809916645926e+02,1.199269809916645926e+02,9.999636750878795333e-01,9.916286128485369833e-01
5.956621435290103364e+02,-7.099210909364371547e-02,-9.627875074951639078e+00,1.139791217260548137e+02,1.139791217260548137e+02,1.199997216393344388e+02,1.199277983786651873e+02,1.199277983786651873e+02,1.199277983786651873e+02,9.999679530575644737e-01,9.917219346049414019e-01
6.025595860743580943e+02,-7.012748189827748557e-02,-9.645426202602154220e+00,1.139791597510129577e+02,1.139791597510129577e+02,1.199997596642925828e+02,1.199286348306942926e+02,1.199286348306942926e+02,1.199286348306942926e+02,9.999723307119395832e-01,9.918174421237069271e-01
6.095368972401693100e+02,-6.924268801114351335e-02,-9.663307109063543621e+00,1.139791986618592148e+02,1.139791986618592148e+02,1.199997985751388399e+02,1.199294907930366492e+02,1.199294907930366492e+02,1.199294907930366492e+02,9.999768103747502801e-01,9.919151868854474419e-01
6.165950018614821602e+02,-6.833725642568172498e-02,-9.681522456269007648e+00,1.139792384792367841e+02,1.139792384792367841e+02,1.199998383925164092e+02,1.199303667214053348e+02,1.199303667214053348e+02,1.199303667214053348e+02,9.999813944239533958e-01,9.920152215967555920e-01
6.237348354824191574e+02,-6.741070510502879254e-02,-9.700076913146268964e+00,1.139792792242699875e+02,1.139792792242699875e+02,1.199998791375496126e+02,1.199312630821872716e+02,1.199312630821872716e+02,1.199312630821872716e+02,9.999860852929818300e-01,9.921176002200274846e-01
6.309573444801930009e+02,-6.646254072230810273e-02,-9.718975153149553847e+00,1.139793209185756808e+02,1.139793209185756808e+02,1.199999208318553059e+02,1.199321803526947008e+02,1.199321803526947008e+02,1.199321803526947008e+02,9.999908854720463980e-01,9.922223780040468899e-01
6.382634861905489743e+02,-6.549225839476201239e-02,-9.738221851709550236e+00,1.139793635842746085e+02,1.139793635842746085e+02,1.199999634975542335e+02,1.199331190214223994e+02,1.199331190214223994e+02,1.199331190214223994e+02,9.999957975094567741e-01,9.923296115153447117e-01
