frequency_Hz,FR_gain_Rs0_dB,FR_gain_Rs50_dB,CM_I_HOT_dBuA,CM_I_RTN_dBuA,CM_I_CM_dBuA,NM_I_HOT_dBuA,NM_I_RTN_dBuA,NM_I_NM_dBuA,CM_I_CM_abs_A,NM_I_NM_abs_A
2.264644307593061822e+05,-1.059193591148995353e+02,-1.311868857252079010e+02,8.506890804790565142e+01,8.506890804790565142e+01,9.108950796118527649e+01,4.130462103717868416e+01,4.130462103717868416e+01,4.130462103717868416e+01,3.584886400146432978e-02,1.162066688141873735e-04
2.290867652767770051e+05,-1.065745192474309704e+02,-1.317322999039526792e+02,8.484847872401505242e+01,8.484847872401505242e+01,9.086907863729467749e+01,4.089359971956581319e+01,4.089359971956581319e+01,4.089359971956581319e+01,3.495054335631968961e-02,1.108357810290847820e-04
2.317394649968479644e+05,-1.072304265884600483e+02,-1.322787098126813703e+02,8.462790654890713427e+01,8.462790654890713427e+01,9.064850646218675934e+01,4.048238124043072617e+01,4.048238124043072617e+01,4.048238124043072617e+01,3.407417292581144119e-02,1.057107275912526714e-04
2.344228815319922578e+05,-1.078871088291530214e+02,-1.328261373020299629e+02,8.440717867926638007e+01,8.440717867926638007e+01,9.042777859254600514e+01,4.007095968854591206e+01,4.007095968854591206e+01,4.007095968854591206e+01,3.321918166264788141e-02,1.008202997772294753e-04
2.371373705661655404e+05,-1.085445935753175206e+02,-1.333746043042615383e+02,8.418628213303578889e+01,8.418628213303578889e+01,9.020688204631539975e+01,3.965932908201394014e+01,3.965932908201394014e+01,3.965932908201394014e+01,3.238501498288764990e-02,9.615380041200277596e-05
2.398832919019489782e+05,-1.092029083141672032e+02,-1.339241327951313849e+02,8.396520377739005880e+01,8.396520377739005880e+01,8.998580369066968387e+01,3.924748336509915703e+01,3.924748336509915703e+01,3.924748336509915703e+01,3.157113421711221085e-02,9.170102039174503664e-05
2.426610095082414337e+05,-1.098620803754034938e+02,-1.344747447502514319e+02,8.374393031644216023e+01,8.374393031644216023e+01,8.976453022972178530e+01,3.883541640508080661e+01,3.883541640508080661e+01,3.883541640508080661e+01,3.077701608322467100e-02,8.745221629644759254e-05
2.454708915685033426e+05,-1.105221368860062512e+02,-1.350264620953378767e+02,8.352244827865987986e+01,8.352244827865987986e+01,8.954304819193950493e+01,3.842312198912579646e+01,3.842312198912579646e+01,3.842312198912579646e+01,3.000215217987650673e-02,8.339808904082548395e-05
2.483133105295567948e+05,-1.111831047180564411e+02,-1.355793066496579797e+02,8.330074400396767942e+01,8.330074400396767942e+01,8.932134391724730449e+01,3.801059382117918517e+01,3.801059382117918517e+01,3.801059382117918517e+01,2.924604849957623473e-02,7.952976351438886945e-05
2.511886431509582035e+05,-1.118450104288434801e+02,-1.361333000619216875e+02,8.307880363050772132e+01,8.307880363050772132e+01,8.909940354378734639e+01,3.759782551886920032e+01,3.759782551886920032e+01,3.759782551886920032e+01,2.850822496058073863e-02,7.583876916396476689e-05
2.540972705549306411e+05,-1.125078801924204015e+02,-1.366884637377748675e+02,8.285661308103442479e+01,8.285661308103442479e+01,8.887721299431404987e+01,3.718481061042740521e+01,3.718481061042740521e+01,3.718481061042740521e+01,2.778821495672385497e-02,7.231702147426344036e-05
2.570395782768864592e+05,-1.131717397216902441e+02,-1.372448187579707906e+02,8.263415804891245386e+01,8.263415804891245386e+01,8.865475796219207894e+01,3.677154253161860709e+01,3.677154253161860709e+01,3.677154253161860709e+01,2.708556492437039220e-02,6.895680430418853993e-05
2.600159563165272120e+05,-1.138366141799974400e+02,-1.378023857861883243e+02,8.241142398369019872e+01,8.241142398369019872e+01,8.843202389696982380e+01,3.635801462268166517e+01,3.635801462268166517e+01,3.635801462268166517e+01,2.639983392573582929e-02,6.575075303869686841e-05
2.630267991895381710e+05,-1.145025280810965569e+02,-1.383611849653629520e+02,8.218839607621669074e+01,8.218839607621669074e+01,8.820899598949631581e+01,3.594422012527769539e+01,3.594422012527769539e+01,3.594422012527769539e+01,2.573059324784381097e-02,6.269183851791790155e-05
2.660725059798813891e+05,-1.151695051762488475e+02,-1.389212358012762536e+02,8.196505924326936565e+01,8.196505924326936565e+01,8.798565915654899072e+01,3.553015217944446391e+01,3.553015217944446391e+01,3.553015217944446391e+01,2.507742601643350722e-02,5.977335170710935068e-05
2.691534803926913883e+05,-1.158375683270665775e+02,-1.394825570320181498e+02,8.174139811165814251e+01,8.174139811165814251e+01,8.776199802493776758e+01,3.511580382055551297e+01,3.511580382055551297e+01,3.511580382055551297e+01,2.443992682416374143e-02,5.698888907277609747e-05
2.722701308077915455e+05,-1.165067393625876662e+02,-1.400451664817997823e+02,8.151739700176858605e+01,8.151739700176858605e+01,8.753799691504821112e+01,3.470116797628093508e+01,3.470116797628093508e+01,3.470116797628093508e+01,2.381770137249062183e-02,5.433233863193342853e-05
2.754228703338163323e+05,-1.171770389189018999e+02,-1.406090808974340973e+02,8.129303991050689149e+01,8.129303991050689149e+01,8.731363982378651656e+01,3.428623746355111734e+01,3.428623746355111734e+01,3.428623746355111734e+01,2.321036612663328336e-02,5.179786664310751670e-05
2.786121168629772146e+05,-1.178484862594965676e+02,-1.411743157656464405e+02,8.106831049360351926e+01,8.106831049360351926e+01,8.708891040688314433e+01,3.387100498551759387e+01,3.387100498551759387e+01,3.387100498551759387e+01,2.261754798306042299e-02,4.937990490912218575e-05
2.818382931264454965e+05,-1.185210990742965151e+02,-1.417408851091873885e+02,8.084319204723419716e+01,8.084319204723419716e+01,8.686379196051382223e+01,3.345546312851413262e+01,3.345546312851413262e+01,3.345546312851413262e+01,2.203888394897169159e-02,4.707313866320566822e-05
2.851018267503909883e+05,-1.191948932551985081e+02,-1.423088012595421219e+02,8.061766748890994450e+01,8.061766748890994450e+01,8.663826740218956957e+01,3.303960435901218773e+01,3.303960435901218773e+01,3.303960435901218773e+01,2.147402083326034605e-02,4.487249501125380923e-05
2.884031503126605530e+05,-1.198698826456853794e+02,-1.428780746038195844e+02,8.039171933758856881e+01,8.039171933758856881e+01,8.641231925086819388e+01,3.262342102057221638e+01,3.262342102057221638e+01,3.262342102057221638e+01,2.092261494847939829e-02,4.277313190442070027e-05
2.917427014001166099e+05,-1.205460787619014837e+02,-1.434487133031978772e+02,8.016532969295423072e+01,8.016532969295423072e+01,8.618592960623385579e+01,3.220690533078771267e+01,3.220690533078771267e+01,3.220690533078771267e+01,2.038433182334965788e-02,4.077042761740703054e-05
2.951209226666390314e+05,-1.212234904823467048e+02,-1.440207229800803930e+02,7.993848021380961200e+01,7.993848021380961200e+01,8.595908012708923707e+01,3.179004937822101340e+01,3.179004937822101340e+01,3.179004937822101340e+01,1.985884592537342369e-02,3.885997070899547954e-05
2.985382618917957298e+05,-1.219021237031196279e+02,-1.445941063708902448e+02,7.971115209552125691e+01,7.971115209552125691e+01,8.573175200880088198e+01,3.137284511932944042e+01,3.137284511932944042e+01,3.137284511932944042e+01,1.934584039313789680e-02,3.703755044248951273e-05
3.019951720402018982e+05,-1.225819809554163839e+02,-1.451688629412050773e+02,7.948332604645341348e+01,7.948332604645341348e+01,8.550392595973303855e+01,3.095528437537892330e+01,3.095528437537892330e+01,3.095528437537892330e+01,1.884500677790998044e-02,3.529914764476045364e-05
3.054921113215509104e+05,-1.232630609817588265e+02,-1.457449884597047856e+02,7.925498226332422291e+01,7.925498226332422291e+01,8.527558217660384798e+01,3.053735882934633139e+01,3.053735882934633139e+01,3.053735882934633139e+01,1.835604479414846418e-02,3.364092598363001377e-05
3.090295432513591950e+05,-1.239453582672255720e+02,-1.463224745272004839e+02,7.902610040540869818e+01,7.902610040540869818e+01,8.504670031868833746e+01,3.011906002280498029e+01,3.011906002280498029e+01,3.011906002280498029e+01,1.787866207856804793e-02,3.205922364424060420e-05
3.126079367123955744e+05,-1.246288625217520263e+02,-1.469013080568103362e+02,7.879665956751327371e+01,7.879665956751327371e+01,8.481725948079289878e+01,2.970037935279609442e+01,2.970037935279609442e+01,2.970037935279609442e+01,1.741257395741789560e-02,3.055054538601040503e-05
3.162277660168379080e+05,-1.253135581094224449e+02,-1.474814707012010047e+02,7.856663825163533943e+01,7.856663825163533943e+01,8.458723816491496450e+01,2.928130806868031755e+01,2.928130806868031755e+01,2.928130806868031755e+01,1.695750322164171070e-02,2.911155496259889547e-05
3.198895109691396938e+05,-1.259994234205557717e+02,-1.480629382226946404e+02,7.833601433721983653e+01,7.833601433721983653e+01,8.435661425049944739e+01,2.886183726897077406e+01,2.886183726897077406e+01,2.886183726897077406e+01,1.651317990961087556e-02,2.773906788816152968e-05
3.235936569296281086e+05,-1.266864301823562187e+02,-1.486456798020099086e+02,7.810476504991504498e+01,7.810476504991504498e+01,8.412536496319468426e+01,2.844195789814427755e+01,2.844195789814427755e+01,2.844195789814427755e+01,1.607934109713045692e-02,2.643004453393644392e-05
3.273406948788386071e+05,-1.273745427039536366e+02,-1.492296572814596516e+02,7.787286692872400806e+01,7.787286692872400806e+01,8.389346684200361892e+01,2.802166074342925128e+01,2.802166074342925128e+01,2.802166074342925128e+01,1.565573069443422158e-02,2.518158353996005438e-05
3.311311214825907955e+05,-1.280637170518420191e+02,-1.498148243386114586e+02,7.764029579143920046e+01,7.764029579143920046e+01,8.366089570471882553e+01,2.760093643156887211e+01,2.760093643156887211e+01,2.760093643156887211e+01,1.524209924989704777e-02,2.399091552741727069e-05
3.349654391578279319e+05,-1.287539001520761133e+02,-1.504011255867688135e+02,7.740702669823940596e+01,7.740702669823940596e+01,8.342762661151903103e+01,2.717977542555601644e+01,2.717977542555601644e+01,2.717977542555601644e+01,1.483820376020376919e-02,2.285539709780376027e-05
3.388441561392027652e+05,-1.294450288161394838e+02,-1.509884955991842901e+02,7.717303391331955709e+01,7.717303391331955709e+01,8.319363382659918216e+01,2.675816802134078642e+01,2.675816802134078642e+01,2.675816802134078642e+01,1.444380748672950861e-02,2.177250510573253326e-05
3.427677865464504575e+05,-1.301370286882315952e+02,-1.515768578547503296e+02,7.693829086441087384e+01,7.693829086441087384e+01,8.295889077769049891e+01,2.633610434450497451e+01,2.633610434450497451e+01,2.633610434450497451e+01,1.405867977789074241e-02,2.073983119281334444e-05
3.467368504525316530e+05,-1.308298131128668160e+02,-1.521661236040588676e+02,7.670277010004068075e+01,7.670277010004068075e+01,8.272337001332032003e+01,2.591357434690391059e+01,2.591357434690391059e+01,2.591357434690391059e+01,1.368259589724359591e-02,1.975507657063386302e-05
3.507518739525679266e+05,-1.315232819232425641e+02,-1.527561906562847298e+02,7.646644324436613260e+01,7.646644324436613260e+01,8.248704315764577188e+01,2.549056780327214256e+01,2.549056780327214256e+01,2.549056780327214256e+01,1.331533685711125750e-02,1.881604704141739983e-05
3.548133892335760174e+05,-1.322173201528756010e+02,-1.533469420893908648e+02,7.622928094940367316e+01,7.622928094940367316e+01,8.224988086268328402e+01,2.506707430779044898e+01,2.506707430779044898e+01,2.506707430779044898e+01,1.295668925753363891e-02,1.792064824546500879e-05
3.589219346450049779e+05,-1.329117966756284090e+02,-1.539382448887749604e+02,7.599125284446068918e+01,7.599125284446068918e+01,8.201185275774030004e+01,2.464308327061230131e+01,2.464308327061230131e+01,2.464308327061230131e+01,1.260644513034164110e-02,1.706688112499609862e-05
3.630780547701017349e+05,-1.336065627825501849e+02,-1.545299485227808987e+02,7.575232748255831439e+01,7.575232748255831439e+01,8.177292739583792525e+01,2.421858391434517443e+01,2.421858391434517443e+01,2.421858391434517443e+01,1.226440178816478807e-02,1.625283759447708311e-05
3.672823004980842234e+05,-1.343014507080268913e+02,-1.551218834675677840e+02,7.551247228361867769e+01,7.551247228361867769e+01,8.153307219689830276e+01,2.379356527048685876e+01,2.379356527048685876e+01,2.379356527048685876e+01,1.193036167819337516e-02,1.547669640799623079e-05
3.715352290971727925e+05,-1.349962721226958990e+02,-1.557138596987907135e+02,7.527165347416568864e+01,7.527165347416568864e+01,8.129225338744531371e+01,2.336801617580955082e+01,2.336801617580955082e+01,2.336801617580955082e+01,1.160413224051794548e-02,1.473671921466463997e-05
3.758374042884443188e+05,-1.356908166164744785e+02,-1.563056651734412696e+02,7.502983602327107349e+01,7.502983602327107349e+01,8.105043593655069856e+01,2.294192526869281679e+01,2.294192526869281679e+01,2.294192526869281679e+01,1.128552577088302172e-02,1.403124679345630028e-05
3.801893963205612381e+05,-1.363848502019867794e+02,-1.568970643321306966e+02,7.478698357444841349e+01,7.478698357444841349e+01,8.080758348772803856e+01,2.251528098539771960e+01,2.251528098539771960e+01,2.251528098539771960e+01,1.097435928769264005e-02,1.335869545928048420e-05
3.845917820453535533e+05,-1.370781138766114964e+02,-1.574877966600370485e+02,7.454305837317460259e+01,7.454305837317460259e+01,8.056365828645422766e+01,2.208807155628148777e+01,2.208807155628148777e+01,2.208807155628148777e+01,1.067045440311700961e-02,1.271755363247101929e-05
3.890451449942804757e+05,-1.377703222903077744e+02,-1.580775753536726995e+02,7.429802118968561331e+01,7.429802118968561331e+01,8.031862110296523838e+01,2.166028500194711626e+01,2.166028500194711626e+01,2.166028500194711626e+01,1.037363719815272319e-02,1.210637856422880519e-05
3.935500754557780456e+05,-1.384611625761365588e+02,-1.586660861503877413e+02,7.405183123666185452e+01,7.405183123666185452e+01,8.007243114994147959e+01,2.123190912932386354e+01,2.123190912932386354e+01,2.123190912932386354e+01,1.008373810149645541e-02,1.152379321090071645e-05
3.981071705534969224e+05,-1.391502934107280680e+02,-1.592529863878595791e+02,7.380444608138120088e+01,7.380444608138120088e+01,7.982504599466082595e+01,2.080293152767497133e+01,2.080293152767497133e+01,2.080293152767497133e+01,9.800591772097768523e-03,1.096848325030608140e-05
4.027170343254595064e+05,-1.398373443824348783e+02,-1.598379043713060526e+02,7.355582155187585158e+01,7.355582155187585158e+01,7.957642146515547665e+01,2.037333956452563299e+01,2.037333956452563299e+01,2.037333956452563299e+01,9.524036985260702498e-03,1.043919423362997618e-05
4.073802778041121783e+05,-1.405219157549302054e+02,-1.604204391361823809e+02,7.330591163658677090e+01,7.330591163658677090e+01,7.932651154986639597e+01,1.994312038150979305e+01,1.994312038150979305e+01,1.994312038150979305e+01,9.253916522172535297e-03,9.934728866707996127e-06
4.120975190973303979e+05,-1.412035787227719936e+02,-1.610001607028792705e+02,7.305466837695412607e+01,7.305466837695412607e+01,7.907526829023375115e+01,1.951226089012534004e+01,1.951226089012534004e+01,1.951226089012534004e+01,8.990077062737798427e-03,9.453944414799594643e-06
4.168693834703355096e+05,-1.418818762618542166e+02,-1.615766109263449266e+02,7.280204175233102148e+01,7.280204175233102148e+01,7.882264166561064656e+01,1.908074776739731604e+01,1.908074776739731604e+01,1.908074776739731604e+01,8.732369081606532538e-03,8.995750225230674690e-06
4.216965034285822767e+05,-1.425563246804923097e+02,-1.621493050463748204e+02,7.254797955653963015e+01,7.254797955653963015e+01,7.856857946981925522e+01,1.864856745143801220e+01,1.864856745143801220e+01,1.864856745143801220e+01,8.480646747284464881e-03,8.559105362531508623e-06
4.265795188015925814e+05,-1.432264159746264625e+02,-1.627177340420543317e+02,7.229242726532221752e+01,7.229242726532221752e+01,7.831302717860182838e+01,1.821570613690088081e+01,1.821570613690088081e+01,1.821570613690088081e+01,8.234767824221845764e-03,8.143016350952050656e-06
4.315190768277650350e+05,-1.438916210817737067e+02,-1.632813678849820462e+02,7.203532789385779722e+01,7.203532789385779722e+01,7.805592780713742229e+01,1.778214977031955968e+01,1.778214977031955968e+01,1.778214977031955968e+01,7.994593577778884991e-03,7.746535019465239144e-06
4.365158322401665500e+05,-1.445513941113793237e+02,-1.638396597689252872e+02,7.177662184342743501e+01,7.177662184342743501e+01,7.779722175670706008e+01,1.734788404532488926e+01,1.734788404532488926e+01,1.734788404532488926e+01,7.759988681970822477e-03,7.368756444594939472e-06
4.415704473533120472e+05,-1.452051776028592656e+02,-1.643920513671974959e+02,7.151624673621087425e+01,7.151624673621087425e+01,7.753684664949049932e+01,1.691289439773261449e+01,1.691289439773261449e+01,1.691289439773261449e+01,7.530821129899709955e-03,7.008816986618805129e-06
4.466835921509634936e+05,-1.458524088261195288e+02,-1.649379791325436599e+02,7.125413723708386726e+01,7.125413723708386726e+01,7.727473715036349233e+01,1.647716600049162139e+01,1.647716600049162139e+01,1.647716600049162139e+01,7.306962146782183809e-03,6.665892414897651428e-06
4.518559443749226048e+05,-1.464925270926755161e+02,-1.654768816076553151e+02,7.099022486116058417e+01,7.099022486116058417e+01,7.701082477444020924e+01,1.604068375848697414e+01,1.604068375848697414e+01,1.604068375848697414e+01,7.088286105488680357e-03,6.339196118281423216e-06
4.570881896148751839e+05,-1.471249819897741133e+02,-1.660082076587175663e+02,7.072443776567797613e+01,7.072443776567797613e+01,7.674503767895758699e+01,1.560343230318423657e+01,1.560343230318423657e+01,1.560343230318423657e+01,6.874670444509099060e-03,6.027977396720812637e-06
4.623810213992603240e+05,-1.477492423874687404e+02,-1.665314254819373900e+02,7.045670052465968070e+01,7.045670052465968070e+01,7.647730043793930577e+01,1.516539598710853376e+01,1.516539598710853376e+01,1.516539598710853376e+01,6.665995588266798201e-03,5.731519830396502296e-06
4.677351412871981156e+05,-1.483648060032166711e+02,-1.670460321676222861e+02,7.018693388460998506e+01,7.018693388460998506e+01,7.620753379788961013e+01,1.472655887814561027e+01,1.472655887814561027e+01,1.472655887814561027e+01,6.462144869703233437e-03,5.449139722841953231e-06
4.731512589614812750e+05,-1.489712092453257242e+02,-1.675515635431358703e+02,6.991505449927809934e+01,6.991505449927809934e+01,7.593565441255772441e+01,1.428690475365424994e+01,1.428690475365424994e+01,1.428690475365424994e+01,6.263004455059711234e-03,5.180184614698559358e-06
4.786300923226380255e+05,-1.495680370015829510e+02,-1.680476039610611849e+02,6.964097464129412174e+01,6.964097464129412174e+01,7.566157455457374681e+01,1.384641709437853407e+01,1.384641709437853407e+01,1.384641709437853407e+01,6.068463270785190780e-03,4.924031864895043793e-06
4.841723675840998767e+05,-1.501549319991734706e+02,-1.685337956586809867e+02,6.936460188820198880e+01,6.936460188820198880e+01,7.538520180148161387e+01,1.340507907814529709e+01,1.340507907814529709e+01,1.340507907814529709e+01,5.878412932501077617e-03,4.680087296187871021e-06
4.897788193684456637e+05,-1.507316033426679383e+02,-1.690098472955520492e+02,6.908583878010416868e+01,6.908583878010416868e+01,7.510643869338379375e+01,1.296287357333684298e+01,1.296287357333684298e+01,1.296287357333684298e+01,5.692747675958409644e-03,4.447783902142181522e-06
4.954501908047905308e+05,-1.512978338432609178e+02,-1.694755412823547829e+02,6.880458244576803395e+01,6.880458244576803395e+01,7.482518235904765902e+01,1.251978313212010185e+01,1.251978313212010185e+01,1.251978313212010185e+01,5.511364289922096246e-03,4.226580612761236856e-06
5.011872336272724788e+05,-1.518534857871214854e+02,-1.699307395488804104e+02,6.852072419363481970e+01,6.852072419363481970e+01,7.454132410691444477e+01,1.207578998342184917e+01,1.207578998342184917e+01,1.207578998342184917e+01,5.334162050923014001e-03,4.015961116104656156e-06
5.069907082747044624e+05,-1.523985048533619420e+02,-1.703753874616591588e+02,6.823414906368873289e+01,6.823414906368873289e+01,7.425474897696835797e+01,1.163087602562977452e+01,1.163087602562977452e+01,1.163087602562977452e+01,5.161042659817252284e-03,3.815432733351982822e-06
5.128613839913647971e+05,-1.529329219791004846e+02,-1.708095156887065400e+02,6.794473533559555278e+01,6.794473533559555278e+01,7.396533524887517785e+01,1.118502281900567397e+01,1.118502281900567397e+01,1.118502281900567397e+01,4.991910180096948216e-03,3.624525344887791130e-06
5.188000389289609739e+05,-1.534568530737839467e+02,-1.712332399135522394e+02,6.765235398787646659e+01,6.765235398787646659e+01,7.367295390115609166e+01,1.073821157779111424e+01,1.073821157779111424e+01,1.073821157779111424e+01,4.826670977897353290e-03,3.442790365092252456e-06
5.248074602497733431e+05,-1.539704965983597447e+02,-1.716467584141410043e+02,6.735686810213843501e+01,6.735686810213843501e+01,7.337746801541806008e+01,1.029042316198725615e+01,1.029042316198725615e+01,1.029042316198725615e+01,4.665233663647423007e-03,3.269799763627639242e-06
5.308844442309879232e+05,-1.544741291369132341e+02,-1.720503476342206000e+02,6.705813220551429765e+01,6.705813220551429765e+01,7.307873211879392272e+01,9.841638068789320570e+00,9.841638068789320570e+00,9.841638068789320570e+00,4.507509035313226990e-03,3.105145131111583940e-06
5.370317963702533161e+05,-1.549680991890664075e+02,-1.724443559755125932e+02,6.675599154344726571e+01,6.675599154344726571e+01,7.277659145672689078e+01,9.391836423652788923e+00,9.391836423652788923e+00,9.391836423652788923e+00,4.353410023184448550e-03,2.948436787162951929e-06
5.432503314924325095e+05,-1.554528194923253750e+02,-1.728291961198538047e+02,6.645028127376565408e+01,6.645028127376565408e+01,7.247088118704527915e+01,8.940997970972482278e+00,8.940997970972482278e+00,8.940997970972482278e+00,4.202851636157710347e-03,2.799302928899642229e-06
5.495408738576248288e+05,-1.559287582388271289e+02,-1.732053362457568255e+02,6.614082557158477016e+01,6.614082557158477016e+01,7.216142548486439523e+01,8.489102064346299770e+00,8.489102064346299770e+00,8.489102064346299770e+00,4.055750909469434985e-03,2.657388818052025242e-06
5.559042572704036720e+05,-1.563964295778235396e+02,-1.735732905307284568e+02,6.582743663292063729e+01,6.582743663292063729e+01,7.184803654620026236e+01,8.036127656403991182e+00,8.036127656403991182e+00,8.036127656403991182e+00,3.912026853835819627e-03,2.522356004942526859e-06
5.623413251903491328e+05,-1.568563837942873533e+02,-1.739336093297305013e+02,6.550991356292914247e+01,6.550991356292914247e+01,7.153051347620876754e+01,7.582053288169814387e+00,7.582053288169814387e+00,7.582053288169814387e+00,3.771600405955729055e-03,2.393881587657967443e-06
5.688529308438412845e+05,-1.573091975284608566e+02,-1.742868693946017515e+02,6.518804113235029263e+01,6.518804113235029263e+01,7.120864104562991770e+01,7.126857077935023099e+00,7.126857077935023099e+00,7.126857077935023099e+00,3.634394380336518349e-03,2.271657504820011960e-06
5.754399373371566180e+05,-1.577554643562887406e+02,-1.746336644543843022e+02,6.486158838294130646e+01,6.486158838294130646e+01,7.088218829622093153e+01,6.670516709609013439e+00,6.670516709609013439e+00,6.670516709609013439e+00,3.500333422402405591e-03,2.155389860429678428e-06
5.821032177708721720e+05,-1.581957859928001255e+02,-1.749745964186171818e+02,6.453030705933426248e+01,6.453030705933426248e+01,7.055090697261388755e+01,6.213009420518847747e+00,6.213009420518847747e+00,6.213009420518847747e+00,3.369343962847243246e-03,2.044798279331858718e-06
5.888436553555884166e+05,-1.586307643161108558e+02,-1.753102674012687885e+02,6.419392984072035802e+01,6.419392984072035802e+01,7.021452975399998309e+01,5.754311988625078200e+00,5.754311988625078200e+00,5.754311988625078200e+00,3.241354173194688736e-03,1.939615291911662532e-06
5.956621435290109366e+05,-1.590609943446821148e+02,-1.756412726979435774e+02,6.385216834088139137e+01,6.385216834088139137e+01,6.987276825416101644e+01,5.294400719117556164e+00,5.294400719117556164e+00,5.294400719117556164e+00,3.116293922529404445e-03,1.839585746696853050e-06
6.025595860743580852e+05,-1.594870582395367080e+02,-1.759681947880645225e+02,6.350471083916321646e+01,6.350471083916321646e+01,6.952531075244283443e+01,4.833251430358488143e+00,4.833251430358488143e+00,4.833251430358488143e+00,2.994094735365643474e-03,1.744466249602020252e-06
6.095368972401693463e+05,-1.599095203497051330e+02,-1.762915983803017070e+02,6.315121969773791477e+01,6.315121969773791477e+01,6.917181961101752563e+01,4.370839439130211446e+00,4.370839439130211446e+00,4.370839439130211446e+00,2.874689750618538396e-03,1.654024628605727809e-06
6.165950018614821602e+05,-1.603289232752132705e+02,-1.766120264755605831e+02,6.279132841161641210e+01,6.279132841161641210e+01,6.881192832489604427e+01,3.907139545150673854e+00,3.907139545150673854e+00,3.907139545150673854e+00,2.758013681646660255e-03,1.568039422708392208e-06
6.237348354824191192e+05,-1.607457848882209532e+02,-1.769299973881369965e+02,6.242463822689714448e+01,6.242463822689714448e+01,6.844523814017676955e+01,3.442126014812048496e+00,3.442126014812048496e+00,3.442126014812048496e+00,2.644002777334014329e-03,1.486299394069722657e-06
6.309573444801942678e+05,-1.611605962292131835e+02,-1.772460026419411179e+02,6.205071424911700717e+01,6.205071424911700717e+01,6.807131416239663224e+01,2.975772564097955541e+00,2.975772564097955541e+00,2.975772564097955541e+00,2.532594784181364800e-03,1.408603062275019148e-06
6.382634861905482830e+05,-1.615738201805192489e+02,-1.775605056440654721e+02,6.166908094656163541e+01,6.166908094656163541e+01,6.768968085984126049e+01,2.508052340632115573e+00,2.508052340632115573e+00,2.508052340632115573e+00,2.423728909377607064e-03,1.334758259727185627e-06
6.456542290346563095e+05,-1.619858908125287371e+02,-1.778739410310651579e+02,6.127921693201238895e+01,6.127921693201238895e+01,6.729981684529201402e+01,2.038937904806292778e+00,2.038937904806292778e+00,2.038937904806292778e+00,2.317345784822463697e-03,1.264581707206433321e-06
6.531305526474716607e+05,-1.623972132972494933e+02,-1.781867145825953287e+02,6.088054887936236526e+01,6.088054887936236526e+01,6.690114879264199033e+01,1.568401209937798413e+00,1.568401209937798413e+00,1.568401209937798413e+00,2.213387432073843971e-03,1.197898608683898881e-06
6.606934480075964238e+05,-1.628081642877906461e+02,-1.784992036009882383e+02,6.047244439705320218e+01,6.047244439705320218e+01,6.649304431033283436e+01,1.096413581395619508e+00,1.096413581395619508e+00,1.096413581395619508e+00,2.111797228192162975e-03,1.134542264515557086e-06
6.683439175686149392e+05,-1.632190926695145095e+02,-1.788117576625143670e+02,6.005420363602390665e+01,6.005420363602390665e+01,6.607480354930353883e+01,6.229456946407373463e-01,6.229456946407373463e-01,6.229456946407373463e-01,2.012519872457116041e-03,1.074353702183849577e-06
6.760829753919818904e+05,-1.636303205978063602e+02,-1.791246996552745827e+02,5.962504935253850391e+01,5.962504935253850391e+01,6.564564926581812188e+01,1.479675521132160776e-01,1.479675521132160776e-01,1.479675521132160776e-01,1.915501353930879188e-03,1.017181323790808053e-06
6.839116472814292647e+05,-1.640421447476293508e+02,-1.794383270288918766e+02,5.918411507141730254e+01,5.918411507141730254e+01,6.520471498469692051e+01,-3.285515410975313744e-01,-3.285515410975313744e-01,-3.285515410975313744e-01,1.820688919844354325e-03,9.628805695435794264e-07
6.918309709189363057e+05,-1.644548377105371060e+02,-1.797529131916739971e+02,5.873043089653064897e+01,5.873043089653064897e+01,6.475103080981027404e+01,-8.066430028712840983e-01,-8.066430028712840983e-01,-8.066430028712840983e-01,1.728031044782728405e-03,9.113135965070461451e-07
6.998419960022745654e+05,-1.648686494850314261e+02,-1.800687090011341240e+02,5.826290638406746325e+01,5.826290638406746325e+01,6.428350629734708832e+01,-1.286339001038781404e+00,-1.286339001038781404e+00,-1.286339001038781404e+00,1.637477400647729432e-03,8.623489719313386284e-07
7.079457843841373688e+05,-1.652838090157129614e+02,-1.803859443033170464e+02,5.778030971734450816e+01,5.778030971734450816e+01,6.380090963062413323e+01,-1.767672481805715456e+00,-1.767672481805715456e+00,-1.767672481805715456e+00,1.548978827374715731e-03,8.158613804933819525e-07
7.161434102129027015e+05,-1.657005257453498075e+02,-1.807048294850559387e+02,5.728124218132133905e+01,5.728124218132133905e+01,6.330184209460096412e+01,-2.250677199704630205e+00,-2.250677199704630205e+00,-2.250677199704630205e+00,1.462487304382978186e-03,7.717313448213840956e-07
7.244359600749891251e+05,-1.661189911516627262e+02,-1.810255570109571011e+02,5.676410660335878333e+01,5.676410660335878333e+01,6.278470651663840840e+01,-2.735387749160673732e+00,-2.735387749160673732e+00,-2.735387749160673732e+00,1.377955922739225675e-03,7.298449587002420463e-07
7.328245331389044877e+05,-1.665393802472790981e+02,-1.813483029235652566e+02,5.622706796340172275e+01,5.622706796340172275e+01,6.224766787668134782e+01,-3.221839597770910224e+00,-3.221839597770910224e+00,-3.221839597770910224e+00,1.295338858013366998e-03,6.900936323823542197e-07
