frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_CM_phase_deg
1.678804018122562394e+07,1.936354364088219745e-04,1.936354364088219745e-04,3.872708728176439490e-04,4.573969677313647253e+01,4.573969677313647253e+01,5.176029668641608339e+01,3.503318354384403754e-01
1.698243652461745963e+07,1.955428785935713423e-04,1.955428785935713423e-04,3.910857571871426846e-04,4.582484008320280111e+01,4.582484008320280111e+01,5.184543999648242618e+01,3.569943489939895187e-01
1.717908387157589570e+07,1.972973478891331149e-04,1.972973478891331149e-04,3.945946957782662298e-04,4.590242494834274112e+01,4.590242494834274112e+01,5.192302486162236619e+01,3.638555892878426179e-01
1.737800828749376163e+07,1.989105427826404259e-04,1.989105427826404259e-04,3.978210855652808517e-04,4.597315604971662850e+01,4.597315604971662850e+01,5.199375596299625357e+01,3.709234529212406262e-01
1.757923613958692923e+07,2.003944982275284673e-04,2.003944982275284673e-04,4.007889964550569346e-04,4.603771587861227488e+01,4.603771587861227488e+01,5.205831579189188574e+01,3.782057717597898661e-01
1.778279410038922727e+07,2.017619234321882816e-04,2.017619234321882816e-04,4.035238468643765632e-04,4.609678418910074527e+01,4.609678418910074527e+01,5.211738410238037034e+01,3.857101265057728545e-01
1.798870915128787234e+07,2.030266199050570323e-04,2.030266199050570323e-04,4.060532398101140646e-04,4.615105968633693578e+01,4.615105968633693578e+01,5.217165959961656085e+01,3.934435664217943995e-01
1.819700858609982580e+07,2.042040185733471095e-04,2.042040185733471095e-04,4.084080371466942191e-04,4.620128568812823033e+01,4.620128568812823033e+01,5.222188560140784830e+01,4.014121888476888111e-01
1.840772001468954608e+07,2.053118933565986170e-04,2.053118933565986170e-04,4.106237867131972341e-04,4.624828216028404171e+01,4.624828216028404171e+01,5.226888207356366678e+01,4.096205054955731617e-01
1.862087136662869528e+07,2.063713386000315647e-04,2.063713386000315647e-04,4.127426772000631293e-04,4.629298762342712337e+01,4.629298762342712337e+01,5.231358753670674844e+01,4.180704779785000547e-01
1.883649089489801973e+07,2.074081474794273964e-04,2.074081474794273964e-04,4.148162949588547928e-04,4.633651624991843221e+01,4.633651624991843221e+01,5.235711616319805728e+01,4.267600285006376004e-01
1.905460717963248119e+07,2.084548131508099852e-04,2.084548131508099852e-04,4.169096263016199705e-04,4.638023854580229965e+01,4.638023854580229965e+01,5.240083845908192473e+01,4.356806958807765695e-01
1.927524913190936670e+07,2.095535234869343199e-04,2.095535234869343199e-04,4.191070469738686398e-04,4.642589935141135982e+01,4.642589935141135982e+01,5.244649926469098489e+01,4.448138574774103127e-01
1.949844599758045375e+07,2.107607930259860465e-04,2.107607930259860465e-04,4.215215860519720931e-04,4.647579648032301947e+01,4.647579648032301947e+01,5.249639639360264454e+01,4.541244595385575678e-01
1.972422736114853248e+07,2.121548977706660651e-04,2.121548977706660651e-04,4.243097955413321302e-04,4.653306124528824483e+01,4.653306124528824483e+01,5.255366115856786990e+01,4.635502388709875632e-01
1.995262314968878776e+07,2.138483311639471929e-04,2.138483311639471929e-04,4.276966623278943857e-04,4.660211730891369797e+01,4.660211730891369797e+01,5.262271722219332304e+01,4.729823839070991798e-01
2.018366363681559637e+07,2.160097585318428582e-04,2.160097585318428582e-04,4.320195170636857165e-04,4.668946742864815036e+01,4.668946742864815036e+01,5.271006734192777543e+01,4.822289801131919296e-01
2.041737944669531658e+07,2.189051722979816874e-04,2.189051722979816874e-04,4.378103445959633747e-04,4.680512046424435368e+01,4.680512046424435368e+01,5.282572037752397875e+01,4.909413290510032946e-01
2.065380155810531229e+07,2.229812074585885010e-04,2.229812074585885010e-04,4.459624149171770020e-04,4.696536525729092659e+01,4.696536525729092659e+01,5.298596517057055166e+01,4.984529467656294011e-01
2.089296130854040757e+07,2.290514113726413816e-04,2.290514113726413816e-04,4.581028227452827633e-04,4.719865944326031126e+01,4.719865944326031126e+01,5.321925935653992923e+01,5.033890913214863483e-01
2.113489039836647734e+07,2.387724335130353350e-04,2.387724335130353350e-04,4.775448670260706700e-04,4.755968371344855683e+01,4.755968371344855683e+01,5.358028362672818190e+01,5.025772069433659395e-01
2.137962089502232522e+07,2.561210518277661960e-04,2.561210518277661960e-04,5.122421036555323921e-04,4.816890553398253161e+01,4.816890553398253161e+01,5.418950544726215668e+01,4.873310257525198530e-01
2.162718523727020249e+07,2.936493290884062044e-04,2.936493290884062044e-04,5.872986581768124088e-04,4.935658025862559839e+01,4.935658025862559839e+01,5.537718017190522346e+01,4.260029695946224160e-01
2.187761623949551955e+07,4.226454319207375958e-04,4.226454319207375958e-04,8.452908638414751916e-04,5.251952358702659751e+01,5.251952358702659751e+01,5.854012350030622258e+01,1.075592897913967283e-01
2.213094709605636448e+07,1.241954218933542711e-03,1.241954218933542711e-03,2.483908437867085421e-03,6.188211174239917511e+01,6.188211174239917511e+01,6.790271165567880018e+01,-1.738189376350158568e+02
2.238721138568342477e+07,5.036082328850944760e-06,5.036082328850944760e-06,1.007216465770188952e-05,1.404185642503662557e+01,1.404185642503662557e+01,2.006245633831624886e+01,-1.569184677720986087e+02
2.264644307593061775e+07,7.751640831581362273e-05,7.751640831581362273e-05,1.550328166316272455e-04,3.778787283380574280e+01,3.778787283380574280e+01,4.380847274708536787e+01,2.490039344906988528e-01
2.290867652767774835e+07,1.059467603200400733e-04,1.059467603200400733e-04,2.118935206400801466e-04,4.050175362459063422e+01,4.050175362459063422e+01,4.652235353787025929e+01,5.339399925879082520e-01
2.317394649968479574e+07,1.194313650425398181e-04,1.194313650425398181e-04,2.388627300850796361e-04,4.154236792214565810e+01,4.154236792214565810e+01,4.756296783542528317e+01,6.214011048493121026e-01
2.344228815319922566e+07,1.266057219121192068e-04,1.266057219121192068e-04,2.532114438242384137e-04,4.204906667898282535e+01,4.204906667898282535e+01,4.806966659226245042e+01,6.704373122606185342e-01
2.371373705661655217e+07,1.304846389709160201e-04,1.304846389709160201e-04,2.609692779418320402e-04,4.231118776561945083e+01,4.231118776561945083e+01,4.833178767889907590e+01,7.076007737270035847e-01
2.398832919019489735e+07,1.323948359064025342e-04,1.323948359064025342e-04,2.647896718128050684e-04,4.243742091338901190e+01,4.243742091338901190e+01,4.845802082666863697e+01,7.406070444912619122e-01
2.426610095082414150e+07,1.330110455418582528e-04,1.330110455418582528e-04,2.660220910837165055e-04,4.247775414546133987e+01,4.247775414546133987e+01,4.849835405874095784e+01,7.724649241185447268e-01
2.454708915685028583e+07,1.327123995046055303e-04,1.327123995046055303e-04,2.654247990092110606e-04,4.245823002998726992e+01,4.245823002998726992e+01,4.847882994326689499e+01,8.046258726590131971e-01
2.483133105295572802e+07,1.317280555064809591e-04,1.317280555064809591e-04,2.634561110129619182e-04,4.239356562133816908e+01,4.239356562133816908e+01,4.841416553461779415e+01,8.379346507296913105e-01
2.511886431509582326e+07,1.302044307887049220e-04,1.302044307887049220e-04,2.604088615774098441e-04,4.229251526595586341e+01,4.229251526595586341e+01,4.831311517923548848e+01,8.729794969540596306e-01
2.540972705549306422e+07,1.282392227257335708e-04,1.282392227257335708e-04,2.564784454514671417e-04,4.216041754079765269e+01,4.216041754079765269e+01,4.818101745407727066e+01,9.102425616672977782e-01
2.570395782768864557e+07,1.258999021628640622e-04,1.258999021628640622e-04,2.517998043257281245e-04,4.200050785233281658e+01,4.200050785233281658e+01,4.802110776561244165e+01,9.501744620018169885e-01
2.600159563165272027e+07,1.232343631242755280e-04,1.232343631242755280e-04,2.464687262485510560e-04,4.181463649980977237e+01,4.181463649980977237e+01,4.783523641308939744e+01,9.932376423008216770e-01
2.630267991895381361e+07,1.202773540183408745e-04,1.202773540183408745e-04,2.405547080366817489e-04,4.160367730977451828e+01,4.160367730977451828e+01,4.762427722305414335e+01,1.039936906594706612e+00
2.660725059798808396e+07,1.170545192746020989e-04,1.170545192746020989e-04,2.341090385492041977e-04,4.136776371445606770e+01,4.136776371445606770e+01,4.738836362773568567e+01,1.090845784286874842e+00
2.691534803926913813e+07,1.135850270075766536e-04,1.135850270075766536e-04,2.271700540151533072e-04,4.110642171261153521e+01,4.110642171261153521e+01,4.712702162589116028e+01,1.146633642583719137e+00
2.722701308077915385e+07,1.098833282175324625e-04,1.098833282175324625e-04,2.197666564350649250e-04,4.081863610281516941e+01,4.081863610281516941e+01,4.683923601609479448e+01,1.208097157264698573e+00
2.754228703338168934e+07,1.059603651418055537e-04,1.059603651418055537e-04,2.119207302836111073e-04,4.050286892432681896e+01,4.050286892432681896e+01,4.652346883760644403e+01,1.276199672223203407e+00
2.786121168629772216e+07,1.018244203064279873e-04,1.018244203064279873e-04,2.036488406128559745e-04,4.015703892592208035e+01,4.015703892592208035e+01,4.617763883920169832e+01,1.352122741885901203e+00
2.818382931264454871e+07,9.748172545134664287e-05,9.748172545134664287e-05,1.949634509026932857e-04,3.977846415407127978e+01,3.977846415407127978e+01,4.579906406735090485e+01,1.437335787830340772e+00
2.851018267503909767e+07,9.293690659077093966e-05,9.293690659077093966e-05,1.858738131815418793e-04,3.936376425743056728e+01,3.936376425743056728e+01,4.538436417071019235e+01,1.533692648963680183e+00
2.884031503126605600e+07,8.819331532770103069e-05,8.819331532770103069e-05,1.763866306554020614e-04,3.890871337467452662e+01,3.890871337467452662e+01,4.492931328795415169e+01,1.643568596660782477e+00
2.917427014001166075e+07,8.325328028425450257e-05,8.325328028425450257e-05,1.665065605685090051e-04,3.840802708531723653e+01,3.840802708531723653e+01,4.442862699859685449e+01,1.770059534215660868e+00
2.951209226666384190e+07,7.811830231738871983e-05,7.811830231738871983e-05,1.562366046347774397e-04,3.785505593087200538e+01,3.785505593087200538e+01,4.387565584415163045e+01,1.917279327046617521e+00
2.985382618917963281e+07,7.278921095596912105e-05,7.278921095596912105e-05,1.455784219119382421e-04,3.724134023199446375e+01,3.724134023199446375e+01,4.326194014527409593e+01,2.090816941367720894e+00
3.019951720402019098e+07,6.726629618882494759e-05,6.726629618882494759e-05,1.345325923776498952e-04,3.655595030509373800e+01,3.655595030509373800e+01,4.257655021837337017e+01,2.298463609770142746e+00
3.054921113215515390e+07,6.154942922117652144e-05,6.154942922117652144e-05,1.230988584423530429e-04,3.578448059709558748e+01,3.578448059709558748e+01,4.180508051037521255e+01,2.551416464828087705e+00
3.090295432513592020e+07,5.563818919631130549e-05,5.563818919631130549e-05,1.112763783926226110e-04,3.490745973953923453e+01,3.490745973953923453e+01,4.092805965281885960e+01,2.866367332577198557e+00
3.126079367123955861e+07,4.953202390058547610e-05,4.953202390058547610e-05,9.906404780117095219e-05,3.389772147622429799e+01,3.389772147622429799e+01,3.991832138950392306e+01,3.269341400066946512e+00
3.162277660168379173e+07,4.323050226040858144e-05,4.323050226040858144e-05,8.646100452081716288e-05,3.271580562561950245e+01,3.271580562561950245e+01,3.873640553889912752e+01,3.803270744988093366e+00
3.198895109691397101e+07,3.673380029799920522e-05,3.673380029799920522e-05,7.346760059599841044e-05,3.130131721273983203e+01,3.130131721273983203e+01,3.732191712601945710e+01,4.544352132747698114e+00
3.235936569296281040e+07,3.004382868361903645e-05,3.004382868361903645e-05,6.008765736723807290e-05,2.955510553749143199e+01,2.955510553749143199e+01,3.557570545077106061e+01,5.641875878567767622e+00
3.273406948788379505e+07,2.316743082004125293e-05,2.316743082004125293e-05,4.633486164008250585e-05,2.729755749708157353e+01,2.729755749708157353e+01,3.331815741036119505e+01,7.432869868342596220e+00
3.311311214825914428e+07,1.612827266169434176e-05,1.612827266169434176e-05,3.225654532338868353e-05,2.415175713864731222e+01,2.415175713864731222e+01,3.017235705192693729e+01,1.086730123761981837e+01
3.349654391578279436e+07,9.037001669028640787e-06,9.037001669028640787e-06,1.807400333805728157e-05,1.912048724979604231e+01,1.912048724979604231e+01,2.514108716307566382e+01,1.995885013837560606e+01
3.388441561392027140e+07,3.265803972192836940e-06,3.265803972192836940e-06,6.531607944385673880e-06,1.027980225865627872e+01,1.027980225865627872e+01,1.630040217193590379e+01,7.335970428357401829e+01
3.427677865464504808e+07,7.541608773842834510e-06,7.541608773842834510e-06,1.508321754768566902e-05,1.754927998656257060e+01,1.754927998656257060e+01,2.356987989984219567e+01,1.551136456733633793e+02
3.467368504525316507e+07,1.518391899382231841e-05,1.518391899382231841e-05,3.036783798764463682e-05,2.362767756258399032e+01,2.362767756258399032e+01,2.964827747586360829e+01,1.677618689242040944e+02
3.507518739525679499e+07,2.329091951217704821e-05,2.329091951217704821e-05,4.658183902435409642e-05,2.734373269141632079e+01,2.734373269141632079e+01,3.336433260469594586e+01,1.719442260809544791e+02
3.548133892335753143e+07,3.168516820946716035e-05,3.168516820946716035e-05,6.337033641893432070e-05,3.001712034079183056e+01,3.001712034079183056e+01,3.603772025407145208e+01,1.740043945883809613e+02
3.589219346450050175e+07,4.033499456387600903e-05,4.033499456387600903e-05,8.066998912775201805e-05,3.211364005494431950e+01,3.211364005494431950e+01,3.813423996822394457e+01,1.752278287619137416e+02
3.630780547701017559e+07,4.923292590848543415e-05,4.923292590848543415e-05,9.846585181697086831e-05,3.384511293245696351e+01,3.384511293245696351e+01,3.986571284573658858e+01,1.760376466769372712e+02
3.672823004980850220e+07,5.837839198448699281e-05,5.837839198448699281e-05,1.167567839689739856e-04,3.532504256607794701e+01,3.532504256607794701e+01,4.134564247935756498e+01,1.766131252763267412e+02
3.715352290971727669e+07,6.777347584692568151e-05,6.777347584692568151e-05,1.355469516938513630e-04,3.662119519086742514e+01,3.662119519086742514e+01,4.264179510414705732e+01,1.770430949623188042e+02
3.758374042884442955e+07,7.742151726348112854e-05,7.742151726348112854e-05,1.548430345269622571e-04,3.777723356252120368e+01,3.777723356252120368e+01,4.379783347580082875e+01,1.773765537430229813e+02
3.801893963205612451e+07,8.732656019386420736e-05,8.732656019386420736e-05,1.746531203877284147e-04,3.882292707142883614e+01,3.882292707142883614e+01,4.484352698470846121e+01,1.776427316812590220e+02
3.845917820453535020e+07,9.749310401844084339e-05,9.749310401844084339e-05,1.949862080368816868e-04,3.977947795650311491e+01,3.977947795650311491e+01,4.580007786978273998e+01,1.778601423282020164e+02
3.890451449942804873e+07,1.079259803966332691e-04,1.079259803966332691e-04,2.158519607932665382e-04,4.066252004930671404e+01,4.066252004930671404e+01,4.668311996258633911e+01,1.780410797934240179e+02
3.935500754557772726e+07,1.186302878556353996e-04,1.186302878556353996e-04,2.372605757112707992e-04,4.148391168431763987e+01,4.148391168431763987e+01,4.750451159759726494e+01,1.781940272857456762e+02
3.981071705534977466e+07,1.296113552142859533e-04,1.296113552142859533e-04,2.592227104285719065e-04,4.225286103236972224e+01,4.225286103236972224e+01,4.827346094564934731e+01,1.783250271350813136e+02
4.027170343254595250e+07,1.408747204304701156e-04,1.408747204304701156e-04,2.817494408609402313e-04,4.297666134372749980e+01,4.297666134372749980e+01,4.899726125700712487e+01,1.784384995684197861e+02
4.073802778041130304e+07,1.524261181921682587e-04,1.524261181921682587e-04,3.048522363843365174e-04,4.366118779346677314e+01,4.366118779346677314e+01,4.968178770674639111e+01,1.785377526914597297e+02
4.120975190973304212e+07,1.642714727239350154e-04,1.642714727239350154e-04,3.285429454478700309e-04,4.431124301376879515e+01,4.431124301376879515e+01,5.033184292704842022e+01,1.786253114847011432e+02
4.168693834703355283e+07,1.764168938502200094e-04,1.764168938502200094e-04,3.528337877004400188e-04,4.493080342483018086e+01,4.493080342483018086e+01,5.095140333810980593e+01,1.787031365512251853e+02
4.216965034285822511e+07,1.888686751805614659e-04,1.888686751805614659e-04,3.777373503611229318e-04,4.552319867941829301e+01,4.552319867941829301e+01,5.154379859269791808e+01,1.787727734321093180e+02
