frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_CM_phase_deg
1.603245390690041822e+05,3.835514739763907360e-02,3.835514739763907360e-02,7.671029479527814721e-02,9.167647312130831949e+01,9.167647312130831949e+01,9.769707303458794456e+01,-1.799954499399273402e+02
1.621810097358929925e+05,3.738778326006828717e-02,3.738778326006828717e-02,7.477556652013657434e-02,9.145459432771150432e+01,9.145459432771150432e+01,9.747519424099112939e+01,-1.799954470429655373e+02
1.640589773199538758e+05,3.644579185566621665e-02,3.644579185566621665e-02,7.289158371133243330e-02,9.123294781117708396e+01,9.123294781117708396e+01,9.725354772445670903e+01,-1.799954433667343210e+02
1.659586907437563059e+05,3.552842787133841940e-02,3.552842787133841940e-02,7.105685574267683879e-02,9.101151980871787828e+01,9.101151980871787828e+01,9.703211972199750335e+01,-1.799954389175217386e+02
1.678804018122559064e+05,3.463497173992822337e-02,3.463497173992822337e-02,6.926994347985644673e-02,9.079029675229200791e+01,9.079029675229200791e+01,9.681089666557163298e+01,-1.799954337012250960e+02
1.698243652461745951e+05,3.376472856640051756e-02,3.376472856640051756e-02,6.752945713280103512e-02,9.056926525580888665e+01,9.056926525580888665e+01,9.658986516908851172e+01,-1.799954277233648270e+02
1.717908387157585821e+05,3.291702710761620909e-02,3.291702710761620909e-02,6.583405421523241818e-02,9.034841210245775756e+01,9.034841210245775756e+01,9.636901201573738263e+01,-1.799954209890979655e+02
1.737800828749376233e+05,3.209121880257623238e-02,3.209121880257623238e-02,6.418243760515246477e-02,9.012772423233181485e+01,9.012772423233181485e+01,9.614832414561143992e+01,-1.799954135032305089e+02
1.757923613958693168e+05,3.128667685023708150e-02,3.128667685023708150e-02,6.257335370047416301e-02,8.990718873032636793e+01,8.990718873032636793e+01,9.592778864360599300e+01,-1.799954052702295826e+02
1.778279410038922797e+05,3.050279533217197317e-02,3.050279533217197317e-02,6.100559066434394634e-02,8.968679281428600802e+01,8.968679281428600802e+01,9.570739272756563309e+01,-1.799953962942346095e+02
1.798870915128787456e+05,2.973898837754292146e-02,2.973898837754292146e-02,5.947797675508584292e-02,8.946652382338027110e+01,8.946652382338027110e+01,9.548712373665986775e+01,-1.799953865790679117e+02
1.819700858609982533e+05,2.899468936800279895e-02,2.899468936800279895e-02,5.798937873600559789e-02,8.924636920668559981e+01,8.924636920668559981e+01,9.526696911996522488e+01,-1.799953761282450273e+02
1.840772001468958333e+05,2.826935018030250768e-02,2.826935018030250768e-02,5.653870036060501536e-02,8.902631651195352447e+01,8.902631651195352447e+01,9.504691642523314954e+01,-1.799953649449841748e+02
1.862087136662865523e+05,2.756244046451888571e-02,2.756244046451888571e-02,5.512488092903777143e-02,8.880635337454478417e+01,8.880635337454478417e+01,9.482695328782440924e+01,-1.799953530322154904e+02
1.883649089489802136e+05,2.687344695594673719e-02,2.687344695594673719e-02,5.374689391189347437e-02,8.858646750650932233e+01,8.858646750650932233e+01,9.460706741978894740e+01,-1.799953403925894122e+02
1.905460717963248317e+05,2.620187281882807584e-02,2.620187281882807584e-02,5.240374563765615168e-02,8.836664668579494730e+01,8.836664668579494730e+01,9.438724659907457237e+01,-1.799953270284852067e+02
1.927524913190936495e+05,2.554723702019321904e-02,2.554723702019321904e-02,5.109447404038643809e-02,8.814687874556369707e+01,8.814687874556369707e+01,9.416747865884332214e+01,-1.799953129420183302e+02
1.949844599758045515e+05,2.490907373220572693e-02,2.490907373220572693e-02,4.981814746441145386e-02,8.792715156359952289e+01,8.792715156359952289e+01,9.394775147687914796e+01,-1.799952981350480741e+02
1.972422736114853469e+05,2.428693176149345975e-02,2.428693176149345975e-02,4.857386352298691951e-02,8.770745305178849094e+01,8.770745305178849094e+01,9.372805296506811601e+01,-1.799952826091843008e+02
1.995262314968883002e+05,2.368037400404285689e-02,2.368037400404285689e-02,4.736074800808571378e-02,8.748777114565390889e+01,8.748777114565390889e+01,9.350837105893353396e+01,-1.799952663657942367e+02
2.018366363681559742e+05,2.308897692431923637e-02,2.308897692431923637e-02,4.617795384863847274e-02,8.726809379392911126e+01,8.726809379392911126e+01,9.328869370720873633e+01,-1.799952494060085257e+02
2.041737944669531716e+05,2.251233005735235951e-02,2.251233005735235951e-02,4.502466011470471902e-02,8.704840894814964258e+01,8.704840894814964258e+01,9.306900886142925344e+01,-1.799952317307272835e+02
2.065380155810526921e+05,2.195003553260780477e-02,2.195003553260780477e-02,4.390007106521560953e-02,8.682870455224892225e+01,8.682870455224892225e+01,9.284930446552854733e+01,-1.799952133406255257e+02
2.089296130854040966e+05,2.140170761852368958e-02,2.140170761852368958e-02,4.280341523704737916e-02,8.660896853213816371e+01,8.660896853213816371e+01,9.262956844541778878e+01,-1.799951942361586532e+02
2.113489039836647571e+05,2.086697228666987633e-02,2.086697228666987633e-02,4.173394457333975266e-02,8.638918878525524292e+01,8.638918878525524292e+01,9.240978869853486799e+01,-1.799951744175673980e+02
2.137962089502232557e+05,2.034546679453464596e-02,2.034546679453464596e-02,4.069093358906929192e-02,8.616935317006274886e+01,8.616935317006274886e+01,9.218995308334237393e+01,-1.799951538848824555e+02
2.162718523727020074e+05,1.983683928601157748e-02,1.983683928601157748e-02,3.967367857202315495e-02,8.594944949547945612e+01,8.594944949547945612e+01,9.197004940875908119e+01,-1.799951326379291459e+02
2.187761623949551722e+05,1.934074840870518910e-02,1.934074840870518910e-02,3.868149681741037821e-02,8.572946551022623396e+01,8.572946551022623396e+01,9.175006542350585903e+01,-1.799951106763313931e+02
2.213094709605640965e+05,1.885686294722703146e-02,1.885686294722703146e-02,3.771372589445406293e-02,8.550938889206841509e+01,8.550938889206841509e+01,9.152998880534804016e+01,-1.799950879995160449e+02
2.238721138568337774e+05,1.838486147170027840e-02,1.838486147170027840e-02,3.676972294340055680e-02,8.528920723693656214e+01,8.528920723693656214e+01,9.130980715021618721e+01,-1.799950646067163404e+02
2.264644307593061822e+05,1.792443200073216489e-02,1.792443200073216489e-02,3.584886400146432978e-02,8.506890804790565142e+01,8.506890804790565142e+01,9.108950796118527649e+01,-1.799950404969756050e+02
2.290867652767770051e+05,1.747527167815984481e-02,1.747527167815984481e-02,3.495054335631968961e-02,8.484847872401505242e+01,8.484847872401505242e+01,9.086907863729467749e+01,-1.799950156691506322e+02
2.317394649968479644e+05,1.703708646290572060e-02,1.703708646290572060e-02,3.407417292581144119e-02,8.462790654890713427e+01,8.462790654890713427e+01,9.064850646218675934e+01,-1.799949901219145545e+02
2.344228815319922578e+05,1.660959083132394071e-02,1.660959083132394071e-02,3.321918166264788141e-02,8.440717867926638007e+01,8.440717867926638007e+01,9.042777859254600514e+01,-1.799949638537601970e+02
2.371373705661655404e+05,1.619250749144382495e-02,1.619250749144382495e-02,3.238501498288764990e-02,8.418628213303578889e+01,8.418628213303578889e+01,9.020688204631539975e+01,-1.799949368630024651e+02
2.398832919019489782e+05,1.578556710855610543e-02,1.578556710855610543e-02,3.157113421711221085e-02,8.396520377739005880e+01,8.396520377739005880e+01,8.998580369066968387e+01,-1.799949091477811294e+02
2.426610095082414337e+05,1.538850804161233550e-02,1.538850804161233550e-02,3.077701608322467100e-02,8.374393031644216023e+01,8.374393031644216023e+01,8.976453022972178530e+01,-1.799948807060631850e+02
2.454708915685033426e+05,1.500107608993825337e-02,1.500107608993825337e-02,3.000215217987650673e-02,8.352244827865987986e+01,8.352244827865987986e+01,8.954304819193950493e+01,-1.799948515356450116e+02
2.483133105295567948e+05,1.462302424978811737e-02,1.462302424978811737e-02,2.924604849957623473e-02,8.330074400396767942e+01,8.330074400396767942e+01,8.932134391724730449e+01,-1.799948216341546186e+02
2.511886431509582035e+05,1.425411248029036931e-02,1.425411248029036931e-02,2.850822496058073863e-02,8.307880363050772132e+01,8.307880363050772132e+01,8.909940354378734639e+01,-1.799947909990534356e+02
2.540972705549306411e+05,1.389410747836192749e-02,1.389410747836192749e-02,2.778821495672385497e-02,8.285661308103442479e+01,8.285661308103442479e+01,8.887721299431404987e+01,-1.799947596276380182e+02
2.570395782768864592e+05,1.354278246218519610e-02,1.354278246218519610e-02,2.708556492437039220e-02,8.263415804891245386e+01,8.263415804891245386e+01,8.865475796219207894e+01,-1.799947275170419800e+02
2.600159563165272120e+05,1.319991696286791465e-02,1.319991696286791465e-02,2.639983392573582929e-02,8.241142398369019872e+01,8.241142398369019872e+01,8.843202389696982380e+01,-1.799946946642370449e+02
2.630267991895381710e+05,1.286529662392190548e-02,1.286529662392190548e-02,2.573059324784381097e-02,8.218839607621669074e+01,8.218839607621669074e+01,8.820899598949631581e+01,-1.799946610660347517e+02
2.660725059798813891e+05,1.253871300821675361e-02,1.253871300821675361e-02,2.507742601643350722e-02,8.196505924326936565e+01,8.196505924326936565e+01,8.798565915654899072e+01,-1.799946267190874778e+02
2.691534803926913883e+05,1.221996341208187072e-02,1.221996341208187072e-02,2.443992682416374143e-02,8.174139811165814251e+01,8.174139811165814251e+01,8.776199802493776758e+01,-1.799945916198895191e+02
2.722701308077915455e+05,1.190885068624531092e-02,1.190885068624531092e-02,2.381770137249062183e-02,8.151739700176858605e+01,8.151739700176858605e+01,8.753799691504821112e+01,-1.799945557647780561e+02
2.754228703338163323e+05,1.160518306331664168e-02,1.160518306331664168e-02,2.321036612663328336e-02,8.129303991050689149e+01,8.129303991050689149e+01,8.731363982378651656e+01,-1.799945191499340069e+02
2.786121168629772146e+05,1.130877399153021150e-02,1.130877399153021150e-02,2.261754798306042299e-02,8.106831049360351926e+01,8.106831049360351926e+01,8.708891040688314433e+01,-1.799944817713825671e+02
2.818382931264454965e+05,1.101944197448584579e-02,1.101944197448584579e-02,2.203888394897169159e-02,8.084319204723419716e+01,8.084319204723419716e+01,8.686379196051382223e+01,-1.799944436249939486e+02
2.851018267503909883e+05,1.073701041663017303e-02,1.073701041663017303e-02,2.147402083326034605e-02,8.061766748890994450e+01,8.061766748890994450e+01,8.663826740218956957e+01,-1.799944047064836354e+02
2.884031503126605530e+05,1.046130747423969914e-02,1.046130747423969914e-02,2.092261494847939829e-02,8.039171933758856881e+01,8.039171933758856881e+01,8.641231925086819388e+01,-1.799943650114128388e+02
2.917427014001166099e+05,1.019216591167482894e-02,1.019216591167482894e-02,2.038433182334965788e-02,8.016532969295423072e+01,8.016532969295423072e+01,8.618592960623385579e+01,-1.799943245351885537e+02
2.951209226666390314e+05,9.929422962686711845e-03,9.929422962686711845e-03,1.985884592537342369e-02,7.993848021380961200e+01,7.993848021380961200e+01,8.595908012708923707e+01,-1.799942832730636439e+02
2.985382618917957298e+05,9.672920196568948401e-03,9.672920196568948401e-03,1.934584039313789680e-02,7.971115209552125691e+01,7.971115209552125691e+01,8.573175200880088198e+01,-1.799942412201368143e+02
3.019951720402018982e+05,9.422503388954990219e-03,9.422503388954990219e-03,1.884500677790998044e-02,7.948332604645341348e+01,7.948332604645341348e+01,8.550392595973303855e+01,-1.799941983713524394e+02
3.054921113215509104e+05,9.178022397074232092e-03,9.178022397074232092e-03,1.835604479414846418e-02,7.925498226332422291e+01,7.925498226332422291e+01,8.527558217660384798e+01,-1.799941547215000242e+02
3.090295432513591950e+05,8.939331039284023964e-03,8.939331039284023964e-03,1.787866207856804793e-02,7.902610040540869818e+01,7.902610040540869818e+01,8.504670031868833746e+01,-1.799941102652140046e+02
3.126079367123955744e+05,8.706286978708947799e-03,8.706286978708947799e-03,1.741257395741789560e-02,7.879665956751327371e+01,7.879665956751327371e+01,8.481725948079289878e+01,-1.799940649969730941e+02
3.162277660168379080e+05,8.478751610820855350e-03,8.478751610820855350e-03,1.695750322164171070e-02,7.856663825163533943e+01,7.856663825163533943e+01,8.458723816491496450e+01,-1.799940189110994027e+02
3.198895109691396938e+05,8.256589954805437781e-03,8.256589954805437781e-03,1.651317990961087556e-02,7.833601433721983653e+01,7.833601433721983653e+01,8.435661425049944739e+01,-1.799939720017578111e+02
3.235936569296281086e+05,8.039670548565228461e-03,8.039670548565228461e-03,1.607934109713045692e-02,7.810476504991504498e+01,7.810476504991504498e+01,8.412536496319468426e+01,-1.799939242629547778e+02
3.273406948788386071e+05,7.827865347217110789e-03,7.827865347217110789e-03,1.565573069443422158e-02,7.787286692872400806e+01,7.787286692872400806e+01,8.389346684200361892e+01,-1.799938756885372584e+02
3.311311214825907955e+05,7.621049624948523886e-03,7.621049624948523886e-03,1.524209924989704777e-02,7.764029579143920046e+01,7.764029579143920046e+01,8.366089570471882553e+01,-1.799938262721914271e+02
3.349654391578279319e+05,7.419101880101884594e-03,7.419101880101884594e-03,1.483820376020376919e-02,7.740702669823940596e+01,7.740702669823940596e+01,8.342762661151903103e+01,-1.799937760074411983e+02
3.388441561392027652e+05,7.221903743364754304e-03,7.221903743364754304e-03,1.444380748672950861e-02,7.717303391331955709e+01,7.717303391331955709e+01,8.319363382659918216e+01,-1.799937248876465787e+02
3.427677865464504575e+05,7.029339888945371206e-03,7.029339888945371206e-03,1.405867977789074241e-02,7.693829086441087384e+01,7.693829086441087384e+01,8.295889077769049891e+01,-1.799936729060018479e+02
3.467368504525316530e+05,6.841297948621797957e-03,6.841297948621797957e-03,1.368259589724359591e-02,7.670277010004068075e+01,7.670277010004068075e+01,8.272337001332032003e+01,-1.799936200555337393e+02
3.507518739525679266e+05,6.657668428555628751e-03,6.657668428555628751e-03,1.331533685711125750e-02,7.646644324436613260e+01,7.646644324436613260e+01,8.248704315764577188e+01,-1.799935663290989964e+02
3.548133892335760174e+05,6.478344628766819456e-03,6.478344628766819456e-03,1.295668925753363891e-02,7.622928094940367316e+01,7.622928094940367316e+01,8.224988086268328402e+01,-1.799935117193822407e+02
3.589219346450049779e+05,6.303222565170820552e-03,6.303222565170820552e-03,1.260644513034164110e-02,7.599125284446068918e+01,7.599125284446068918e+01,8.201185275774030004e+01,-1.799934562188933285e+02
3.630780547701017349e+05,6.132200894082394035e-03,6.132200894082394035e-03,1.226440178816478807e-02,7.575232748255831439e+01,7.575232748255831439e+01,8.177292739583792525e+01,-1.799933998199643952e+02
3.672823004980842234e+05,5.965180839096687580e-03,5.965180839096687580e-03,1.193036167819337516e-02,7.551247228361867769e+01,7.551247228361867769e+01,8.153307219689830276e+01,-1.799933425147470984e+02
3.715352290971727925e+05,5.802066120258972740e-03,5.802066120258972740e-03,1.160413224051794548e-02,7.527165347416568864e+01,7.527165347416568864e+01,8.129225338744531371e+01,-1.799932842952089516e+02
3.758374042884443188e+05,5.642762885441510862e-03,5.642762885441510862e-03,1.128552577088302172e-02,7.502983602327107349e+01,7.502983602327107349e+01,8.105043593655069856e+01,-1.799932251531300551e+02
3.801893963205612381e+05,5.487179643846320024e-03,5.487179643846320024e-03,1.097435928769264005e-02,7.478698357444841349e+01,7.478698357444841349e+01,8.080758348772803856e+01,-1.799931650800990042e+02
3.845917820453535533e+05,5.335227201558504807e-03,5.335227201558504807e-03,1.067045440311700961e-02,7.454305837317460259e+01,7.454305837317460259e+01,8.056365828645422766e+01,-1.799931040675088525e+02
3.890451449942804757e+05,5.186818599076361593e-03,5.186818599076361593e-03,1.037363719815272319e-02,7.429802118968561331e+01,7.429802118968561331e+01,8.031862110296523838e+01,-1.799930421065524797e+02
3.935500754557780456e+05,5.041869050748227707e-03,5.041869050748227707e-03,1.008373810149645541e-02,7.405183123666185452e+01,7.405183123666185452e+01,8.007243114994147959e+01,-1.799929791882175891e+02
3.981071705534969224e+05,4.900295886048884261e-03,4.900295886048884261e-03,9.800591772097768523e-03,7.380444608138120088e+01,7.380444608138120088e+01,7.982504599466082595e+01,-1.799929153032815634e+02
4.027170343254595064e+05,4.762018492630351249e-03,4.762018492630351249e-03,9.524036985260702498e-03,7.355582155187585158e+01,7.355582155187585158e+01,7.957642146515547665e+01,-1.799928504423056381e+02
4.073802778041121783e+05,4.626958261086267649e-03,4.626958261086267649e-03,9.253916522172535297e-03,7.330591163658677090e+01,7.330591163658677090e+01,7.932651154986639597e+01,-1.799927845956286490e+02
4.120975190973303979e+05,4.495038531368899214e-03,4.495038531368899214e-03,8.990077062737798427e-03,7.305466837695412607e+01,7.305466837695412607e+01,7.907526829023375115e+01,-1.799927177533602674e+02
4.168693834703355096e+05,4.366184540803266269e-03,4.366184540803266269e-03,8.732369081606532538e-03,7.280204175233102148e+01,7.280204175233102148e+01,7.882264166561064656e+01,-1.799926499053736961e+02
4.216965034285822767e+05,4.240323373642232441e-03,4.240323373642232441e-03,8.480646747284464881e-03,7.254797955653963015e+01,7.254797955653963015e+01,7.856857946981925522e+01,-1.799925810412977114e+02
4.265795188015925814e+05,4.117383912110922882e-03,4.117383912110922882e-03,8.234767824221845764e-03,7.229242726532221752e+01,7.229242726532221752e+01,7.831302717860182838e+01,-1.799925111505081361e+02
4.315190768277650350e+05,3.997296788889442495e-03,3.997296788889442495e-03,7.994593577778884991e-03,7.203532789385779722e+01,7.203532789385779722e+01,7.805592780713742229e+01,-1.799924402221181765e+02
4.365158322401665500e+05,3.879994340985411239e-03,3.879994340985411239e-03,7.759988681970822477e-03,7.177662184342743501e+01,7.177662184342743501e+01,7.779722175670706008e+01,-1.799923682449685032e+02
4.415704473533120472e+05,3.765410564949854978e-03,3.765410564949854978e-03,7.530821129899709955e-03,7.151624673621087425e+01,7.151624673621087425e+01,7.753684664949049932e+01,-1.799922952076159390e+02
4.466835921509634936e+05,3.653481073391091905e-03,3.653481073391091905e-03,7.306962146782183809e-03,7.125413723708386726e+01,7.125413723708386726e+01,7.727473715036349233e+01,-1.799922210983212949e+02
4.518559443749226048e+05,3.544143052744340178e-03,3.544143052744340178e-03,7.088286105488680357e-03,7.099022486116058417e+01,7.099022486116058417e+01,7.701082477444020924e+01,-1.799921459050362387e+02
4.570881896148751839e+05,3.437335222254549530e-03,3.437335222254549530e-03,6.874670444509099060e-03,7.072443776567797613e+01,7.072443776567797613e+01,7.674503767895758699e+01,-1.799920696153884876e+02
4.623810213992603240e+05,3.332997794133399101e-03,3.332997794133399101e-03,6.665995588266798201e-03,7.045670052465968070e+01,7.045670052465968070e+01,7.647730043793930577e+01,-1.799919922166660911e+02
4.677351412871981156e+05,3.231072434851616718e-03,3.231072434851616718e-03,6.462144869703233437e-03,7.018693388460998506e+01,7.018693388460998506e+01,7.620753379788961013e+01,-1.799919136957998660e+02
4.731512589614812750e+05,3.131502227529855617e-03,3.131502227529855617e-03,6.263004455059711234e-03,6.991505449927809934e+01,6.991505449927809934e+01,7.593565441255772441e+01,-1.799918340393439848e+02
4.786300923226380255e+05,3.034231635392595390e-03,3.034231635392595390e-03,6.068463270785190780e-03,6.964097464129412174e+01,6.964097464129412174e+01,7.566157455457374681e+01,-1.799917532334551140e+02
4.841723675840998767e+05,2.939206466250538809e-03,2.939206466250538809e-03,5.878412932501077617e-03,6.936460188820198880e+01,6.936460188820198880e+01,7.538520180148161387e+01,-1.799916712638685397e+02
4.897788193684456637e+05,2.846373837979204822e-03,2.846373837979204822e-03,5.692747675958409644e-03,6.908583878010416868e+01,6.908583878010416868e+01,7.510643869338379375e+01,-1.799915881158727302e+02
4.954501908047905308e+05,2.755682144961048123e-03,2.755682144961048123e-03,5.511364289922096246e-03,6.880458244576803395e+01,6.880458244576803395e+01,7.482518235904765902e+01,-1.799915037742803179e+02
5.011872336272724788e+05,2.667081025461507000e-03,2.667081025461507000e-03,5.334162050923014001e-03,6.852072419363481970e+01,6.852072419363481970e+01,7.454132410691444477e+01,-1.799914182233963800e+02
5.069907082747044624e+05,2.580521329908626142e-03,2.580521329908626142e-03,5.161042659817252284e-03,6.823414906368873289e+01,6.823414906368873289e+01,7.425474897696835797e+01,-1.799913314469829402e+02
5.128613839913647971e+05,2.495955090048474108e-03,2.495955090048474108e-03,4.991910180096948216e-03,6.794473533559555278e+01,6.794473533559555278e+01,7.396533524887517785e+01,-1.799912434282195193e+02
5.188000389289609739e+05,2.413335488948676645e-03,2.413335488948676645e-03,4.826670977897353290e-03,6.765235398787646659e+01,6.765235398787646659e+01,7.367295390115609166e+01,-1.799911541496589678e+02
5.248074602497733431e+05,2.332616831823711503e-03,2.332616831823711503e-03,4.665233663647423007e-03,6.735686810213843501e+01,6.735686810213843501e+01,7.337746801541806008e+01,-1.799910635931778131e+02
5.308844442309879232e+05,2.253754517656613495e-03,2.253754517656613495e-03,4.507509035313226990e-03,6.705813220551429765e+01,6.705813220551429765e+01,7.307873211879392272e+01,-1.799909717399208091e+02
5.370317963702533161e+05,2.176705011592224275e-03,2.176705011592224275e-03,4.353410023184448550e-03,6.675599154344726571e+01,6.675599154344726571e+01,7.277659145672689078e+01,-1.799908785702383511e+02
5.432503314924325095e+05,2.101425818078855173e-03,2.101425818078855173e-03,4.202851636157710347e-03,6.645028127376565408e+01,6.645028127376565408e+01,7.247088118704527915e+01,-1.799907840636157061e+02
5.495408738576248288e+05,2.027875454734717493e-03,2.027875454734717493e-03,4.055750909469434985e-03,6.614082557158477016e+01,6.614082557158477016e+01,7.216142548486439523e+01,-1.799906881985932330e+02
5.559042572704036720e+05,1.956013426917909814e-03,1.956013426917909814e-03,3.912026853835819627e-03,6.582743663292063729e+01,6.582743663292063729e+01,7.184803654620026236e+01,-1.799905909526752339e+02
5.623413251903491328e+05,1.885800202977864527e-03,1.885800202977864527e-03,3.771600405955729055e-03,6.550991356292914247e+01,6.550991356292914247e+01,7.153051347620876754e+01,-1.799904923022268690e+02
5.688529308438412845e+05,1.817197190168259174e-03,1.817197190168259174e-03,3.634394380336518349e-03,6.518804113235029263e+01,6.518804113235029263e+01,7.120864104562991770e+01,-1.799903922223560073e+02
5.754399373371566180e+05,1.750166711201202796e-03,1.750166711201202796e-03,3.500333422402405591e-03,6.486158838294130646e+01,6.486158838294130646e+01,7.088218829622093153e+01,-1.799902906867776551e+02
5.821032177708721720e+05,1.684671981423621623e-03,1.684671981423621623e-03,3.369343962847243246e-03,6.453030705933426248e+01,6.453030705933426248e+01,7.055090697261388755e+01,-1.799901876676587165e+02
5.888436553555884166e+05,1.620677086597344368e-03,1.620677086597344368e-03,3.241354173194688736e-03,6.419392984072035802e+01,6.419392984072035802e+01,7.021452975399998309e+01,-1.799900831354381125e+02
5.956621435290109366e+05,1.558146961264702222e-03,1.558146961264702222e-03,3.116293922529404445e-03,6.385216834088139137e+01,6.385216834088139137e+01,6.987276825416101644e+01,-1.799899770586193029e+02
6.025595860743580852e+05,1.497047367682821737e-03,1.497047367682821737e-03,2.994094735365643474e-03,6.350471083916321646e+01,6.350471083916321646e+01,6.952531075244283443e+01,-1.799898694035283597e+02
6.095368972401693463e+05,1.437344875309269198e-03,1.437344875309269198e-03,2.874689750618538396e-03,6.315121969773791477e+01,6.315121969773791477e+01,6.917181961101752563e+01,-1.799897601340320250e+02
6.165950018614821602e+05,1.379006840823330127e-03,1.379006840823330127e-03,2.758013681646660255e-03,6.279132841161641210e+01,6.279132841161641210e+01,6.881192832489604427e+01,-1.799896492112071371e+02
6.237348354824191192e+05,1.322001388667007164e-03,1.322001388667007164e-03,2.644002777334014329e-03,6.242463822689714448e+01,6.242463822689714448e+01,6.844523814017676955e+01,-1.799895365929515094e+02
6.309573444801942678e+05,1.266297392090682400e-03,1.266297392090682400e-03,2.532594784181364800e-03,6.205071424911700717e+01,6.205071424911700717e+01,6.807131416239663224e+01,-1.799894222335235554e+02
6.382634861905482830e+05,1.211864454688803532e-03,1.211864454688803532e-03,2.423728909377607064e-03,6.166908094656163541e+01,6.166908094656163541e+01,6.768968085984126049e+01,-1.799893060829949150e+02
6.456542290346563095e+05,1.158672892411231848e-03,1.158672892411231848e-03,2.317345784822463697e-03,6.127921693201238895e+01,6.127921693201238895e+01,6.729981684529201402e+01,-1.799891880865966982e+02
6.531305526474716607e+05,1.106693716036921986e-03,1.106693716036921986e-03,2.213387432073843971e-03,6.088054887936236526e+01,6.088054887936236526e+01,6.690114879264199033e+01,-1.799890681839334547e+02
6.606934480075964238e+05,1.055898614096081487e-03,1.055898614096081487e-03,2.111797228192162975e-03,6.047244439705320218e+01,6.047244439705320218e+01,6.649304431033283436e+01,-1.799889463080333769e+02
6.683439175686149392e+05,1.006259936228558020e-03,1.006259936228558020e-03,2.012519872457116041e-03,6.005420363602390665e+01,6.005420363602390665e+01,6.607480354930353883e+01,-1.799888223841926731e+02
6.760829753919818904e+05,9.577506769654395942e-04,9.577506769654395942e-04,1.915501353930879188e-03,5.962504935253850391e+01,5.962504935253850391e+01,6.564564926581812188e+01,-1.799886963285607635e+02
6.839116472814292647e+05,9.103444599221771627e-04,9.103444599221771627e-04,1.820688919844354325e-03,5.918411507141730254e+01,5.918411507141730254e+01,6.520471498469692051e+01,-1.799885680463948177e+02
6.918309709189363057e+05,8.640155223913642026e-04,8.640155223913642026e-04,1.728031044782728405e-03,5.873043089653064897e+01,5.873043089653064897e+01,6.475103080981027404e+01,-1.799884374298906096e+02
6.998419960022745654e+05,8.187387003238647161e-04,8.187387003238647161e-04,1.637477400647729432e-03,5.826290638406746325e+01,5.826290638406746325e+01,6.428350629734708832e+01,-1.799883043554642370e+02
7.079457843841373688e+05,7.744894136873578657e-04,7.744894136873578657e-04,1.548978827374715731e-03,5.778030971734450816e+01,5.778030971734450816e+01,6.380090963062413323e+01,-1.799881686803144589e+02
7.161434102129027015e+05,7.312436521914890929e-04,7.312436521914890929e-04,1.462487304382978186e-03,5.728124218132133905e+01,5.728124218132133905e+01,6.330184209460096412e+01,-1.799880302380346393e+02
7.244359600749891251e+05,6.889779613696128376e-04,6.889779613696128376e-04,1.377955922739225675e-03,5.676410660335878333e+01,5.676410660335878333e+01,6.278470651663840840e+01,-1.799878888329511994e+02
7.328245331389044877e+05,6.476694290066834989e-04,6.476694290066834989e-04,1.295338858013366998e-03,5.622706796340172275e+01,5.622706796340172275e+01,6.224766787668134782e+01,-1.799877442327362758e+02
7.413102413009176962e+05,6.072956719040401019e-04,6.072956719040401019e-04,1.214591343808080204e-03,5.566800371977086570e+01,5.566800371977086570e+01,6.168860363305049077e+01,-1.799875961586477899e+02
7.498942093324558809e+05,5.678348229712335037e-04,5.678348229712335037e-04,1.135669645942467007e-03,5.508444044997190048e+01,5.508444044997190048e+01,6.110504036325152555e+01,-1.799874442724559458e+02
7.585775750291835284e+05,5.292655186360688876e-04,5.292655186360688876e-04,1.058531037272137775e-03,5.447347201721882470e+01,5.447347201721882470e+01,6.049407193049844977e+01,-1.799872881586672122e+02
7.673614893618185306e+05,4.915668865637932202e-04,4.915668865637932202e-04,9.831337731275864404e-04,5.383165239612787900e+01,5.383165239612787900e+01,5.985225230940749697e+01,-1.799871272999432108e+02
7.762471166286927182e+05,4.547185336768880606e-04,4.547185336768880606e-04,9.094370673537761213e-04,5.315485311575227456e+01,5.315485311575227456e+01,5.917545302903189963e+01,-1.799869610424703978e+02
7.852356346100709634e+05,4.187005344670855921e-04,4.187005344670855921e-04,8.374010689341711841e-04,5.243807030528378732e+01,5.243807030528378732e+01,5.845867021856341239e+01,-1.799867885461340506e+02
7.943282347242821706e+05,3.834934195913673434e-04,3.834934195913673434e-04,7.669868391827346869e-04,5.167515832477813831e+01,5.167515832477813831e+01,5.769575823805776338e+01,-1.799866087111052195e+02
8.035261221856176853e+05,3.490781647442864170e-04,3.490781647442864170e-04,6.981563294885728341e-04,5.085845368051471382e+01,5.085845368051471382e+01,5.687905359379433889e+01,-1.799864200666956719e+02
8.128305161640995648e+05,3.154361797986039500e-04,3.154361797986039500e-04,6.308723595972079001e-04,4.997823008840246217e+01,4.997823008840246217e+01,5.599883000168208724e+01,-1.799862205977362350e+02
8.222426499470712151e+05,2.825492982070526874e-04,2.825492982070526874e-04,5.650985964141053749e-04,4.902188465878466417e+01,4.902188465878466417e+01,5.504248457206428924e+01,-1.799860074632686633e+02
